epoch,lr,loss,acc,macro_f1,bacc,macro_auc,weighted_f1,beta_min,beta_max,adapter_gradient_MRI,adapter_gradient_PET,adapter_gradient_CSF,adapter_gradient_Risk,adapter_gradient_COG,adapter_gradient_ROI
1,0.01,3.2943496704101562,0.35,0.1728395061728395,0.3333333333333333,0.7967793093087905,0.18148148148148147,1.0,1.0,0.057294219732284546,0.06018275022506714,0.07403340190649033,0.06153584271669388,0.03361464664340019,0.04795901104807854
2,0.01,2.927234172821045,0.35,0.1728395061728395,0.3333333333333333,0.6076077519178934,0.18148148148148147,0.9962805509567261,1.003716230392456,0.02927076257765293,0.027884095907211304,0.02860998548567295,0.028695741668343544,0.022418510168790817,0.025360306724905968
3,0.01,6.199300765991211,0.35,0.18918918918918917,0.21875,0.49750016318412543,0.30270270270270266,0.992793619632721,1.00058913230896,0.18588241934776306,0.18981309235095978,0.24379655718803406,0.18977369368076324,0.17267641425132751,0.1677512526512146
4,0.01,6.10685920715332,0.4166666666666667,0.2136752136752137,0.2604166666666667,0.5738273780726612,0.3418803418803419,0.9895966053009033,0.9985015392303467,0.12290095537900925,0.10718327015638351,0.11055031418800354,0.11693225800991058,0.10899892449378967,0.1259596347808838
5,0.01,5.508606910705566,0.5833333333333334,0.48971193415637854,0.625,0.6245842404450895,0.45946502057613164,0.9864623546600342,0.9965630769729614,0.0240656528621912,0.02536078728735447,0.022464146837592125,0.02322671189904213,0.02971591055393219,0.02937128208577633
6,0.01,3.8060922622680664,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.7820074263175677,0.4459649122807018,0.9844408631324768,0.9955268502235413,0.07655102759599686,0.10193316638469696,0.05882959067821503,0.06267431378364563,0.0734579935669899,0.06863231211900711
7,0.01,6.322512626647949,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.795435140069574,0.4459649122807018,0.9824327230453491,0.9946070909500122,0.06198205426335335,0.09234262257814407,0.04943586140871048,0.051914580166339874,0.041906025260686874,0.053114037960767746
8,0.01,3.3112242221832275,0.6,0.5102821616451458,0.6354166666666666,0.8100585375054715,0.4733142037302726,0.9806411862373352,0.9938459396362305,0.013227235525846481,0.019466204568743706,0.0091505516320467,0.011140473186969757,0.008896377868950367,0.009562875144183636
9,0.01,2.824573516845703,0.6,0.5102821616451458,0.6354166666666666,0.8134290096259437,0.4733142037302726,0.9792104363441467,0.9932825565338135,0.0017135197995230556,0.002498517744243145,0.0016379730077460408,0.0012057642452418804,0.002798452042043209,0.001695812912657857
10,0.01,2.6595335006713867,0.6,0.5102821616451458,0.6354166666666666,0.8064895446970919,0.4733142037302726,0.9779729247093201,0.9927244782447815,0.0022763917222619057,0.0037049176171422005,0.0018091662786900997,0.0015065913321450353,0.00399533798918128,0.0021230538841336966
