epoch,loss,beta_min,beta_max,probability_sum_max_abs_error,adapter_gradient_MRI,adapter_gradient_PET,adapter_gradient_CSF,adapter_gradient_Risk,adapter_gradient_COG,adapter_gradient_ROI
1,3.3026833534240723,1.0,1.0,1.1920928955078125e-07,0.05643375590443611,0.05980036035180092,0.07380834966897964,0.06064707040786743,0.03344297409057617,0.04729614406824112
2,2.899519443511963,0.9962804317474365,1.003714680671692,1.1920928955078125e-07,0.025532759726047516,0.02506209909915924,0.024536902084946632,0.02650943398475647,0.019574565812945366,0.022312171757221222
3,6.023062705993652,0.9928277730941772,1.000569224357605,1.1920928955078125e-07,0.1656176745891571,0.18108294904232025,0.19933494925498962,0.17981994152069092,0.15996980667114258,0.14713063836097717
