epoch,alpha,lr,loss,correct,acc,macro_f1,bacc,macro_auc,weighted_f1,cap_saturation_fraction_MRI,cap_saturation_fraction_PET,cap_saturation_fraction_ROI,mean_residual_shared_ratio_MRI,mean_residual_shared_ratio_PET,mean_residual_shared_ratio_ROI
1,0.0,0.01,3.299787998199463,21,0.35,0.1728395061728395,0.3333333333333333,0.7816167443231122,0.18148148148148147,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.01,2.9068360328674316,21,0.35,0.1728395061728395,0.3333333333333333,0.7219788858939801,0.18148148148148147,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.01,5.761046409606934,19,0.31666666666666665,0.18693244739756365,0.2033730158730159,0.541826731095599,0.2905647840531561,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.01,4.425622940063477,29,0.48333333333333334,0.23577235772357721,0.3020833333333333,0.5540444825527372,0.37723577235772354,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.01,5.63649320602417,32,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.5700651440627856,0.3710144927536232,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.01,5.435002326965332,35,0.5833333333333334,0.48971193415637854,0.625,0.750475273765368,0.45946502057613164,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.01,3.3337135314941406,35,0.5833333333333334,0.48971193415637854,0.625,0.7998916865367338,0.45946502057613164,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.01,8.470173835754395,35,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.7742120846484054,0.46019076305220885,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.01,3.946977376937866,35,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.7876758548928361,0.46019076305220885,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.01,2.629891872406006,35,0.5833333333333334,0.47338935574229696,0.5505952380952381,0.7961914864921941,0.4598039215686275,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.01,5.6092095375061035,36,0.6,0.4967203339296362,0.5610119047619048,0.7899660721005061,0.4742397137745975,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.01,4.886392116546631,36,0.6,0.4967203339296362,0.5610119047619048,0.79715397286152,0.4742397137745975,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.01,3.7765390872955322,29,0.48333333333333334,0.5091489105573613,0.6026785714285715,0.8014910709486182,0.38567473215360537,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.01,3.0813145637512207,29,0.48333333333333334,0.5091489105573613,0.6026785714285715,0.8202176492270832,0.38567473215360537,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.01,3.0562667846679688,30,0.5,0.5294842457313853,0.6130952380952381,0.8250666775136115,0.4150677697588453,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.01,3.1456544399261475,39,0.65,0.6786791639732818,0.6959325396825397,0.8182575799026269,0.6409690799396682,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.01,2.6426029205322266,36,0.6,0.4967203339296362,0.5610119047619048,0.8182925565001037,0.4742397137745975,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.01,2.7540535926818848,36,0.6,0.4967203339296362,0.5610119047619048,0.817548508881056,0.4742397137745975,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.01,2.8336548805236816,35,0.5833333333333334,0.4597701149425288,0.5133928571428571,0.8184256835495042,0.4578544061302682,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.01,2.3827826976776123,35,0.5833333333333334,0.47338935574229696,0.5505952380952381,0.824390783264604,0.4598039215686275,0.0,0.0,0.0,0.0,0.0,0.0
21,0.05,0.009999830837037664,3.2676968574523926,36,0.6,0.5047619047619047,0.5982142857142857,0.8264607618970827,0.4742857142857143,0.0,0.0,0.0,1.0773939720820636e-05,1.1346717656124383e-05,1.2964732377440669e-05
22,0.1,0.009999323359712722,3.94826602935791,35,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.8298644107901184,0.46019076305220885,0.0,0.0,0.0,1.2754939234582707e-05,1.4289548744272906e-05,1.959552537300624e-05
23,0.15,0.009998477602710573,3.13606858253479,36,0.6,0.5047619047619047,0.5982142857142857,0.8325735072492148,0.4742857142857143,0.0,0.0,0.0,1.6214984498219565e-05,1.7315336663159542e-05,2.354923890379723e-05
24,0.2,0.009997293623837585,2.2523274421691895,34,0.5666666666666667,0.38518518518518513,0.42857142857142855,0.807451731095599,0.4311111111111111,0.0,0.0,0.0,2.4393391868215986e-05,2.4950160877779126e-05,3.09119641315192e-05
25,0.25,0.00999577150401714,2.932772159576416,35,0.5833333333333334,0.43970037453183525,0.4761904761904762,0.8261296541072486,0.4535205992509363,0.0,0.0,0.0,4.529623765847646e-05,4.917369005852379e-05,6.070347808417864e-05
26,0.3,0.009993911347284109,3.1906776428222656,36,0.6,0.5047619047619047,0.5982142857142857,0.8478886973875182,0.4742857142857143,0.0,0.0,0.0,0.00010140678205061704,0.00010874809959204867,0.00013347882486414164
27,0.35,0.009991713280777732,2.793025493621826,35,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.8364054544773883,0.46019076305220885,0.0,0.0,0.0,0.00019634401542134583,0.00020597745606210083,0.00025239080423489213
28,0.4,0.009989177454732934,2.4580016136169434,37,0.6166666666666667,0.5798766634209672,0.625,0.846828060566268,0.552161635832522,0.0,0.0,0.0,0.00032865494722500443,0.00034031987888738513,0.00042403663974255323
29,0.45,0.00998630404247006,2.2746214866638184,39,0.65,0.5828899321857067,0.5461309523809524,0.8235723428824845,0.6374387063119457,0.0,0.0,0.0,0.00038059576763771474,0.0004016452294308692,0.0004906501853838563
30,0.5,0.009983093240383016,2.2571258544921875,39,0.65,0.6539175994284354,0.689484126984127,0.8433031634682578,0.6460101611494801,0.0,0.0,0.0,0.0003633039887063205,0.00038570279139094055,0.00048126833280548453
31,0.55,0.009979545267925863,2.1775529384613037,39,0.65,0.6602225589689428,0.7003968253968255,0.8457588445795993,0.6487463837994214,0.0,0.0,0.0,0.0003814143710769713,0.0004193198692519218,0.0004962284583598375
32,0.6,0.009975660367597807,2.0426201820373535,41,0.6833333333333333,0.6909254267744833,0.716765873015873,0.8291127439122722,0.6764150943396227,0.0,0.0,0.0,0.00033702803193591535,0.00039015308720991015,0.00046385746099986136
33,0.65,0.009971438804926623,1.9896059036254883,40,0.6666666666666666,0.5895895895895896,0.5510912698412699,0.8514851675229034,0.6491491491491492,0.0,0.0,0.0,0.0003754794306587428,0.0004399210447445512,0.00047188924509100616
34,0.7,0.00996688086845051,1.8406767845153809,38,0.6333333333333333,0.6217388087310396,0.685515873015873,0.8628265842298862,0.6182375138734739,0.0,0.0,0.0,0.0004433786089066416,0.000544173875823617,0.0005619725561700761
35,0.75,0.009961986869698373,2.0005366802215576,41,0.6833333333333333,0.6778095419604853,0.7802579365079364,0.8587905968507382,0.680825233466743,0.0,0.0,0.0,0.0005542886210605502,0.0006630525458604097,0.0006817821995355189
36,0.8,0.009956757143168527,1.9952607154846191,39,0.65,0.6614870509607352,0.7757936507936508,0.8722661259512674,0.6204093567251462,0.0,0.0,0.0,0.0007156645879149437,0.0007972972234711051,0.0007750953664071858
37,0.85,0.009951192046305833,1.9492669105529785,40,0.6666666666666666,0.6365740740740741,0.6517857142857143,0.8740135759593306,0.654976851851852,0.0,0.0,0.0,0.0007924084202386439,0.0009081925381906331,0.0008881138637661934
38,0.9,0.009945291959477269,1.8478126525878906,45,0.75,0.6476190476190476,0.6140873015873015,0.8718651849548076,0.7333333333333333,0.0,0.0,0.0,0.0008561944705434144,0.0009722168906591833,0.0009045230108313262
39,0.95,0.009939057285945933,1.739697813987732,41,0.6833333333333333,0.617063492063492,0.5942460317460317,0.8653086627732854,0.6722552910052909,0.0,0.0,0.0,0.0010813039261847734,0.0011746102245524526,0.001037375652231276
40,1.0,0.009932488451843476,1.784741997718811,43,0.7166666666666667,0.6301515677426819,0.6096230158730158,0.8867656354389846,0.7051417331944927,0.0,0.0,0.0,0.0013452408602461219,0.0013890202390030026,0.0012735901400446892
41,1.0,0.009925585906140986,1.5944156646728516,43,0.7166666666666667,0.662652207001522,0.6567460317460317,0.868417860310549,0.7119796423135464,0.0,0.0,0.0,0.0013153525069355965,0.0013656140072271228,0.0012693237513303757
42,1.0,0.009918350120618293,1.7423880100250244,40,0.6666666666666666,0.6587301587301587,0.6954365079365079,0.8872706663095814,0.6636904761904762,0.0,0.0,0.0,0.0013634762726724148,0.0014130979543551803,0.0012993926648050547
43,1.0,0.009910781589831726,1.5655633211135864,40,0.6666666666666666,0.651498897431313,0.6954365079365079,0.9037088272052896,0.6646760831992372,0.0,0.0,0.0,0.0014802241930738091,0.0014839193318039179,0.0013718471163883805
44,1.0,0.009902880831080306,1.512535572052002,49,0.8166666666666667,0.7997613878620745,0.7782738095238096,0.8885898179825067,0.8143685579612352,0.0,0.0,0.0,0.001707006129436195,0.0016453680582344532,0.0015524241607636213
45,1.0,0.009894648384370404,1.5687992572784424,42,0.7,0.6920024420024419,0.6899801587301587,0.9003129175593799,0.6954517704517704,0.0,0.0,0.0,0.0016969818389043212,0.001625473378226161,0.0015294249169528484
46,1.0,0.009886084812378817,1.515155553817749,39,0.65,0.6126484492101926,0.6106150793650794,0.9004945798872686,0.6446933010492333,0.0,0.0,0.0,0.0014375285245478153,0.001376981264911592,0.0013441992923617363
47,1.0,0.009877190700414313,1.3714079856872559,46,0.7666666666666667,0.6920563097033684,0.6780753968253969,0.9002061879420369,0.764555052790347,0.0,0.0,0.0,0.0012499106815084815,0.0012122729094699025,0.0011896422365680337
48,1.0,0.00986796665637763,1.4971312284469604,45,0.75,0.6778736138003872,0.6622023809523809,0.908010948694911,0.7475532476676641,0.0,0.0,0.0,0.0013340309960767627,0.0012643252266570926,0.0012617779430001974
49,1.0,0.009858413310719925,1.278285026550293,47,0.7833333333333333,0.7573099415204677,0.7847222222222222,0.9166783655286014,0.7811403508771929,0.0,0.0,0.0,0.001518223900347948,0.0015088404761627316,0.0015179490437731147
50,1.0,0.009848531316399685,1.2679545879364014,43,0.7166666666666667,0.6544309491677912,0.6686507936507936,0.9172970253453744,0.708115159694107,0.0,0.0,0.0,0.001545554492622614,0.0015364412683993578,0.001588154467754066
51,1.0,0.009838321348838096,1.2273197174072266,46,0.7666666666666667,0.6991341991341992,0.683531746031746,0.8923221748988258,0.7618686868686868,0.0,0.0,0.0,0.0015598121099174023,0.001559921191073954,0.0016185351414605975
52,1.0,0.009827784105872876,1.1659194231033325,51,0.85,0.8094017094017095,0.8154761904761904,0.9159897525168752,0.8522649572649573,0.0,0.0,0.0,0.0014389093266800046,0.0014430228620767593,0.0015241405926644802
53,1.0,0.009816920307710586,1.0929224491119385,49,0.8166666666666667,0.7833250538168571,0.8000992063492064,0.9222151669085631,0.8172089749958603,0.0,0.0,0.0,0.0014165054308250546,0.0014210161752998829,0.001505002728663385
54,1.0,0.0098057306968774,1.0193861722946167,48,0.8,0.72533894343151,0.720734126984127,0.9064710784934841,0.7927886863020103,0.0,0.0,0.0,0.0015487609198316932,0.0015494677936658263,0.0016078045591711998
55,1.0,0.009794216038168352,1.0801525115966797,49,0.8166666666666667,0.7381633870005962,0.7256944444444443,0.8888027372697184,0.8107125819916519,0.0,0.0,0.0,0.0014796823961660266,0.0014847838319838047,0.0015144763747230172
56,1.0,0.009782377118595071,0.8869627714157104,48,0.8,0.7155844155844155,0.7098214285714285,0.8747851608995477,0.8013636363636364,0.0,0.0,0.0,0.0015753934858366847,0.0016503339866176248,0.0016350459773093462
57,1.0,0.009770214747331984,0.9586039185523987,45,0.75,0.6758951642672573,0.6785714285714285,0.8543180319418525,0.7493724621631598,0.0,0.0,0.0,0.0015105054480955005,0.001626631710678339,0.0016224971041083336
58,1.0,0.009757729755661011,0.9242690205574036,42,0.7,0.6357142857142858,0.658234126984127,0.846218219891569,0.691904761904762,0.0,0.0,0.0,0.001334782806225121,0.0015531908720731735,0.0014668962685391307
59,1.0,0.009744922996914747,0.9936215877532959,42,0.7,0.6076628352490422,0.621031746031746,0.8481337735465094,0.6867049808429119,0.0,0.0,0.0,0.0012773247435688972,0.0016132857417687774,0.001414613681845367
60,1.0,0.00973179534641814,0.8947324752807617,47,0.7833333333333333,0.6722408026755854,0.6567460317460317,0.8725814552760308,0.7768673355629877,0.0,0.0,0.0,0.0013115692418068647,0.0017591748619452119,0.001466497895307839
61,1.0,0.009718347701428667,0.8277150392532349,49,0.8166666666666667,0.7056217647766942,0.6775793650793651,0.8858616433793319,0.8024990971469845,0.0,0.0,0.0,0.001237556105479598,0.0017168192425742745,0.0013568255817517638
62,1.0,0.009704580981074998,0.8070727586746216,48,0.8,0.770109193965158,0.7842261904761904,0.8878770273227822,0.8009085604734517,0.0,0.0,0.0,0.001116125495173037,0.0015578260645270348,0.0011313550639897585
63,1.0,0.009690496126294182,0.8434444665908813,48,0.8,0.7625000000000001,0.7787698412698413,0.8828221590603667,0.8037499999999999,0.0,0.0,0.0,0.001091367332264781,0.001455925521440804,0.0010368727380409837
64,1.0,0.009676094099767331,0.8136038780212402,51,0.85,0.8090250501876581,0.8100198412698413,0.8947414395527603,0.8526272148031769,0.0,0.0,0.0,0.0011650662636384368,0.0014287722297012806,0.001058389199897647
65,1.0,0.009661375885853831,0.8132851123809814,49,0.8166666666666667,0.7011478760922794,0.6775793650793651,0.8842259025042044,0.8062863625131972,0.0,0.0,0.0,0.001191086252219975,0.0013272706419229507,0.00103630474768579
66,1.0,0.00964634249052405,0.7978819608688354,49,0.8166666666666667,0.7146339012010653,0.6884920634920636,0.8779928688537181,0.799895723403186,0.0,0.0,0.0,0.0011816738406196237,0.0011941614793613553,0.000965960614848882
67,1.0,0.009630994941290591,0.7846415042877197,48,0.8,0.7703703703703703,0.7896825396825397,0.9039531834343156,0.8,0.0,0.0,0.0,0.001265987055376172,0.0011780676431953907,0.0009881409350782633
68,1.0,0.009615334287138054,0.8038284778594971,49,0.8166666666666667,0.7833250538168571,0.8000992063492064,0.9232827030586465,0.8172089749958603,0.0,0.0,0.0,0.001343312906101346,0.00123869557864964,0.0010876626474782825
69,1.0,0.00959936159845135,0.8269160985946655,49,0.8166666666666667,0.7589577154794546,0.7465277777777777,0.9179191048294822,0.8176785481133307,0.0,0.0,0.0,0.0013211227487772703,0.0013833555858582258,0.0012255689362064004
70,1.0,0.009583077966942534,0.7997164130210876,50,0.8333333333333334,0.7907647907647908,0.7678571428571428,0.9227272170963209,0.8303030303030302,0.0,0.0,0.0,0.001300964504480362,0.0014679295709356666,0.0012969798408448696
71,1.0,0.009566484505576189,0.7201539874076843,50,0.8333333333333334,0.8051557239057239,0.7733134920634921,0.908668124764823,0.8304040404040405,0.0,0.0,0.0,0.0014299196191132069,0.001596946851350367,0.0014551114290952682
72,1.0,0.009549582348493355,0.7240884304046631,54,0.9,0.8548784548784548,0.8095238095238094,0.9086255289085478,0.8955444555444555,0.0,0.0,0.0,0.0015024568419903517,0.0018002085853368044,0.0016156949568539858
73,1.0,0.009532372650934018,0.6670538187026978,52,0.8666666666666667,0.8163398692810458,0.7886904761904762,0.913573547565293,0.8633660130718954,0.0,0.0,0.0,0.001548667554743588,0.0019240654073655605,0.001743253436870873
74,1.0,0.009514856589158148,0.7125465273857117,50,0.8333333333333334,0.8050595238095237,0.8050595238095237,0.9222144469785979,0.8333333333333334,0.0,0.0,0.0,0.001638015964999795,0.0020723429042845964,0.0018551239045336843
75,1.0,0.009497035360365296,0.6642825603485107,49,0.8166666666666667,0.7830687830687829,0.7946428571428571,0.9229029400019967,0.8179894179894179,0.0,0.0,0.0,0.0017346739768981934,0.0023042934481054544,0.002009356627240777
76,1.0,0.00947891018261278,0.6790096163749695,49,0.8166666666666667,0.7830687830687829,0.7946428571428571,0.9218159057486887,0.8179894179894179,0.0,0.0,0.0,0.0017451077001169324,0.002540628192946315,0.0020661044400185347
77,1.0,0.00946048229473242,0.6603120565414429,51,0.85,0.8449735449735449,0.8209325396825397,0.8944666662827041,0.8499206349206349,0.0,0.0,0.0,0.0015430714702233672,0.0024318646173924208,0.0019840544555336237
78,1.0,0.009441752956245879,0.7016607522964478,50,0.8333333333333334,0.7257834757834759,0.6879960317460317,0.8422305278142543,0.8162393162393163,0.0,0.0,0.0,0.0015164720825850964,0.002499050460755825,0.001997558167204261
79,1.0,0.009422723447278559,0.7770622372627258,52,0.8666666666666667,0.8282606282606283,0.783234126984127,0.9159754739058984,0.8623576423576423,0.0,0.0,0.0,0.0015343010891228914,0.002442487282678485,0.0020218570716679096
80,1.0,0.00940339506847212,0.658950924873352,50,0.8333333333333334,0.7800402212166918,0.7624007936507936,0.9413213882553505,0.8318250377073907,0.0,0.0,0.0,0.0016313920496031642,0.0024048136547207832,0.002021410036832094
81,1.0,0.009383769140895582,0.6559000015258789,49,0.8166666666666667,0.7374581939799331,0.714781746031746,0.9446346259435883,0.8117707172054998,0.0,0.0,0.0,0.0018341750837862492,0.002418472897261381,0.00204878649674356
