metric,mean,sample_std,minimum,maximum,pooled_oof
acc,0.90966101694915247,0.027741142172497572,0.86440677966101698,0.94999999999999996,0.90969899665551834
macro_f1,0.8970927942473288,0.041488326914125087,0.8294314381270903,0.96087117017349577,0.89755144190424341
bacc,0.89389784946236561,0.049746700585461337,0.79910714285714279,0.96329365079365081,0.89353445071110682
macro_auc,0.97878736292009683,0.011861797275744049,0.95952660808348422,0.99844195156695159,0.97849769097107597
weighted_f1,0.90938312210526195,0.028178299624404997,0.86440677966101698,0.95018456995201173,0.90961208816362538
