epoch,lr,loss_total,loss_pc_bbf_v1,loss_non_destructive,loss_non_destructive_nonzero_fraction,lambda_safe,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,3.2943496704101562,3.2943496704101562,0.0,0.0,0.05,0.35,0.1728395061728395,0.3333333333333333,0.797523356927838,0.18148148148148147
2,0.01,2.926868200302124,2.92686128616333,0.0001383531780447811,0.6208178400993347,0.05,0.35,0.1728395061728395,0.3333333333333333,0.6043517486618902,0.18148148148148147
3,0.01,6.180484294891357,6.180476188659668,0.00016566050180699676,0.553903341293335,0.05,0.35,0.18918918918918917,0.21875,0.49404701910598137,0.30270270270270266
4,0.01,6.094276428222656,6.094259738922119,0.00033657270250841975,0.5260223150253296,0.05,0.43333333333333335,0.21940928270042193,0.2708333333333333,0.5758274035101866,0.35105485232067507
5,0.01,5.4934983253479,5.493471622467041,0.0005364150856621563,0.6598513126373291,0.05,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.6175312665583892,0.4459649122807018
6,0.01,3.266568660736084,3.2665202617645264,0.0009677379857748747,0.6524163484573364,0.05,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.7919179822186898,0.4459649122807018
7,0.01,8.833978652954102,8.833938598632812,0.0007970819133333862,0.6059479713439941,0.05,0.5833333333333334,0.48971193415637854,0.625,0.7917721364065704,0.45946502057613164
8,0.01,4.394227027893066,4.3941969871521,0.000602835149038583,0.624535322189331,0.05,0.6,0.5102821616451458,0.6354166666666666,0.8076515116609456,0.4733142037302726
9,0.01,2.6819536685943604,2.681922435760498,0.0006238743080757558,0.6078066825866699,0.05,0.6,0.5102821616451458,0.6354166666666666,0.8134290096259437,0.4733142037302726
10,0.01,2.577568292617798,2.5775277614593506,0.0008117782417684793,0.5334572196006775,0.05,0.6,0.5102821616451458,0.6354166666666666,0.8104196423771896,0.4733142037302726
11,0.01,2.935718297958374,2.9356894493103027,0.0005751053104177117,0.5204460620880127,0.05,0.6,0.5102821616451458,0.6354166666666666,0.7981941516729253,0.4733142037302726
12,0.01,2.554154634475708,2.554128408432007,0.0005261008627712727,0.5260223150253296,0.05,0.5833333333333334,0.6295545037938547,0.7232142857142857,0.8032752973790709,0.5503568477199309
13,0.01,2.428056240081787,2.428025960922241,0.0006068387301638722,0.5204460620880127,0.05,0.6,0.6377207977207977,0.722718253968254,0.805575593606254,0.5834586894586895
14,0.01,2.3115739822387695,2.311492919921875,0.001622823067009449,0.5185873508453369,0.05,0.6,0.5102821616451458,0.6354166666666666,0.8189956880994617,0.4733142037302726
15,0.01,2.3582956790924072,2.35823392868042,0.001232673181220889,0.4814126193523407,0.05,0.6333333333333333,0.5571428571428572,0.65625,0.8305224867724869,0.5025396825396825
16,0.01,2.247941732406616,2.2479000091552734,0.000833378464449197,0.449814110994339,0.05,0.5833333333333334,0.48971193415637854,0.625,0.8202216688360556,0.45946502057613164
17,0.01,2.3080101013183594,2.3078579902648926,0.0030441931448876858,0.449814110994339,0.05,0.5833333333333334,0.48971193415637854,0.625,0.8341041983435852,0.45946502057613164
18,0.01,2.341810941696167,2.341689109802246,0.0024388020392507315,0.44423791766166687,0.05,0.6666666666666666,0.6812324929971988,0.7261904761904763,0.8597088675213675,0.6525490196078432
19,0.01,2.17202091217041,2.1719348430633545,0.0017205908661708236,0.42750927805900574,0.05,0.7333333333333333,0.7986704653371319,0.8224206349206349,0.8769141737891738,0.7321937321937322
20,0.01,2.21014666557312,2.210115432739258,0.0006229949649423361,0.360594779253006,0.05,0.6833333333333333,0.7521840777654732,0.7529761904761904,0.877693198005698,0.6845022763627414
21,0.009999830837037664,2.1591782569885254,2.1591005325317383,0.0015557423466816545,0.42007434368133545,0.05,0.7333333333333333,0.7808740525721657,0.8224206349206349,0.8831590862840862,0.7290630543460731
22,0.009999323359712722,1.9952641725540161,1.9950308799743652,0.004666685592383146,0.43866169452667236,0.05,0.6833333333333333,0.7395777288660635,0.7966269841269842,0.9088319088319089,0.6679986956876172
23,0.009998477602710573,2.1529195308685303,2.1528067588806152,0.0022546681575477123,0.3475836515426636,0.05,0.75,0.7928362573099416,0.8219246031746031,0.9240403693528693,0.7497880116959065
24,0.009997293623837585,2.053654193878174,2.0534932613372803,0.0032199579291045666,0.4609665274620056,0.05,0.7666666666666667,0.8051194261025515,0.8323412698412698,0.9322376119251118,0.7666780794000163
25,0.00999577150401714,1.8945776224136353,1.8944114446640015,0.0033232204150408506,0.45724907517433167,0.05,0.8,0.8279903309160623,0.847718253968254,0.9319355413105413,0.7994615320496791
26,0.009993911347284109,1.8155580759048462,1.8153108358383179,0.004945530090481043,0.45724907517433167,0.05,0.8,0.8296296296296296,0.8531746031746031,0.9437830687830688,0.8
27,0.009991713280777732,1.8138177394866943,1.8136851787567139,0.0026510744355618954,0.31784385442733765,0.05,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.7907191188441187,0.4876255020080321
28,0.009989177454732934,2.3858377933502197,2.3845937252044678,0.024882953613996506,0.6802973747253418,0.05,0.75,0.7422413793103448,0.7728174603174603,0.9384125712250713,0.7218534482758621
29,0.00998630404247006,1.7675673961639404,1.7673174142837524,0.004999897908419371,0.3921933174133301,0.05,0.65,0.6917174990468928,0.78125,0.9493411680911681,0.615935156944974
30,0.009983093240383016,1.9253472089767456,1.9252170324325562,0.0026025346014648676,0.38847583532333374,0.05,0.5833333333333334,0.6093223905723906,0.6279761904761905,0.8932927604802604,0.5515730218855218
31,0.009979545267925863,2.0193073749542236,2.01920747756958,0.001998086692765355,0.4237918257713318,0.05,0.5666666666666667,0.5644029428409735,0.7291666666666666,0.9107079263329263,0.487184493491794
32,0.009975660367597807,1.890754222869873,1.890533208847046,0.004420715384185314,0.45724907517433167,0.05,0.65,0.6535353535353535,0.7757936507936508,0.9032197547822548,0.6206565656565656
33,0.009971438804926623,1.7259289026260376,1.7257131338119507,0.004315483383834362,0.4553903341293335,0.05,0.7833333333333333,0.8124542124542126,0.7946428571428571,0.9362948972323971,0.7843589743589744
34,0.00996688086845051,1.5935639142990112,1.5934978723526,0.0013205107534304261,0.33643123507499695,0.05,0.75,0.7317280178476162,0.6984126984126985,0.9173226428533031,0.7223931810466074
35,0.009961986869698373,1.65458345413208,1.6544381380081177,0.0029052305035293102,0.31784385442733765,0.05,0.75,0.7372238208221852,0.7837301587301587,0.9213344525844525,0.7372044693489491
36,0.009956757143168527,1.468420386314392,1.4682517051696777,0.0033726608380675316,0.31784385442733765,0.05,0.75,0.7469801553062986,0.8110119047619048,0.9206953347578347,0.7506507046304286
37,0.009951192046305833,1.3837686777114868,1.3835349082946777,0.004674723371863365,0.3085501790046692,0.05,0.8333333333333334,0.8313573491412068,0.8794642857142857,0.9407623626373627,0.8335461316309469
38,0.009945291959477269,1.299973726272583,1.2998452186584473,0.0025697899982333183,0.23977695405483246,0.05,0.8,0.8315192743764173,0.8640873015873015,0.9493411680911681,0.7993650793650794
39,0.009939057285945933,1.4752252101898193,1.4751861095428467,0.0007823704509064555,0.16914497315883636,0.05,0.8666666666666667,0.8814814814814814,0.9057539682539683,0.9637988016525751,0.8666666666666667
40,0.009932488451843476,1.3119207620620728,1.3118714094161987,0.0009865642059594393,0.18215613067150116,0.05,0.8,0.8111111111111112,0.8204365079365079,0.942884596186483,0.7866666666666667
41,0.009925585906140986,1.561337947845459,1.5610289573669434,0.006180121563374996,0.4758364260196686,0.05,0.8,0.8125,0.8422619047619048,0.9539231023606023,0.7979166666666667
42,0.009918350120618293,1.4322259426116943,1.4320082664489746,0.004354021977633238,0.4553903341293335,0.05,0.8333333333333334,0.8428910544727636,0.8849206349206349,0.9627244861619862,0.8325930784607697
43,0.009910781589831726,1.1893858909606934,1.1892576217651367,0.002566460520029068,0.3977695107460022,0.05,0.85,0.8560563643150428,0.9007936507936508,0.9610324707612444,0.8490784807764091
44,0.009902880831080306,1.1243807077407837,1.1242657899856567,0.0022994421888142824,0.42565056681632996,0.05,0.7333333333333333,0.7214763150247022,0.7306547619047619,0.9303961510624247,0.7145771578029643
45,0.009894648384370404,1.3371143341064453,1.3365057706832886,0.012170790694653988,0.5223048329353333,0.05,0.8666666666666667,0.8630952380952381,0.8630952380952381,0.9609275409688145,0.8666666666666667
