epoch,lr_used,lr_next,train_loss_total,train_loss_original,train_loss_ordinal,train_loss_ordinal_1,train_loss_ordinal_2,test_loss_original,tau1,tau2,selection_macro_auc_adjusted_score,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,0.01,3.479066848754883,3.3026833534240723,0.881916880607605,0.49774181842803955,1.2660919427871704,3.1506834030151367,-0.5099999904632568,0.48379042744636536,0.7692526415412955,0.35,0.1728395061728395,0.3333333333333333,0.7732371228964666,0.18148148148148147
2,0.01,0.01,3.16957950592041,2.889777183532715,1.3990119695663452,0.8655036091804504,1.9325202703475952,6.690978527069092,-0.5182662010192871,0.4698428213596344,0.7132816960055558,0.35,0.1728395061728395,0.3333333333333333,0.47345840390195226,0.18148148148148147
3,0.01,0.01,6.168108940124512,6.056447505950928,0.5583071112632751,0.3752911388874054,0.7413230538368225,4.17198371887207,-0.524191677570343,0.4596942365169525,0.699605149619054,0.26666666666666666,0.1568627450980392,0.17204301075268816,0.4281123788562609,0.24313725490196078
4,0.01,0.01,5.155014991760254,4.962871074676514,0.9607189893722534,0.5090333223342896,1.4124046564102173,4.384150981903076,-0.5276615023612976,0.45347216725349426,0.7256925486555632,0.4,0.21052631578947367,0.25806451612903225,0.4724512023941945,0.32631578947368417
5,0.01,0.01,4.678320407867432,4.520066261291504,0.7912700176239014,0.4643397927284241,1.1182003021240234,3.7982003688812256,-0.5301349759101868,0.4491988718509674,0.7677258948463065,0.5166666666666667,0.2271062271062271,0.3333333333333333,0.5973869011966899,0.352014652014652
6,0.01,0.01,3.5897397994995117,3.4531075954437256,0.683160662651062,0.6263370513916016,0.7399843335151672,8.564624786376953,-0.5321703553199768,0.445887953042984,0.7560739378036375,0.55,0.45274261603375526,0.571236559139785,0.7696629100619646,0.4334177215189873
7,0.01,0.01,7.859082221984863,7.763110637664795,0.4798579812049866,0.4590860903263092,0.5006299018859863,3.8423290252685547,-0.5339210033416748,0.44301727414131165,0.7729540561506635,0.5333333333333333,0.4358974358974359,0.5604838709677419,0.8396659048424899,0.4200854700854701
8,0.01,0.01,3.911206007003784,3.8078112602233887,0.5169735550880432,0.3954644799232483,0.6384826302528381,4.316105365753174,-0.5354179739952087,0.4404717981815338,0.7426298660656281,0.5333333333333333,0.4271929824561404,0.5295698924731184,0.8511817187776587,0.42004385964912283
9,0.01,0.01,3.767268180847168,3.661217212677002,0.5302547216415405,0.39572858810424805,0.664780855178833,3.0936126708984375,-0.5368221402168274,0.43800631165504456,0.7248606651762937,0.55,0.4444444444444444,0.5403225806451614,0.8531916511268568,0.4333333333333333
10,0.01,0.01,3.1964237689971924,3.0995869636535645,0.48418372869491577,0.4746266305446625,0.49374082684516907,4.151655673980713,-0.5385469198226929,0.4351191222667694,0.7494599689747076,0.55,0.4588744588744589,0.6021505376344086,0.8680419596367873,0.43246753246753245
11,0.01,0.01,4.054592132568359,3.9670324325561523,0.43779808282852173,0.45050448179244995,0.4250916540622711,3.9654428958892822,-0.5401153564453125,0.4324774444103241,0.8085093078140909,0.55,0.4444444444444444,0.5403225806451614,0.8678503293353126,0.4333333333333333
12,0.01,0.01,3.6035780906677246,3.5190207958221436,0.42278626561164856,0.39074796438217163,0.4548245668411255,3.777848720550537,-0.5413746237754822,0.4303593933582306,0.8440567924021761,0.5666666666666667,0.4523809523809524,0.5201612903225806,0.8846997896636384,0.4456349206349206
