epoch,alpha,lr,loss,correct,acc,macro_f1,bacc,macro_auc,weighted_f1,cap_saturation_fraction_MRI,cap_saturation_fraction_PET,cap_saturation_fraction_ROI,mean_residual_shared_ratio_MRI,mean_residual_shared_ratio_PET,mean_residual_shared_ratio_ROI
1,0.0,0.01,3.294834613800049,21,0.35,0.1728395061728395,0.3333333333333333,0.7663169126907334,0.18148148148148147,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.01,2.9192562103271484,21,0.35,0.1728395061728395,0.3333333333333333,0.6598254721780665,0.18148148148148147,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.01,6.549065589904785,21,0.35,0.18918918918918917,0.21875,0.5617878692760768,0.30270270270270266,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.01,5.9029388427734375,27,0.45,0.225,0.28125,0.6052647398461077,0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.01,4.919231414794922,32,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.6479855639643376,0.3710144927536232,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.01,4.3487420082092285,36,0.6,0.5102821616451458,0.6354166666666666,0.6734653852873193,0.4733142037302726,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.01,5.618064880371094,36,0.6,0.5102821616451458,0.6354166666666666,0.801861294933229,0.4733142037302726,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.01,2.754180908203125,37,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8228667515224118,0.4876255020080321,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.01,3.146972894668579,37,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8204488067400804,0.4876255020080321,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.01,3.0942184925079346,38,0.6333333333333333,0.5571428571428572,0.65625,0.8158028586979058,0.5025396825396825,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.01,2.866652250289917,38,0.6333333333333333,0.5571428571428572,0.65625,0.8215930754256225,0.5025396825396825,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.01,3.1533048152923584,37,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8119554329754801,0.4876255020080321,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.01,2.435723066329956,37,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8340942393123997,0.48901960784313725,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.01,2.8532238006591797,37,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8197329563780036,0.48901960784313725,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.01,2.3618359565734863,35,0.5833333333333334,0.48971193415637854,0.625,0.8439371817909554,0.45946502057613164,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.01,2.675966262817383,35,0.5833333333333334,0.48971193415637854,0.625,0.846806642649803,0.45946502057613164,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.01,2.570829391479492,34,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.8393884242940847,0.4459649122807018,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.01,3.157395362854004,36,0.6,0.5047619047619047,0.5982142857142857,0.8482752397846737,0.4742857142857143,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.01,2.446568489074707,35,0.5833333333333334,0.47338935574229696,0.5505952380952381,0.842231607709202,0.4598039215686275,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.01,2.6505556106567383,36,0.6,0.5047619047619047,0.5982142857142857,0.8519537219419296,0.4742857142857143,0.0,0.0,0.0,0.0,0.0,0.0
21,0.05,0.009999830837037664,2.5613698959350586,37,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8553087155681496,0.4876255020080321,0.0,0.0,0.0,1.7653526811045595e-05,1.7765853044693358e-05,1.7117703464464284e-05
22,0.1,0.009999323359712722,2.344834327697754,35,0.5833333333333334,0.48971193415637854,0.625,0.8405821881647353,0.45946502057613164,0.0,0.0,0.0,3.3144249755423516e-05,3.402251240913756e-05,3.0892868380760774e-05
23,0.15,0.009998477602710573,2.2838125228881836,35,0.5833333333333334,0.48971193415637854,0.625,0.8417332361907833,0.45946502057613164,0.0,0.0,0.0,5.8876255934592336e-05,5.957378743914887e-05,5.744216468883678e-05
24,0.2,0.009997293623837585,2.3794703483581543,38,0.6333333333333333,0.648148148148148,0.7053571428571429,0.8425472370047841,0.6212962962962963,0.0,0.0,0.0,0.00010472131543792784,0.00010588816803647205,0.00010378851584391668
25,0.25,0.00999577150401714,2.277927875518799,42,0.7,0.7280245431505935,0.7906746031746031,0.8538478576804048,0.6944911297852473,0.0,0.0,0.0,0.00016172220057342201,0.00016859355673659593,0.00016391376266255975
