epoch,masked_modality_index,masked_modality_name,lr,loss,loss_shared,loss_private
1,0,MRI,9.999383162408304e-05,1.4977105855941772,0.9545249938964844,1.0863711833953857
2,1,PET,9.997532801828658e-05,1.468703031539917,0.940545916557312,1.0563143491744995
3,2,CSF,9.994449374809851e-05,1.4555103778839111,0.9216020107269287,1.0678167343139648
4,3,Risk,9.990133642141359e-05,1.4173849821090698,0.9053980708122253,1.023973822593689
5,4,COG,9.98458666866564e-05,1.3894281387329102,0.8841695189476013,1.0105172395706177
6,5,ROI,9.9778098230154e-05,1.401503562927246,0.8882500529289246,1.0265071392059326
7,0,MRI,9.9698047772759e-05,1.3439655303955078,0.838690996170044,1.0105490684509277
8,1,PET,9.96057350657239e-05,1.3223028182983398,0.8325700163841248,0.979465663433075
9,2,CSF,9.950118288582787e-05,1.3115689754486084,0.8117579221725464,0.9996221661567688
10,3,Risk,9.938441702975689e-05,1.2762353420257568,0.800750195980072,0.9509701728820801
11,4,COG,9.925546630773869e-05,1.255413293838501,0.7885723114013672,0.9336819052696228
12,5,ROI,9.911436253643444e-05,1.2638641595840454,0.7871662974357605,0.953395664691925
13,0,MRI,9.896114053108829e-05,1.2150731086730957,0.7469052076339722,0.9363358616828918
14,1,PET,9.879583809693738e-05,1.1913102865219116,0.7384526133537292,0.9057154059410095
15,2,CSF,9.861849601988384e-05,1.1873743534088135,0.722183883190155,0.9303810000419617
16,3,Risk,9.842915805643157e-05,1.152480125427246,0.7127556204795837,0.8794490098953247
17,4,COG,9.822787092288992e-05,1.129111647605896,0.699614405632019,0.8589944243431091
18,5,ROI,9.801468428384718e-05,1.141532063484192,0.7016599178314209,0.8797442317008972
19,0,MRI,9.778965073991652e-05,1.0997226238250732,0.6673418879508972,0.8647615313529968
20,1,PET,9.75528258147577e-05,1.0756250619888306,0.6583845615386963,0.8344809412956238
21,2,CSF,9.730426794137729e-05,1.0767369270324707,0.6443939805030823,0.8646858334541321
22,3,Risk,9.70440384477113e-05,1.0379033088684082,0.6323642730712891,0.8110780715942383
23,4,COG,9.67722015414934e-05,1.0211181640625,0.6271529197692871,0.787930428981781
24,5,ROI,9.64888242944126e-05,1.032865047454834,0.6280454397201538,0.8096391558647156
25,0,MRI,9.619397662556436e-05,0.9987736344337463,0.6001033782958984,0.7973405122756958
26,1,PET,9.588773128419907e-05,0.9716159701347351,0.5879901647567749,0.7672516107559204
27,2,CSF,9.557016383177228e-05,0.9748632907867432,0.5748282670974731,0.8000701069831848
28,3,Risk,9.524135262330099e-05,0.9395948648452759,0.5655595064163208,0.7480706572532654
29,4,COG,9.49013787880308e-05,0.9243330955505371,0.5638941526412964,0.7208778262138367
30,5,ROI,9.455032620941841e-05,0.9386229515075684,0.5675944685935974,0.7420570254325867
31,0,MRI,9.418828150443471e-05,0.9018375873565674,0.5353418588638306,0.7329913973808289
32,1,PET,9.381533400219321e-05,0.879019021987915,0.5271816253662109,0.7036747336387634
33,2,CSF,9.343157572190959e-05,0.8804778456687927,0.5112587213516235,0.7384382486343384
34,3,Risk,9.303710135019721e-05,0.850843071937561,0.5067369937896729,0.6882121562957764
35,4,COG,9.263200821770464e-05,0.8358274698257446,0.5075764656066895,0.6565020680427551
36,5,ROI,9.221639627510079e-05,0.8512271046638489,0.5133072137832642,0.6758397817611694
37,0,MRI,9.179036806841354e-05,0.8149495720863342,0.4797327220439911,0.6704337000846863
38,1,PET,9.135402871372811e-05,0.7952368259429932,0.47350311279296875,0.643467366695404
39,2,CSF,9.09074858712512e-05,0.800055742263794,0.460860013961792,0.6783914566040039
40,3,Risk,9.04508497187474e-05,0.7716773748397827,0.45605170726776123,0.6312512755393982
41,4,COG,8.998423292435457e-05,0.7600798606872559,0.46193426847457886,0.5962911248207092
42,5,ROI,8.950775061878454e-05,0.7735205888748169,0.46724018454551697,0.6125607490539551
43,0,MRI,8.902152036691651e-05,0.7403926253318787,0.4340103566646576,0.6127645373344421
44,1,PET,8.852566213878949e-05,0.7181485891342163,0.4257090985774994,0.5848790407180786
45,2,CSF,8.802029828000158e-05,0.7292897701263428,0.4179890751838684,0.622601330280304
46,3,Risk,8.750555348152301e-05,0.7002109289169312,0.41211187839508057,0.5761980414390564
47,4,COG,8.698155474893051e-05,0.6848483085632324,0.41714462637901306,0.535407304763794
48,5,ROI,8.64484313710706e-05,0.7039753794670105,0.428072065114975,0.551806628704071
49,0,MRI,8.590631488815948e-05,0.6720643043518066,0.39365848898887634,0.5568116307258606
50,1,PET,8.53553390593274e-05,0.6536531448364258,0.38655388355255127,0.5341985821723938
