epoch,lr,loss,ema_updated,ema_used_for_selection,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,3.182654619216919,False,False,0.35,0.1728395061728395,0.3333333333333333,0.8179126134609626,0.18148148148148147
2,0.01,4.613840103149414,False,False,0.35,0.1728395061728395,0.3333333333333333,0.7358070606891361,0.18148148148148147
3,0.01,5.0724897384643555,False,False,0.35,0.1728395061728395,0.3333333333333333,0.6409860448775544,0.18148148148148147
4,0.01,7.00547456741333,False,False,0.36666666666666664,0.19555555555555557,0.22916666666666666,0.49951704698166965,0.3128888888888889
5,0.01,4.723828315734863,False,False,0.55,0.4444444444444444,0.5669642857142857,0.7194280540389032,0.43333333333333335
6,0.01,2.980292558670044,False,False,0.5333333333333333,0.4271929824561404,0.5565476190476191,0.812097799126101,0.4203508771929825
7,0.01,2.679957866668701,False,False,0.5833333333333334,0.47338935574229696,0.5505952380952381,0.8515768386051406,0.4598039215686275
8,0.01,3.0021443367004395,False,False,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.8448730907457321,0.5045915324985092
9,0.01,3.1695733070373535,False,False,0.5,0.3956043956043956,0.5357142857142857,0.822454471629,0.3948717948717949
10,0.01,2.7201504707336426,False,False,0.5,0.3956043956043956,0.5357142857142857,0.812008167845432,0.3948717948717949
11,0.01,2.7699079513549805,False,False,0.48333333333333334,0.4450764921353157,0.6398809523809524,0.8378727917348202,0.35556561085972854
12,0.01,2.42679500579834,False,False,0.5333333333333333,0.5276969276969278,0.6711309523809524,0.8674938302001981,0.44807576807576804
13,0.01,2.433110475540161,False,False,0.5666666666666667,0.5854166666666667,0.6919642857142857,0.876408842947758,0.5038541666666666
14,0.01,2.287252426147461,False,False,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.8884030561506976,0.46019076305220885
15,0.01,2.2982306480407715,False,False,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.9016959630167177,0.46019076305220885
16,0.01,2.2682225704193115,False,False,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.923855227363482,0.5045915324985092
17,0.01,2.2240078449249268,False,False,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.8724237306194853,0.40755274261603375
18,0.01,2.2116494178771973,False,False,0.48333333333333334,0.38095238095238093,0.5252976190476191,0.8642741834074381,0.38225108225108223
19,0.01,2.2003164291381836,False,False,0.75,0.7289551562522124,0.7847222222222222,0.8919088751046299,0.7547576568539994
20,0.01,2.0410428047180176,True,False,0.8,0.7026694247438928,0.683531746031746,0.9106646105466861,0.7830575256107172
21,0.009999830837037664,2.1492180824279785,True,True,0.6333333333333333,0.6056277056277056,0.6220238095238095,0.8805529398100154,0.6133982683982684
22,0.009999323359712722,1.9993104934692383,True,True,0.5,0.4964806435394671,0.5758928571428571,0.8651473384669139,0.42472347913524383
23,0.009998477602710573,1.91581130027771,True,True,0.45,0.42751322751322746,0.5446428571428571,0.8562187670383424,0.33592592592592596
24,0.009997293623837585,1.9713280200958252,True,True,0.43333333333333335,0.4045284780578898,0.5342261904761905,0.8476554400787891,0.30220588235294116
25,0.00999577150401714,1.9703121185302734,True,True,0.45,0.42571845212690285,0.5818452380952381,0.8341926297409789,0.31228215251102576
26,0.009993911347284109,1.8242084980010986,True,True,0.43333333333333335,0.3932615299640983,0.5714285714285715,0.8254593993096351,0.27566970450151895
27,0.009991713280777732,1.8326246738433838,True,True,0.43333333333333335,0.3932615299640983,0.5714285714285715,0.8291923561675919,0.27566970450151895
28,0.009989177454732934,1.9993765354156494,True,True,0.43333333333333335,0.3932615299640983,0.5714285714285715,0.8319654663994287,0.27566970450151895
29,0.00998630404247006,1.9111251831054688,True,True,0.43333333333333335,0.396078431372549,0.5714285714285715,0.8319100317921073,0.27862745098039216
30,0.009983093240383016,1.708962082862854,True,True,0.45,0.4185848252344417,0.5818452380952381,0.8234029793581681,0.3130434782608696
31,0.009979545267925863,1.7030731439590454,True,True,0.45,0.4185848252344417,0.5818452380952381,0.8119974288901176,0.3130434782608696
32,0.009975660367597807,1.6678268909454346,True,True,0.45,0.4185848252344417,0.5818452380952381,0.8104044038595926,0.3130434782608696
33,0.009971438804926623,1.5364197492599487,True,True,0.4666666666666667,0.44005602240896363,0.5922619047619048,0.8228356145514165,0.3457563025210085
34,0.00996688086845051,1.5391241312026978,True,True,0.48333333333333334,0.4605892108087017,0.6026785714285715,0.8350074704732724,0.37691932494390795
35,0.009961986869698373,1.417894959449768,True,True,0.5166666666666667,0.4991823450027784,0.6235119047619048,0.8545257917309804,0.43513217432722073
36,0.009956757143168527,1.7353649139404297,True,True,0.5333333333333333,0.5270833333333333,0.6339285714285715,0.8680935318612205,0.4626041666666667
37,0.009951192046305833,1.5051274299621582,True,True,0.5666666666666667,0.5771650935585362,0.6493055555555555,0.8746977494029381,0.5254677926809074
38,0.009945291959477269,1.3504693508148193,True,True,0.65,0.6624895572263994,0.7013888888888888,0.880383036338225,0.6337092731829573
