epoch,masked_modality_index,masked_modality_name,lr,loss,loss_shared,loss_private
1,0,MRI,9.999383162408304e-05,1.4975574016571045,0.9543198347091675,1.0864750146865845
2,1,PET,9.997532801828658e-05,1.4665988683700562,0.9386019110679626,1.055993914604187
3,2,CSF,9.994449374809851e-05,1.4556143283843994,0.922073245048523,1.0670820474624634
4,3,Risk,9.990133642141359e-05,1.4154638051986694,0.9047273397445679,1.0214729309082031
5,4,COG,9.98458666866564e-05,1.3900119066238403,0.8853276968002319,1.0093684196472168
6,5,ROI,9.9778098230154e-05,1.4037647247314453,0.8904674053192139,1.026594638824463
7,0,MRI,9.9698047772759e-05,1.3432241678237915,0.838598906993866,1.009250521659851
8,1,PET,9.96057350657239e-05,1.3196038007736206,0.8304339647293091,0.978339672088623
9,2,CSF,9.950118288582787e-05,1.3101303577423096,0.8116507530212402,0.9969592094421387
10,3,Risk,9.938441702975689e-05,1.2749907970428467,0.7993175387382507,0.9513465166091919
11,4,COG,9.925546630773869e-05,1.2541543245315552,0.7873185873031616,0.9336714744567871
12,5,ROI,9.911436253643444e-05,1.2613166570663452,0.7859145998954773,0.9508041739463806
13,0,MRI,9.896114053108829e-05,1.2131257057189941,0.7450082302093506,0.9362350702285767
14,1,PET,9.879583809693738e-05,1.188164234161377,0.7355034351348877,0.9053215384483337
15,2,CSF,9.861849601988384e-05,1.182525634765625,0.7176033854484558,0.9298445582389832
16,3,Risk,9.842915805643157e-05,1.153138518333435,0.7126695513725281,0.8809379935264587
17,4,COG,9.822787092288992e-05,1.132016658782959,0.7020038962364197,0.8600254058837891
18,5,ROI,9.801468428384718e-05,1.1406686305999756,0.7009572982788086,0.8794227838516235
19,0,MRI,9.778965073991652e-05,1.1009938716888428,0.6673786044120789,0.8672304153442383
20,1,PET,9.75528258147577e-05,1.0743361711502075,0.6569053530693054,0.8348615765571594
21,2,CSF,9.730426794137729e-05,1.0731076002120972,0.640576958656311,0.8650612235069275
