epoch,lr,loss,ema_updated,ema_used_for_selection,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,3.1870033740997314,False,False,0.3389830508474576,0.1687763713080169,0.3333333333333333,0.7801232238139258,0.17163698777086464
2,0.01,4.634425163269043,False,False,0.3389830508474576,0.1687763713080169,0.3333333333333333,0.69295352549622,0.17163698777086464
3,0.01,4.844754695892334,False,False,0.3389830508474576,0.1687763713080169,0.3333333333333333,0.6024992875562135,0.17163698777086464
4,0.01,6.954565525054932,False,False,0.4067796610169492,0.20779220779220778,0.25806451612903225,0.5304126613424526,0.3275368699097513
5,0.01,4.420955181121826,False,False,0.4915254237288136,0.27260981912144705,0.342741935483871,0.5786881998456952,0.36473525160951253
6,0.01,3.2204062938690186,False,False,0.5423728813559322,0.4299355984898956,0.5295698924731184,0.8085316591483575,0.43148635373028144
7,0.01,2.7740044593811035,False,False,0.559322033898305,0.44722222222222224,0.5403225806451614,0.8745143797800344,0.44505649717514123
8,0.01,2.696735382080078,False,False,0.576271186440678,0.4657467925441782,0.5510752688172044,0.8979134085395944,0.4589687726942629
9,0.01,3.025374412536621,False,False,0.576271186440678,0.4657467925441782,0.5510752688172044,0.9201344723166355,0.4589687726942629
10,0.01,2.7455320358276367,False,False,0.5932203389830508,0.49259259259259264,0.592741935483871,0.9195771443399526,0.4732580037664783
11,0.01,2.446758270263672,False,False,0.4915254237288136,0.4959778783308196,0.6155913978494624,0.8987790567012578,0.3918884372523455
12,0.01,2.442373275756836,False,False,0.4406779661016949,0.42122719734660025,0.5833333333333334,0.8604832338228924,0.29277342103044096
13,0.01,2.3424692153930664,False,False,0.4915254237288136,0.4861111111111111,0.6155913978494624,0.854462910060633,0.3898305084745763
14,0.01,2.4821949005126953,False,False,0.6779661016949152,0.6746698679471788,0.7279569892473118,0.852407191164307,0.6646590839725721
15,0.01,2.440784215927124,False,False,0.5932203389830508,0.49259259259259264,0.592741935483871,0.8843535180821709,0.4732580037664783
16,0.01,2.2686619758605957,False,False,0.6101694915254238,0.513192931493585,0.603494623655914,0.9025382692365614,0.4878943416663589
17,0.01,2.240975856781006,False,False,0.5932203389830508,0.49259259259259264,0.592741935483871,0.8989261792392723,0.4732580037664783
18,0.01,2.102055549621582,False,False,0.5932203389830508,0.462532299741602,0.5,0.8836175578585447,0.46918933123111284
19,0.01,2.427189826965332,False,False,0.576271186440678,0.4657467925441782,0.5510752688172044,0.8948465407668444,0.4589687726942629
20,0.01,2.1456220149993896,True,False,0.576271186440678,0.47907647907647904,0.6129032258064516,0.8899408729579509,0.45814072932717004
21,0.009999830837037664,2.0462019443511963,True,True,0.6101694915254238,0.6184236887446407,0.6290322580645161,0.8501113265819148,0.5885159762927828
22,0.009999323359712722,2.071305274963379,True,True,0.4745762711864407,0.4767827529021558,0.5739247311827956,0.8335867432167242,0.38034404249936754
23,0.009998477602710573,1.9651376008987427,True,True,0.4745762711864407,0.48364075537988577,0.6048387096774194,0.8072508242337464,0.3618945534936692
24,0.009997293623837585,1.9653713703155518,True,True,0.4576271186440678,0.4613095238095238,0.5940860215053764,0.7853555152416632,0.32823849878934624
25,0.00999577150401714,1.9933325052261353,True,True,0.4406779661016949,0.437793427230047,0.5833333333333334,0.7751654838941366,0.29267128192886127
26,0.009993911347284109,1.8819801807403564,True,True,0.4406779661016949,0.4257703081232493,0.5833333333333334,0.7694481514690242,0.2894174619000142
27,0.009991713280777732,1.8828175067901611,True,True,0.4406779661016949,0.41545893719806765,0.5833333333333334,0.7663438659169209,0.28690739376074675
28,0.009989177454732934,1.8171342611312866,True,True,0.4406779661016949,0.41545893719806765,0.5833333333333334,0.7684049136610805,0.28690739376074675
