epoch,lr,loss,ema_updated,ema_used_for_selection,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,3.167923927307129,False,False,0.3559322033898305,0.17500000000000002,0.3333333333333333,0.8285483145415234,0.186864406779661
2,0.01,4.545892715454102,False,False,0.3559322033898305,0.17500000000000002,0.3333333333333333,0.7014237413218738,0.186864406779661
3,0.01,4.379306793212891,False,False,0.3559322033898305,0.17500000000000002,0.3333333333333333,0.6363577471387317,0.186864406779661
4,0.01,7.565866470336914,False,False,0.4406779661016949,0.21940928270042193,0.2795698924731183,0.5382293616589032,0.34584853035829216
5,0.01,4.417146682739258,False,False,0.5254237288135594,0.397289972899729,0.4807987711213517,0.6936520374550934,0.4092875844012677
6,0.01,2.9765784740448,False,False,0.559322033898305,0.4602941176470588,0.576036866359447,0.8176738371984551,0.4384097706879362
7,0.01,2.5937936305999756,False,False,0.576271186440678,0.4710269650028686,0.5499231950844854,0.8238778293956562,0.45190933224423113
8,0.01,3.237401008605957,False,False,0.576271186440678,0.4710269650028686,0.5499231950844854,0.807395349415723,0.45190933224423113
9,0.01,3.2982025146484375,False,False,0.5084745762711864,0.5283887468030691,0.6513056835637481,0.7904101651979412,0.4042914734058694
10,0.01,2.3591434955596924,False,False,0.4915254237288136,0.4933025911286781,0.6405529953917051,0.8204438930245382,0.36932516022420225
11,0.01,2.7355000972747803,False,False,0.4576271186440678,0.43143390425999123,0.5821812596006145,0.8134044789392837,0.3226507893972891
12,0.01,2.692291259765625,False,False,0.5084745762711864,0.5191225340479072,0.6144393241167435,0.8202158622362358,0.42147257300305613
13,0.01,2.3856282234191895,False,False,0.559322033898305,0.4602941176470588,0.576036866359447,0.8447322814894971,0.4384097706879362
14,0.01,2.3535218238830566,False,False,0.559322033898305,0.4602941176470588,0.576036866359447,0.8448079462510701,0.4384097706879362
15,0.01,2.5263848304748535,False,False,0.559322033898305,0.44986449864498645,0.5391705069124424,0.8444239216734971,0.4379220063387074
16,0.01,2.2322659492492676,False,False,0.5423728813559322,0.41537578886976473,0.4915514592933947,0.8432252052795346,0.4222993669593628
17,0.01,2.2244861125946045,False,False,0.559322033898305,0.4602941176470588,0.576036866359447,0.8558762497641954,0.4384097706879362
18,0.01,2.253244638442993,False,False,0.6440677966101694,0.6317251461988304,0.7004608294930876,0.8422203150556292,0.6166443651501635
19,0.01,2.1898510456085205,False,False,0.7457627118644068,0.7385346605685589,0.7444956477214543,0.8665273605850855,0.7455137412620895
20,0.01,2.212986946105957,True,False,0.576271186440678,0.48045267489711935,0.58678955453149,0.8584042820036029,0.45223896212596776
