epoch,lr,loss,acc,macro_f1,bacc,macro_auc,weighted_f1,beta_min,beta_max,adapter_gradient_MRI,adapter_gradient_PET,adapter_gradient_CSF,adapter_gradient_Risk,adapter_gradient_COG,adapter_gradient_ROI
1,0.01,3.2923636436462402,0.3559322033898305,0.17500000000000002,0.3333333333333333,0.8530916828879477,0.186864406779661,1.0,1.0,0.05701437219977379,0.0610775388777256,0.07419166713953018,0.06150025874376297,0.033624257892370224,0.04813317209482193
2,0.01,2.9496943950653076,0.3559322033898305,0.17500000000000002,0.3333333333333333,0.5088880182258789,0.186864406779661,0.9962800741195679,1.0037158727645874,0.036352578550577164,0.036292485892772675,0.03617214411497116,0.03805023431777954,0.026634274050593376,0.032999154180288315
3,0.01,6.1862688064575195,0.3898305084745763,0.20175438596491227,0.24731182795698925,0.46071962370773917,0.31801962533452277,0.9926766753196716,1.0005887746810913,0.15959304571151733,0.17405344545841217,0.20480182766914368,0.1775359809398651,0.15928684175014496,0.15713950991630554
4,0.01,4.781564235687256,0.4406779661016949,0.21940928270042193,0.2795698924731183,0.5174821876859228,0.34584853035829216,0.989595890045166,0.9976516962051392,0.09335329383611679,0.0794040858745575,0.07926923781633377,0.09060695022344589,0.08421000093221664,0.0846472755074501
5,0.01,4.8289971351623535,0.5254237288135594,0.22962962962962963,0.3333333333333333,0.5995525414031356,0.36195856873822974,0.9859532713890076,0.9958580732345581,0.09295786917209625,0.07489216327667236,0.08072932064533234,0.08167672902345657,0.053854044526815414,0.08870837092399597
6,0.01,6.048105716705322,0.5423728813559322,0.4416315049226441,0.565284178187404,0.7707036408224863,0.4249445755560323,0.9826613664627075,0.9939142465591431,0.021423108875751495,0.01623908057808876,0.014774277806282043,0.015306736342608929,0.02767777442932129,0.01841910555958748
7,0.01,3.874168634414673,0.5423728813559322,0.4416315049226441,0.565284178187404,0.7733270313915476,0.4249445755560323,0.9799094200134277,0.9928151965141296,0.0154459523037076,0.011001896113157272,0.011877505108714104,0.011825080029666424,0.016376199200749397,0.012534034438431263
8,0.01,3.6561412811279297,0.5932203389830508,0.5024390243902439,0.597542242703533,0.7552244963110838,0.4665564282761472,0.9775183796882629,0.9917886257171631,0.019718952476978302,0.015578859485685825,0.012253942899405956,0.013012208044528961,0.015878770500421524,0.013121414929628372
9,0.01,3.2365031242370605,0.5932203389830508,0.5024390243902439,0.597542242703533,0.7546798136781159,0.4665564282761472,0.9754019975662231,0.9908459186553955,0.00850948691368103,0.00480275321751833,0.004859725944697857,0.00498581025749445,0.0075568207539618015,0.005282460246235132
10,0.01,2.5394768714904785,0.576271186440678,0.4710269650028686,0.5499231950844854,0.7741095915968582,0.45190933224423113,0.9730386137962341,0.9895858764648438,0.005408952012658119,0.0032189758494496346,0.0031345949973911047,0.003243496874347329,0.004243932664394379,0.0033725446555763483
11,0.01,4.166372776031494,0.576271186440678,0.4710269650028686,0.5499231950844854,0.7677496056103865,0.45190933224423113,0.9713470935821533,0.9887281060218811,0.02192971669137478,0.014459539204835892,0.013441991060972214,0.01508763525635004,0.02165578491985798,0.01608370989561081
12,0.01,3.221165657043457,0.6610169491525424,0.6672619047619047,0.6651305683563747,0.7813588976577092,0.6595338983050848,0.9700581431388855,0.9881060123443604,0.01962769217789173,0.016429509967565536,0.015888556838035583,0.016678107902407646,0.0227259062230587,0.015783661976456642
13,0.01,2.6761584281921387,0.5084745762711864,0.5160980810234542,0.6513056835637481,0.7949961753017781,0.4021773698095479,0.9688100218772888,0.9869673848152161,0.005021398421376944,0.0029453018214553595,0.002691569970920682,0.0031902147457003593,0.007979168556630611,0.0028407364152371883
14,0.01,2.6693553924560547,0.5084745762711864,0.5064155064155064,0.6144393241167435,0.8271055015537189,0.4192034870000972,0.9677711129188538,0.9858101010322571,0.002283649519085884,0.0021789621096104383,0.0022150028962641954,0.0021104607731103897,0.004910105373710394,0.0021604171488434076
15,0.01,2.591634750366211,0.6271186440677966,0.6135531135531135,0.6374807987711213,0.8238021646340833,0.6173402868318122,0.9669554233551025,0.9847670793533325,0.0017041462706401944,0.00163174862973392,0.0017348858527839184,0.0015387119492515922,0.00345022976398468,0.001718267914839089
16,0.01,2.5600671768188477,0.559322033898305,0.4602941176470588,0.576036866359447,0.8526693076777967,0.4384097706879362,0.966265857219696,0.9837664365768433,0.0035991522017866373,0.002709574531763792,0.0024459108244627714,0.002777514746412635,0.003002781653776765,0.0026115537621080875
17,0.01,2.598459482192993,0.576271186440678,0.48045267489711935,0.58678955453149,0.8559985571870122,0.45223896212596776,0.965945839881897,0.9832430481910706,0.007526735309511423,0.00600420031696558,0.005748532246798277,0.0064718639478087425,0.007023815531283617,0.006366466172039509
18,0.01,2.3838424682617188,0.559322033898305,0.44986449864498645,0.5391705069124424,0.8544961452431741,0.4379220063387074,0.9657878875732422,0.9828733205795288,0.0009334036149084568,0.0008841374074108899,0.0008504127035848796,0.0008890210301615298,0.0012918744469061494,0.000971428060438484
19,0.01,2.2567853927612305,0.559322033898305,0.44986449864498645,0.5391705069124424,0.8620957895151443,0.4379220063387074,0.9658914804458618,0.9827167391777039,0.0009779948741197586,0.0007811360992491245,0.0006710782763548195,0.0007689333870075643,0.0008070988114923239,0.0007508457638323307
20,0.01,2.2427263259887695,0.559322033898305,0.44986449864498645,0.5391705069124424,0.8542126615131709,0.4379220063387074,0.9661816954612732,0.9826300740242004,0.0003634084132499993,0.00033106360933743417,0.0003733525809366256,0.0003826363245025277,0.0006840704008936882,0.00042015212238766253
21,0.009999830837037664,2.246087074279785,0.6779661016949152,0.6257785929917077,0.6226318484383001,0.8451308171172348,0.6753857423487876,0.966592013835907,0.982582688331604,0.0005332020809873939,0.0005298511823639274,0.000494116626214236,0.00044332645484246314,0.000668455264531076,0.0003827530308626592
22,0.009999323359712722,2.184995174407959,0.7457627118644068,0.7385879252886927,0.7864823348694316,0.8795572471294033,0.7444307394023464,0.967078685760498,0.9825212955474854,0.00018541775352787226,0.00017758675676304847,0.00015889258065726608,0.0001437689788872376,0.0005239431047812104,0.0001769412774592638
23,0.009998477602710573,2.3174142837524414,0.6101694915254238,0.5883040935672513,0.6441372247823861,0.8601072573907889,0.591317276241451,0.9676893353462219,0.98256915807724,0.00041175802471116185,0.0004041684733238071,0.00037288415478542447,0.00033955337130464613,0.0004598583036568016,0.0003942084440495819
24,0.009997293623837585,2.3368635177612305,0.711864406779661,0.7042023663810689,0.7547363031233999,0.8687662083247822,0.7126942306495446,0.9684091806411743,0.9827132225036621,0.000321880797855556,0.0002521607093513012,0.00028110420680604875,0.00027597692678682506,0.000385117920814082,0.0003132664132863283
25,0.00999577150401714,2.2665822505950928,0.6949152542372882,0.6951997780244173,0.7644649257552483,0.8907768801656748,0.680766662277319,0.9692299365997314,0.9829586744308472,0.00017928791930899024,0.00020137392857577652,0.00024611534900031984,0.00021094526164233685,0.00048415170749649405,0.00019507798424456269
26,0.009993911347284109,2.1454391479492188,0.6949152542372882,0.5630745523141506,0.554531490015361,0.8850045917108735,0.6731445230703553,0.9701279997825623,0.9832930564880371,0.0002911300980485976,0.00028920749900862575,0.0002824912662617862,0.0002611539384815842,0.0004992607864551246,0.00027501158183440566
27,0.009991713280777732,2.1563148498535156,0.6440677966101694,0.6531611514662362,0.7004608294930876,0.9060699722838942,0.6183472182323086,0.9710701107978821,0.9837065935134888,0.00010104877583216876,8.508538303431123e-05,8.702382183400914e-05,7.401636685244739e-05,0.0003466307825874537,0.00012546777725219727
28,0.009989177454732934,2.126145601272583,0.6101694915254238,0.5442579343239773,0.6185355862775217,0.8914697828110391,0.5233365670736827,0.9721391797065735,0.9842777252197266,0.00026685846387408674,0.00026274772244505584,0.0002623112522996962,0.00021394352370407432,0.00045743168448098004,0.0002846701827365905
29,0.00998630404247006,2.168654441833496,0.576271186440678,0.5918803418803419,0.6943164362519201,0.8835058075295766,0.5148848326814428,0.9732627868652344,0.9849590063095093,4.0990413253894076e-05,5.1143528253305703e-05,4.069895658176392e-05,2.227498589491006e-05,0.000398969161324203,0.0001291583466809243
30,0.009983093240383016,2.215197801589966,0.5423728813559322,0.5554747054747055,0.6728110599078341,0.8803325518096315,0.46097642623066354,0.9743711352348328,0.9856829643249512,0.0001956743362825364,0.00016428405069746077,0.0001646114105824381,0.00014064411516301334,0.0004394036077428609,0.00019411483663134277
31,0.009979545267925863,2.2145795822143555,0.6440677966101694,0.6578307712521351,0.7373271889400922,0.9139106036389567,0.6111799603161346,0.975507378578186,0.9865235090255737,4.499060014495626e-05,6.771704647690058e-05,6.344798021018505e-05,4.939446444041096e-05,0.0004936754703521729,0.00014083304267842323
32,0.009975660367597807,2.081833839416504,0.576271186440678,0.48045267489711935,0.58678955453149,0.8056488408780428,0.45223896212596776,0.9767523407936096,0.9875856637954712,0.000189267098903656,0.0001829330576583743,0.00018059088324662298,0.00016394050908274949,0.0006108258385211229,0.00022042056662030518
33,0.009971438804926623,2.3772714138031006,0.7966101694915254,0.80995670995671,0.8136200716845877,0.9077382248010432,0.7970724191063174,0.9779911041259766,0.9886749386787415,0.00014269177336245775,0.00013826272333972156,0.00014614795509260148,0.00014714096323587,0.0006239957874640822,0.00017184799071401358
34,0.00996688086845051,2.02114200592041,0.7796610169491526,0.798724521255043,0.8182283666154633,0.9182748019759904,0.7774036381421772,0.9791773557662964,0.9899675250053406,0.00018821404955815524,0.00020986812887713313,0.00016050916747190058,0.00016841456817928702,0.0009267451241612434,0.00018327642465010285
35,0.009961986869698373,2.0552117824554443,0.7457627118644068,0.7589937106918239,0.7916026625704045,0.9153839934824655,0.7421426287176207,0.9804012179374695,0.9916384220123291,0.00018322824325878173,0.00018230194109492004,0.00019904895452782512,0.0002085029409499839,0.001511948648840189,0.0002297784376423806
36,0.009956757143168527,2.0430893898010254,0.7796610169491526,0.7851010101010102,0.8131080389144905,0.9112613004803158,0.7779275808936826,0.9816592335700989,0.9939266443252563,0.00010817177826538682,0.00013745552860200405,0.00012600465561263263,0.00010110092989634722,0.0016055117594078183,0.00019432406406849623
37,0.009951192046305833,2.024630546569824,0.7966101694915254,0.7777777777777778,0.7921146953405017,0.9174595919078093,0.7941888619854722,0.9828258752822876,0.9966347217559814,0.00039813315379433334,0.0004080420476384461,0.0003792936622630805,0.0003121649206150323,0.0016582442913204432,0.00041481139487586915
38,0.009945291959477269,1.9407777786254883,0.7627118644067796,0.6666666666666666,0.6600102406554019,0.9058035908630137,0.7468926553672317,0.9839370846748352,1.0002026557922363,0.00019641383551061153,0.0001861340570030734,0.00017784173542167991,0.00019052554853260517,0.0018690228462219238,0.00021949039364699274
39,0.009939057285945933,1.9669148921966553,0.8135593220338984,0.8164385250955727,0.8766001024065541,0.9299375402940768,0.8106905698000338,0.9851609468460083,1.0045229196548462,0.0005233064293861389,0.000523859984241426,0.000550679920706898,0.0005014237249270082,0.003251662477850914,0.0005648922524414957
40,0.009932488451843476,1.9670884609222412,0.847457627118644,0.8541424887169567,0.8981054787506401,0.9472388581047325,0.8461798839458413,0.9864026308059692,1.009374976158142,0.0004644204746000469,0.000517234904691577,0.00030279922066256404,0.0004906613030470908,0.0024560035672038794,0.0004291572258807719
41,0.009925585906140986,1.8404308557510376,0.7966101694915254,0.6920056100981767,0.681515616999488,0.9417479803727682,0.78069270449521,0.9876101016998291,1.0148166418075562,0.00022180489031597972,0.00021438331168610603,0.00021846991148777306,0.00021590822143480182,0.00364387477748096,0.00021643057698383927
