epoch,lr,loss,acc,macro_f1,bacc,macro_auc,weighted_f1,beta_min,beta_max,adapter_gradient_MRI,adapter_gradient_PET,adapter_gradient_CSF,adapter_gradient_Risk,adapter_gradient_COG,adapter_gradient_ROI
1,0.01,3.299787998199463,0.35,0.1728395061728395,0.3333333333333333,0.7816167443231122,0.18148148148148147,1.0,1.0,0.05647261068224907,0.059569064527750015,0.07410436123609543,0.061522066593170166,0.03331673517823219,0.047770317643880844
2,0.01,2.9075231552124023,0.35,0.1728395061728395,0.3333333333333333,0.7219788858939801,0.18148148148148147,0.9962801933288574,1.0037120580673218,0.03401973471045494,0.03239784762263298,0.0323224775493145,0.03484448418021202,0.024996507912874222,0.03038983978331089
3,0.01,5.7705464363098145,0.31666666666666665,0.18693244739756365,0.2033730158730159,0.5437917799356479,0.2905647840531561,0.9926718473434448,1.000553011894226,0.16314896941184998,0.1670331358909607,0.2020035982131958,0.17591004073619843,0.15822076797485352,0.1542971134185791
4,0.01,4.373159408569336,0.5,0.31910569105691056,0.34970238095238093,0.5544514829597377,0.4064024390243902,0.9893324971199036,0.9976108074188232,0.07635990530252457,0.06514837592840195,0.06333255022764206,0.07524238526821136,0.0637301430106163,0.07002925127744675
5,0.01,5.694603443145752,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.5671666460286743,0.3710144927536232,0.9854094386100769,0.9954876899719238,0.13690508902072906,0.11094678193330765,0.10841724276542664,0.11186793446540833,0.07232915610074997,0.13255196809768677
6,0.01,5.528167724609375,0.5833333333333334,0.48971193415637854,0.625,0.7485102249253193,0.45946502057613164,0.9820778965950012,0.9934144020080566,0.017412688583135605,0.014924049377441406,0.011022858321666718,0.012289413250982761,0.019083907827734947,0.013787365518510342
7,0.01,3.4824163913726807,0.5833333333333334,0.48971193415637854,0.625,0.8017518055843528,0.45946502057613164,0.9791345000267029,0.9916847944259644,0.01410418190062046,0.012887313961982727,0.011705643497407436,0.012324797920882702,0.011452268809080124,0.01260302308946848
8,0.01,7.98363733291626,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.7753981092719299,0.46019076305220885,0.9765764474868774,0.9901271462440491,0.056220825761556625,0.028819404542446136,0.02699151821434498,0.029108986258506775,0.02900388278067112,0.0299916360527277
9,0.01,3.978119134902954,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.7861527830572642,0.46019076305220885,0.9741114974021912,0.988466203212738,0.039663951843976974,0.019956959411501884,0.01874985732138157,0.01985839568078518,0.020897425711154938,0.0200809296220541
10,0.01,2.631052017211914,0.5833333333333334,0.47338935574229696,0.5505952380952381,0.794598461461669,0.4598039215686275,0.9717016816139221,0.9870210289955139,0.004528312012553215,0.0037369045894593,0.003688215743750334,0.003845589468255639,0.004559472668915987,0.0046222880482673645
11,0.01,6.285425186157227,0.6,0.4967203339296362,0.5610119047619048,0.7884080236674578,0.4742397137745975,0.9698054790496826,0.9860647320747375,0.03705755993723869,0.029439318925142288,0.02965559810400009,0.030693992972373962,0.030317924916744232,0.030166344717144966
12,0.01,5.997290134429932,0.6,0.4967203339296362,0.5610119047619048,0.7932588517788991,0.4742397137745975,0.9684575200080872,0.9855489730834961,0.02714483067393303,0.021357981488108635,0.022772185504436493,0.022627854719758034,0.021455906331539154,0.021358171477913857
13,0.01,3.8868870735168457,0.48333333333333334,0.5277777777777778,0.6026785714285715,0.802305071762619,0.3902777777777778,0.967384934425354,0.9851575493812561,0.0050520459190011024,0.004658767022192478,0.0046293591149151325,0.004817275330424309,0.004777055699378252,0.00493749650195241
14,0.01,3.633767604827881,0.4666666666666667,0.5076538377908241,0.5922619047619048,0.8091618647337988,0.3595444661883018,0.9664498567581177,0.9847800135612488,0.006068666465580463,0.0037058722227811813,0.004097846336662769,0.003916256595402956,0.003942626994103193,0.004001953173428774
15,0.01,3.2744979858398438,0.48333333333333334,0.5091489105573613,0.6026785714285715,0.8288568688038028,0.38567473215360537,0.9658669233322144,0.9846275448799133,0.007129250094294548,0.004365989938378334,0.004670532885938883,0.004744608420878649,0.005123777315020561,0.0045621516183018684
16,0.01,2.787501811981201,0.6833333333333333,0.7036558213028802,0.7222222222222222,0.8210366295566768,0.6743841126194068,0.9656245112419128,0.9847140908241272,0.0052353632636368275,0.0028681145049631596,0.0029188126791268587,0.003465636633336544,0.004252882674336433,0.0031552917789667845
17,0.01,3.6497104167938232,0.6166666666666667,0.5229885057471265,0.5714285714285715,0.8245247502322974,0.48955938697318013,0.9654415845870972,0.9847875237464905,0.012810470536351204,0.006658109370619059,0.006927743088454008,0.00708405626937747,0.005949968006461859,0.00691177835687995
18,0.01,3.731917142868042,0.6,0.4967203339296362,0.5610119047619048,0.8245247502322973,0.4742397137745975,0.965340256690979,0.9848576784133911,0.009751205332577229,0.005215840879827738,0.005932850297540426,0.006087200250476599,0.005564001854509115,0.00601182971149683
19,0.01,2.867729425430298,0.6,0.4967203339296362,0.5610119047619048,0.8258302232358835,0.4742397137745975,0.9653270840644836,0.984965980052948,0.002561044180765748,0.0014930597972124815,0.0016246564919129014,0.0016109966672956944,0.001627557328902185,0.0015083536272868514
20,0.01,2.965528964996338,0.6,0.4967203339296362,0.5610119047619048,0.8222363328495405,0.4742397137745975,0.9655108451843262,0.9851797223091125,0.0019314667442813516,0.0015726108103990555,0.00157507648691535,0.001628695405088365,0.00186766660772264,0.0017478711670264602
21,0.009999830837037664,3.0444164276123047,0.5833333333333334,0.4597701149425288,0.5133928571428571,0.8226083566590643,0.4578544061302682,0.9658982753753662,0.9855015277862549,0.0026334766298532486,0.0018277725903317332,0.00213611195795238,0.0018045399338006973,0.0023556461092084646,0.0020731757394969463
22,0.009999323359712722,2.6994006633758545,0.6,0.48484848484848486,0.5238095238095238,0.8142548892843705,0.4727272727272727,0.9664919972419739,0.9859433770179749,0.0020117799285799265,0.0013716656249016523,0.0014532471541315317,0.0014187918277457356,0.0020652846433222294,0.0015391339547932148
23,0.009998477602710573,3.1177868843078613,0.5833333333333334,0.43970037453183525,0.4761904761904762,0.8280324889994702,0.4535205992509363,0.9671446681022644,0.986377477645874,0.003364752745255828,0.002129599452018738,0.0027359987143427134,0.00197658222168684,0.0023538153618574142,0.002467653015628457
24,0.009997293623837585,3.483118772506714,0.6,0.48484848484848486,0.5238095238095238,0.8485210358736303,0.4727272727272727,0.9678451418876648,0.9868035316467285,0.0042364089749753475,0.002410503104329109,0.0028785201720893383,0.002443414879962802,0.0024744789116084576,0.0027981007006019354
25,0.00999577150401714,2.8025898933410645,0.6166666666666667,0.5229885057471265,0.5714285714285715,0.8513000855276799,0.48955938697318013,0.9685981273651123,0.9872233271598816,0.0022907345555722713,0.0015401486307382584,0.0017355452291667461,0.0014691727701574564,0.0016681040870025754,0.0018052736995741725
26,0.009993911347284109,2.214040756225586,0.6,0.4967203339296362,0.5610119047619048,0.8301656414863962,0.4742397137745975,0.9694432020187378,0.9876416921615601,0.00025397707941010594,0.0002894523786380887,0.00026932242326438427,0.00026303724735043943,0.0007063469965942204,0.0002524087904021144
27,0.009991713280777732,2.5188817977905273,0.5333333333333333,0.34848484848484845,0.4077380952380952,0.7946708744173367,0.40606060606060607,0.9703692197799683,0.98809415102005,0.0010752748930826783,0.0010101833613589406,0.0010869370307773352,0.0009876583935692906,0.0012536953436210752,0.0011191965313628316
28,0.009989177454732934,2.74128794670105,0.5833333333333334,0.47338935574229696,0.5505952380952381,0.8217286622357377,0.4598039215686275,0.9713691473007202,0.9885826110839844,0.0014174978714436293,0.0013581645907834172,0.0017030168091878295,0.0012718288926407695,0.0014326057862490416,0.0016553659224882722
29,0.00998630404247006,2.471370220184326,0.6166666666666667,0.5518972469224812,0.5143849206349206,0.8276160695087581,0.6013591818206093,0.9724361300468445,0.9891053438186646,0.00130103447008878,0.0012432282092049718,0.001491869566962123,0.001336085144430399,0.001277056522667408,0.0013113097520545125
30,0.009983093240383016,2.218364715576172,0.6833333333333333,0.6797385620915032,0.753968253968254,0.8352867433056111,0.6732026143790849,0.973511815071106,0.9896228313446045,0.00024712717276997864,0.00022245352738536894,0.0002340024511795491,0.00021383310377132148,0.00025809783255681396,0.00025585605180822313
31,0.009979545267925863,2.194540500640869,0.6666666666666666,0.6055326634376732,0.5947420634920635,0.8373278047511539,0.6522205354345888,0.9746530055999756,0.9901866316795349,0.00022781155712436885,0.00021001907589379698,0.00022534382878802717,0.0002481055853422731,0.0002725972153712064,0.00028599859797395766
32,0.009975660367597807,2.220271587371826,0.65,0.6368798885674488,0.6686507936507936,0.8485293150682301,0.6516875602700096,0.9758621454238892,0.9907886981964111,0.0003064241318497807,0.00028541235951706767,0.00029071164317429066,0.0002620799350552261,0.00027419012621976435,0.0003139784384984523
33,0.009971438804926623,2.1052026748657227,0.6833333333333333,0.691609977324263,0.7058531746031745,0.8718115501723993,0.6817460317460317,0.9771470427513123,0.9914419054985046,0.00026007930864579976,0.00019881936896126717,0.0002244274946860969,0.0002508872712496668,0.0003072440158575773,0.00030162319308146834
34,0.00996688086845051,2.112675666809082,0.6666666666666666,0.5611111111111111,0.5347222222222222,0.8577225807473449,0.6333333333333333,0.9784130454063416,0.9920394420623779,0.00016821814642753452,0.00021487036428879946,0.00028158759232610464,0.00019878808234352618,0.0002816147461999208,0.00020327021775301546
35,0.009961986869698373,2.161527633666992,0.6666666666666666,0.6636015325670498,0.6800595238095237,0.8677397462774822,0.6512260536398468,0.9796506762504578,0.9925910830497742,0.0002887088048737496,0.0002558199630584568,0.0002802303934004158,0.0002255557046737522,0.0002862738911062479,0.00024200558254960924
36,0.009956757143168527,2.1313846111297607,0.6333333333333333,0.629567901234568,0.685515873015873,0.8642224684382703,0.6178796296296297,0.9809884428977966,0.9932361245155334,0.0003283685364294797,0.00033611920662224293,0.0003087755758315325,0.0003018390270881355,0.00031413164106197655,0.00036912254290655255
