metric,mean,sample_std,minimum,maximum,pooled_oof
acc,0.76435028248587567,0.057673842191136554,0.68333333333333335,0.86440677966101698,0.76421404682274252
macro_f1,0.76509253515170883,0.057856533562340225,0.65586023371514512,0.84931653712141519,0.76648257981364021
bacc,0.76263312852022536,0.068131199849564061,0.615079365079365,0.84722222222222221,0.7610217930033637
macro_auc,0.9133446666153352,0.030674390037793223,0.87689488566552243,0.97965573326104638,0.91200347625659928
weighted_f1,0.76341541388201772,0.057977563111736116,0.67999652898299201,0.86474130240856373,0.7642741002057829
