epoch,base_lr,correction_lr,base_loss,correction_loss,loss_ad_smci,loss_cn_smci,input_projection_gradient,output_ad_smci_gradient,output_cn_smci_gradient,base_acc,base_macro_f1,base_bacc,base_macro_auc,base_weighted_f1,corrected_acc,corrected_macro_f1,corrected_bacc,corrected_macro_auc,corrected_weighted_f1
1,0.01,0.01,3.294834613800049,0.8171849250793457,0.7857056260108948,0.8486642241477966,0.0,0.005515522789210081,0.004620245657861233,0.35,0.1728395061728395,0.3333333333333333,0.7663169126907334,0.18148148148148147,0.35,0.1728395061728395,0.3333333333333333,0.7651308880672089,0.18148148148148147
2,0.01,0.01,2.9192562103271484,0.9288724660873413,0.7088095545768738,1.148935317993164,0.004081924445927143,0.0019199661910533905,0.011367305181920528,0.35,0.1728395061728395,0.3333333333333333,0.6598254721780665,0.18148148148148147,0.35,0.1728395061728395,0.3333333333333333,0.65979049558059,0.18148148148148147
3,0.01,0.01,6.549065589904785,0.6762188673019409,0.5367817878723145,0.8156558871269226,0.0030979528091847897,0.0006173874135129154,0.010936975479125977,0.35,0.18918918918918917,0.21875,0.5617878692760768,0.30270270270270266,0.38333333333333336,0.20175438596491227,0.23958333333333334,0.5649739193371269,0.32280701754385965
4,0.01,0.01,5.9029388427734375,0.6857492923736572,0.5891390442848206,0.7823594808578491,0.0021560476161539555,0.005429927725344896,0.009229750372469425,0.45,0.225,0.28125,0.6052647398461077,0.36000000000000004,0.4666666666666667,0.23045267489711932,0.2916666666666667,0.6036367382181062,0.3687242798353909
5,0.01,0.01,4.919231414794922,0.6658285856246948,0.5464180111885071,0.7852392196655273,0.005655972752720118,0.010592842474579811,0.036206673830747604,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.6479855639643376,0.3710144927536232,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.6463225857388594,0.3710144927536232
6,0.01,0.01,4.3487420082092285,0.6474739909172058,0.520951509475708,0.7739964723587036,0.006111416965723038,0.008744883351027966,0.032255273312330246,0.6,0.5102821616451458,0.6354166666666666,0.6734653852873193,0.4733142037302726,0.6,0.5102821616451458,0.6354166666666666,0.6734304086898426,0.4733142037302726
7,0.01,0.01,5.618064880371094,0.6181167364120483,0.43577098846435547,0.8004624843597412,0.004917564336210489,0.012758640572428703,0.016994647681713104,0.6,0.5102821616451458,0.6354166666666666,0.801861294933229,0.4733142037302726,0.6,0.5102821616451458,0.6354166666666666,0.8002332933052273,0.4733142037302726
8,0.01,0.01,2.754180908203125,0.595415472984314,0.39405420422554016,0.7967767119407654,0.0021951119415462017,0.017402075231075287,0.007865442894399166,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8228667515224118,0.4876255020080321,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8225646809078412,0.4876255020080321
9,0.01,0.01,3.146972894668579,0.5806979537010193,0.39676281809806824,0.7646331191062927,0.004497157409787178,0.024118172004818916,0.007797098718583584,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8204488067400804,0.4876255020080321,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8224488321776059,0.4876255020080321
10,0.01,0.01,3.0942184925079346,0.5645895600318909,0.39856985211372375,0.7306092977523804,0.005677967332303524,0.028207454830408096,0.0037235552445054054,0.6333333333333333,0.5571428571428572,0.65625,0.8158028586979058,0.5025396825396825,0.6333333333333333,0.5571428571428572,0.65625,0.8174308603259076,0.5025396825396825
11,0.01,0.01,2.866652250289917,0.5340099334716797,0.3519843518733978,0.7160354852676392,0.003129112534224987,0.0180175993591547,0.0034573909360915422,0.6333333333333333,0.5571428571428572,0.65625,0.8215930754256225,0.5025396825396825,0.6333333333333333,0.5571428571428572,0.65625,0.8231161472611944,0.5025396825396825
12,0.01,0.01,3.1533048152923584,0.49639928340911865,0.3078681528568268,0.6849304437637329,0.0017239992739632726,0.009070449508726597,0.002182289958000183,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8119554329754801,0.4876255020080321,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8124323865774338,0.4876255020080321
13,0.01,0.01,2.435723066329956,0.4940696656703949,0.2867347002029419,0.7014046311378479,0.0019797873683273792,0.0014296923764050007,0.007312166038900614,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8340942393123997,0.48901960784313725,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8340942393123997,0.48901960784313725
14,0.01,0.01,2.8532238006591797,0.49080920219421387,0.2906608581542969,0.6909575462341309,0.001393794547766447,0.00830557756125927,0.014115862548351288,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8197329563780036,0.48901960784313725,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8189189555640027,0.48901960784313725
15,0.01,0.01,2.3618359565734863,0.470828652381897,0.2563718855381012,0.6852854490280151,0.001476854202337563,0.00532130990177393,0.011564313434064388,0.5833333333333334,0.48971193415637854,0.625,0.8439371817909554,0.45946502057613164,0.5833333333333334,0.48971193415637854,0.625,0.8407861083273819,0.45946502057613164
16,0.01,0.01,2.675966262817383,0.47063565254211426,0.2792981266975403,0.6619731783866882,0.002751969499513507,0.002238722052425146,0.012544349767267704,0.5833333333333334,0.48971193415637854,0.625,0.846806642649803,0.45946502057613164,0.5833333333333334,0.48971193415637854,0.625,0.8464695954377558,0.45946502057613164
17,0.01,0.01,2.570829391479492,0.518424391746521,0.35269272327423096,0.684156060218811,0.005608070641756058,0.0021573693957179785,0.010383544489741325,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.8393884242940847,0.4459649122807018,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.844946523602184,0.4459649122807018
18,0.01,0.01,3.157395362854004,0.4567210078239441,0.24834130704402924,0.6651006937026978,0.0032770854886621237,0.00020409621356520802,0.02461148053407669,0.6,0.5047619047619047,0.5982142857142857,0.8482752397846737,0.4742857142857143,0.6,0.5047619047619047,0.5982142857142857,0.8482752397846737,0.4742857142857143
19,0.01,0.01,2.446568489074707,0.48854219913482666,0.30004993081092834,0.6770344376564026,0.0062538147903978825,0.004421872086822987,0.019810980185866356,0.5833333333333334,0.47338935574229696,0.5505952380952381,0.842231607709202,0.4598039215686275,0.5833333333333334,0.47338935574229696,0.5505952380952381,0.8426036315187259,0.4598039215686275
20,0.01,0.01,2.6505556106567383,0.5127041339874268,0.35665836930274963,0.6687499284744263,0.009244545362889767,0.005647026933729649,0.016870053485035896,0.6,0.5047619047619047,0.5982142857142857,0.8519537219419296,0.4742857142857143,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8558838196220272,0.4876255020080321
21,0.009999830837037664,0.009999830837037664,2.5613698959350586,0.4677920937538147,0.26593872904777527,0.6696454882621765,0.007834644988179207,0.0022834816481918097,0.0230121910572052,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8553087155681496,0.4876255020080321,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8574597763129602,0.4876255020080321
22,0.009999323359712722,0.009999323359712722,2.3448381423950195,0.4368329346179962,0.21250058710575104,0.6611652970314026,0.01455683819949627,0.00037257454823702574,0.015751661732792854,0.5833333333333334,0.48971193415637854,0.625,0.8405821881647353,0.45946502057613164,0.5833333333333334,0.48971193415637854,0.625,0.8436982850308322,0.45946502057613164
23,0.009998477602710573,0.009998477602710573,2.2838196754455566,0.43731194734573364,0.2156781703233719,0.6589457392692566,0.01940319314599037,0.0013478515902534127,0.004789902362972498,0.5833333333333334,0.48971193415637854,0.625,0.8417332361907833,0.45946502057613164,0.5833333333333334,0.48971193415637854,0.625,0.842919260814308,0.45946502057613164
24,0.009997293623837585,0.009997293623837585,2.3794963359832764,0.4319517910480499,0.21637459099292755,0.6475290060043335,0.019557494670152664,0.0014050118625164032,0.003377960529178381,0.6333333333333333,0.648148148148148,0.7053571428571429,0.8425472370047841,0.6212962962962963,0.6166666666666667,0.6305456842770276,0.689484126984127,0.842919260814308,0.6009894969596462
25,0.00999577150401714,0.00999577150401714,2.2779664993286133,0.41705870628356934,0.19779478013515472,0.6363226175308228,0.00991809368133545,0.0014525293372571468,0.023747796192765236,0.7,0.7280245431505935,0.7906746031746031,0.8538478576804048,0.6944911297852473,0.6833333333333333,0.7111866023004946,0.7966269841269842,0.8538128810829283,0.6638089278264497
