epoch,lr,loss,acc,macro_f1,bacc,macro_auc,weighted_f1,beta_min,beta_max,adapter_gradient_MRI,adapter_gradient_PET,adapter_gradient_CSF,adapter_gradient_Risk,adapter_gradient_COG,adapter_gradient_ROI
1,0.01,3.315274477005005,0.35,0.1728395061728395,0.3333333333333333,0.6780046037121509,0.18148148148148147,1.0,1.0,0.05780185014009476,0.06038687378168106,0.07405928522348404,0.061126768589019775,0.03335825726389885,0.04750595614314079
2,0.01,2.933231830596924,0.35,0.1728395061728395,0.3333333333333333,0.5763008174564778,0.18148148148148147,0.9962799549102783,1.0037128925323486,0.0351363942027092,0.035794101655483246,0.03484894335269928,0.035923317074775696,0.025311961770057678,0.03157447278499603
3,0.01,5.779909610748291,0.4,0.2219883040935672,0.25545634920634924,0.5015694473241643,0.34553216374269,0.9925973415374756,1.0005574226379395,0.16576355695724487,0.1740618646144867,0.2032475769519806,0.17616449296474457,0.15033482015132904,0.14925611019134521
4,0.01,3.4346799850463867,0.5333333333333333,0.24242424242424243,0.3333333333333333,0.6554090018123037,0.3878787878787879,0.9896695613861084,0.9979403018951416,0.056584130972623825,0.041399192065000534,0.044585566967725754,0.045503221452236176,0.03940527141094208,0.04269103333353996
5,0.01,3.639477252960205,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.7400835046766651,0.3710144927536232,0.9871214628219604,0.9956992268562317,0.025046464055776596,0.01871880516409874,0.01989978738129139,0.021853260695934296,0.015713268890976906,0.022584501653909683
6,0.01,3.5961782932281494,0.55,0.45274261603375526,0.6041666666666666,0.868171404285791,0.43272151898734174,0.984781801700592,0.9935813546180725,0.024597596377134323,0.018574656918644905,0.018590277060866356,0.01946927420794964,0.013135619461536407,0.02218875102698803
7,0.01,3.695730447769165,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.8688949938949939,0.4459649122807018,0.982875406742096,0.9917436242103577,0.014365213923156261,0.010847728699445724,0.013392218388617039,0.013361734338104725,0.006517681758850813,0.014225422404706478
8,0.01,2.6734726428985596,0.6,0.5102821616451458,0.6354166666666666,0.8651175213675214,0.4733142037302726,0.9811111688613892,0.9903303384780884,0.013843342661857605,0.011883343569934368,0.014220448210835457,0.014608296565711498,0.009165715426206589,0.015714626759290695
9,0.01,2.5633575916290283,0.6333333333333333,0.5571428571428572,0.65625,0.897636217948718,0.5025396825396825,0.9797307848930359,0.9891374111175537,0.00563346641138196,0.0044210124760866165,0.0061917840503156185,0.006422975566238165,0.0030638310126960278,0.006131610367447138
10,0.01,2.2860774993896484,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.897461334961335,0.4876255020080321,0.9785142540931702,0.9883624911308289,0.002612628508359194,0.002061638282611966,0.0024353971239179373,0.0024264713283628225,0.0031314536463469267,0.002639926038682461
11,0.01,3.0549702644348145,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8756263990638992,0.4876255020080321,0.9775187969207764,0.9877215027809143,0.013673365116119385,0.00888198520988226,0.015381347388029099,0.014138695783913136,0.004879373125731945,0.013356035575270653
12,0.01,2.691199779510498,0.5,0.5043572984749455,0.6875,0.8736740689865691,0.3696623093681917,0.976709246635437,0.9872211813926697,0.005796981509774923,0.0036986381746828556,0.006418709643185139,0.0058541917242109776,0.002184944460168481,0.005257421638816595
13,0.01,2.3898870944976807,0.5,0.5166240409207161,0.6875,0.8728600681725682,0.3718670076726343,0.97603839635849,0.986996591091156,0.006013743579387665,0.004042430780827999,0.007133303210139275,0.006539499387145042,0.003193792887032032,0.006157651077955961
14,0.01,2.815808057785034,0.5,0.5166240409207161,0.6875,0.8658216128734996,0.3718670076726343,0.9755597114562988,0.9870606064796448,0.01631651259958744,0.010167992673814297,0.01736004650592804,0.015724189579486847,0.009306671097874641,0.014814968220889568
