epoch,lr,loss_nca,loss_refine,loss_total,gradient_norm,acc,macro_f1,bacc,probability_macro_auc,weighted_f1,margin_threshold,neighbor_confidence_threshold,gate_active_ratio_test
1,0.01,0.005112219136208296,0.028414111584424973,0.02943655475974083,0.0018033524849663813,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.32203391194343567
2,0.01,0.0011824738467112184,0.02839665487408638,0.028633149340748787,0.0008474696711960802,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.32203391194343567
3,0.01,0.0009378411341458559,0.02533198893070221,0.025519557297229767,0.00013893180024983302,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.32203391194343567
4,0.01,0.0004355565761215985,0.026477335020899773,0.026564447209239006,0.0009725423832721764,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.33898305892944336
5,0.01,0.00012071881064912304,0.025331800803542137,0.02535594440996647,1.2199973882906005e-05,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.33898305892944336
6,0.01,0.00038603716529905796,0.025331800803542137,0.02540900744497776,0.0013816059409754635,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.32203391194343567
7,0.01,0.00045824868720956147,0.026477335020899773,0.026568984612822533,0.001048521011811245,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.32203391194343567
8,0.01,0.00023382004292216152,0.026477335020899773,0.026524098590016365,0.0011263026050353903,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.32203391194343567
9,0.01,0.0001214071162394248,0.025331800803542137,0.025356082245707512,6.347340474494458e-06,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.33898305892944336
10,0.01,0.00011985099263256416,0.025331800803542137,0.02535577118396759,1.1998366885536904e-05,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.33898305892944336
11,0.01,0.00023754872381687164,0.025330767035484314,0.025378277525305748,0.0006878623779616464,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.33898305892944336
12,0.01,0.0005587785271927714,0.028395622968673706,0.028507377952337265,0.000759209860908338,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.33898305892944336
13,0.01,0.0007514138706028461,0.028395622968673706,0.028545904904603958,0.0011476015103039725,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.33898305892944336
14,0.01,0.0,0.025330767035484314,0.025330767035484314,2.5238808538945238e-18,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.35593220591545105
15,0.01,0.0,0.025330767035484314,0.025330767035484314,8.0851708638874365e-19,0.9661016949152542,0.9588141025641025,0.9416666666666668,0.9934226378723533,0.9658490873533245,0.9722838997840881,1.0,0.33898305892944336
