epoch,prototype_residual_enabled,lambda_effective,lr,historical_loss,prototype_loss_unweighted,prototype_loss_weighted,total_loss,gamma_CN_gradient,gamma_AD_gradient,residual_sum_max_abs,CN_sMCI_gap_identity_max_abs_error,AD_sMCI_gap_identity_max_abs_error,acc,macro_f1,bacc,macro_auc,weighted_f1,gamma_CN,gamma_AD,prototype_cosine,sum_w_CN,sum_w_AD,mean_w_CN,mean_w_AD
1,False,0.0,0.01,3.3096041679382324,0.6699698567390442,0.0,3.3096041679382324,0.0,0.0,0.0,0.0,0.0,0.3389830508474576,0.1687763713080169,0.3333333333333333,0.7662597627967648,0.17163698777086464,0.05000000074505806,0.05000000074505806,0.9999379515647888,152.41400146484375,133.5859832763672,0.5329160690307617,0.4670838415622711
2,False,0.0,0.01,2.8810629844665527,0.6652858257293701,0.0,2.8810629844665527,0.0,0.0,0.0,0.0,0.0,0.3389830508474576,0.1687763713080169,0.3333333333333333,0.4814418240414445,0.17163698777086464,0.05000000074505806,0.05000000074505806,0.9832578897476196,169.909912109375,116.09008026123047,0.5940905809402466,0.40590935945510864
3,False,0.0,0.01,6.360337257385254,0.634199857711792,0.0,6.360337257385254,0.0,0.0,0.0,0.0,0.0,0.2711864406779661,0.15920398009950248,0.17204301075268816,0.4345879294645898,0.25094864659752086,0.05000000074505806,0.05000000074505806,0.9677804708480835,170.12521362304688,115.8747787475586,0.5948433876037598,0.40515655279159546
4,False,0.0,0.01,4.597323417663574,0.6460800170898438,0.0,4.597323417663574,0.0,0.0,0.0,0.0,0.0,0.3559322033898305,0.19444444444444445,0.22580645161290322,0.521972287674375,0.306497175141243,0.05000000074505806,0.05000000074505806,0.9602267742156982,171.4219970703125,114.5780029296875,0.5993776321411133,0.4006223976612091
5,False,0.0,0.01,4.434343338012695,0.6356781721115112,0.0,4.434343338012695,0.0,0.0,0.0,0.0,0.0,0.5084745762711864,0.4073429951690821,0.5389784946236559,0.6218496083296843,0.4047948906902481,0.05000000074505806,0.05000000074505806,0.9266235828399658,187.965576171875,98.03443908691406,0.6572222709655762,0.3427777588367462
6,False,0.0,0.01,3.2976596355438232,0.6381055116653442,0.0,3.2976596355438232,0.0,0.0,0.0,0.0,0.0,0.5423728813559322,0.4299355984898956,0.5295698924731184,0.8083412107605655,0.43148635373028144,0.05000000074505806,0.05000000074505806,0.9565651416778564,190.64700317382812,95.35298919677734,0.6665979027748108,0.3334020674228668
7,False,0.0,0.01,4.484530448913574,0.624874472618103,0.0,4.484530448913574,0.0,0.0,0.0,0.0,0.0,0.5423728813559322,0.4299355984898956,0.5295698924731184,0.8533815014839683,0.43148635373028144,0.05000000074505806,0.05000000074505806,0.9179843664169312,205.73388671875,80.26609802246094,0.7193492650985718,0.28065067529678345
8,False,0.0,0.01,3.8691303730010986,0.6103366613388062,0.0,3.8691303730010986,0.0,0.0,0.0,0.0,0.0,0.559322033898305,0.44722222222222224,0.5403225806451614,0.8716523251153232,0.44505649717514123,0.05000000074505806,0.05000000074505806,0.941468358039856,211.50906372070312,74.49095153808594,0.7395421862602234,0.2604578733444214
9,False,0.0,0.01,3.4339518547058105,0.6033278703689575,0.0,3.4339518547058105,0.0,0.0,0.0,0.0,0.0,0.576271186440678,0.4657467925441782,0.5510752688172044,0.8661201122301692,0.4589687726942629,0.05000000074505806,0.05000000074505806,0.9854458570480347,200.7027587890625,85.2972183227539,0.7017579078674316,0.2982420325279236
10,False,0.0,0.01,2.654099464416504,0.5880780220031738,0.0,2.654099464416504,0.0,0.0,0.0,0.0,0.0,0.576271186440678,0.47346213635354206,0.581989247311828,0.9114954832222385,0.45906119084452174,0.05000000074505806,0.05000000074505806,0.8740246891975403,227.032958984375,58.96704864501953,0.7938215136528015,0.2061784863471985
11,False,0.0,0.01,2.3810534477233887,0.5969345569610596,0.0,2.3810534477233887,0.0,0.0,0.0,0.0,0.0,0.576271186440678,0.4657467925441782,0.5510752688172044,0.8719049240870872,0.4589687726942629,0.05000000074505806,0.05000000074505806,0.6884828805923462,251.41726684570312,34.58274459838867,0.8790813684463501,0.12091868370771408
12,False,0.0,0.01,2.3825862407684326,0.5878183245658875,0.0,2.3825862407684326,0.0,0.0,0.0,0.0,0.0,0.576271186440678,0.4657467925441782,0.5510752688172044,0.8904227861533364,0.4589687726942629,0.05000000074505806,0.05000000074505806,0.6533617973327637,253.93893432617188,32.06105041503906,0.8878983855247498,0.11210157722234726
13,False,0.0,0.01,2.448533296585083,0.5919028520584106,0.0,2.448533296585083,0.0,0.0,0.0,0.0,0.0,0.5254237288135594,0.5338235294117647,0.6989247311827956,0.9136755612087679,0.41306081754735785,0.05000000074505806,0.05000000074505806,0.3991544544696808,244.07733154296875,41.922672271728516,0.8534172177314758,0.14658276736736298
14,False,0.0,0.01,2.2294254302978516,0.6219674944877625,0.0,2.2294254302978516,0.0,0.0,0.0,0.0,0.0,0.4915254237288136,0.4861111111111111,0.6155913978494624,0.851768829947198,0.3898305084745763,0.05000000074505806,0.05000000074505806,0.4177117645740509,245.70297241210938,40.297027587890625,0.8591012954711914,0.1408986896276474
15,False,0.0,0.01,2.1826000213623047,0.6147276759147644,0.0,2.1826000213623047,0.0,0.0,0.0,0.0,0.0,0.4745762711864407,0.46345811051693403,0.6048387096774194,0.8150186046296103,0.3576543097978791,0.05000000074505806,0.05000000074505806,0.7039647102355957,256.8417663574219,29.158233642578125,0.8980481028556824,0.10195186734199524
16,False,0.0,0.01,2.1132843494415283,0.6147706508636475,0.0,2.1132843494415283,0.0,0.0,0.0,0.0,0.0,0.6610169491525424,0.6822329575952764,0.7481182795698924,0.8639447838688826,0.6409836513005268,0.05000000074505806,0.05000000074505806,0.4047984778881073,244.49505615234375,41.504940032958984,0.8548778295516968,0.14512217044830322
17,False,0.0,0.01,2.0696358680725098,0.5847618579864502,0.0,2.0696358680725098,0.0,0.0,0.0,0.0,0.0,0.5932203389830508,0.49743589743589745,0.6236559139784946,0.9109232113027179,0.4722294654498044,0.05000000074505806,0.05000000074505806,0.35035818815231323,241.15792846679688,44.84206771850586,0.8432095050811768,0.15679045021533966
18,False,0.0,0.01,2.0352020263671875,0.6031877994537354,0.0,2.0352020263671875,0.0,0.0,0.0,0.0,0.0,0.5932203389830508,0.49259259259259264,0.592741935483871,0.9392777210139639,0.4732580037664783,0.05000000074505806,0.05000000074505806,0.5280677080154419,241.02474975585938,44.975242614746094,0.8427438735961914,0.1572560966014862
19,False,0.0,0.01,1.9698288440704346,0.59662926197052,0.0,1.9698288440704346,0.0,0.0,0.0,0.0,0.0,0.6101694915254238,0.513192931493585,0.603494623655914,0.9353941493884568,0.4878943416663589,0.05000000074505806,0.05000000074505806,0.7447593808174133,243.96414184570312,42.035850524902344,0.8530214428901672,0.146978497505188
20,False,0.0,0.01,1.8722717761993408,0.5422736406326294,0.0,1.8722717761993408,0.0,0.0,0.0,0.0,0.0,0.6101694915254238,0.513192931493585,0.603494623655914,0.9234607159654598,0.4878943416663589,0.05000000074505806,0.05000000074505806,0.6095982193946838,235.06890869140625,50.93109893798828,0.8219192624092102,0.17808076739311218
21,True,0.05,0.009999830837037664,1.8171346187591553,0.5389448404312134,0.02694724313914776,1.8440818786621094,0.0007733982638455927,0.0006641829386353493,3.725290298461914e-09,1.955777406692505e-07,5.029141902923584e-07,0.7966101694915254,0.7870950888192269,0.7973118279569892,0.9188845099661038,0.7957600552574252,0.05045180022716522,0.05045180022716522,0.6229356527328491,227.46780395507812,58.532203674316406,0.795341968536377,0.20465804636478424
