epoch,lr,loss_original,loss_nca,loss_refine,loss_total,acc,macro_f1,bacc,probability_macro_auc,weighted_f1,test_gate_active_ratio,train_neighbor_agreement_weighted,train_neighbor_agreement_unweighted
1,0.01,3.294834613800049,0.9044370055198669,1.1924971342086792,4.668219089508057,0.35,0.1728395061728395,0.3333333333333333,0.7667239130977338,0.18148148148148147,0.0,0.6815407872200012,0.6805297136306763
2,0.01,2.918459415435791,0.7951260209083557,1.4112721681594849,4.4887566566467285,0.35,0.1728395061728395,0.3333333333333333,0.6606394729920674,0.18148148148148147,0.0,0.7146410942077637,0.7139869928359985
3,0.01,6.511709690093994,0.9009023904800415,0.9878318309783936,7.679721832275391,0.5833333333333334,0.41431261770244826,0.4573412698412698,0.8072958062639666,0.5572504708097928,0.8166667222976685,0.714145839214325,0.7132899761199951
4,0.01,5.9251627922058105,1.0009595155715942,0.9489132165908813,7.074267864227295,0.5666666666666667,0.4921826141338337,0.5401785714285715,0.7185452399190607,0.46697936210131336,0.7166666984558105,0.7229160070419312,0.722815990447998
5,0.01,4.96198844909668,1.1201783418655396,0.9727141261100769,6.158738136291504,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.7406127131952603,0.48901960784313725,0.18333333730697632,0.7003567218780518,0.7002788186073303
6,0.01,5.108495712280273,1.1851364374160767,0.9634605646133423,6.308983325958252,0.6,0.5102821616451458,0.6354166666666666,0.7681679126254598,0.4733142037302726,0.13333334028720856,0.6948897242546082,0.6947025656700134
7,0.01,4.720381259918213,1.1019822359085083,0.9705466628074646,5.911324501037598,0.6,0.5102821616451458,0.6354166666666666,0.7998807675989279,0.4733142037302726,0.11666667461395264,0.6881310343742371,0.687964677810669
8,0.01,4.169960021972656,1.3409523963928223,0.9406346082687378,5.378785133361816,0.6,0.5102821616451458,0.6354166666666666,0.8086948701630305,0.4733142037302726,0.15000000596046448,0.684410035610199,0.6842471957206726
9,0.01,2.7925357818603516,1.4011584520339966,0.9205586314201355,3.993326187133789,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8064945242126846,0.4876255020080321,0.03333333507180214,0.6739007234573364,0.6737918257713318
10,0.01,2.742398262023926,1.3436866998672485,0.8798642158508301,3.8909997940063477,0.65,0.6135802469135803,0.6775793650793651,0.8527540440865913,0.5622839506172839,0.6666666865348816,0.6620548963546753,0.6619423627853394
11,0.01,2.666383981704712,1.3684191703796387,0.8130803108215332,3.753148078918457,0.7166666666666667,0.7528497861569347,0.7683531746031745,0.8584393310218782,0.7095304180850135,0.6500000357627869,0.6643228530883789,0.6642658114433289
12,0.01,2.520634651184082,1.5265315771102905,0.7594442367553711,3.585385322570801,0.7,0.7248974008207935,0.7743055555555555,0.8460848528655133,0.6973187414500683,0.5833333730697632,0.6580296754837036,0.6579925417900085
13,0.01,2.6476683616638184,1.4149994850158691,0.7491444945335388,3.6798129081726074,0.7,0.7268368479467259,0.8015873015873015,0.8600518541556278,0.6883551609322974,0.7000000476837158,0.658019483089447,0.6579925417900085
14,0.01,2.3650784492492676,1.5694167613983154,0.7325111031532288,3.411472797393799,0.6833333333333333,0.724468943726066,0.7321428571428571,0.8586986857918463,0.6849861762231038,0.6333333849906921,0.658236563205719,0.658224880695343
15,0.01,2.501657724380493,1.2135666608810425,0.7334602475166321,3.4778311252593994,0.7,0.7343946376204441,0.7371031746031745,0.8516584306678646,0.7012218963831868,0.6333333849906921,0.6577692627906799,0.6577602028846741
16,0.01,2.636091470718384,1.2091583013534546,0.691031813621521,3.5689549446105957,0.65,0.6720966729441306,0.7058531746031745,0.8386666345097948,0.6487806026365348,0.6333333849906921,0.6528962254524231,0.6528810262680054
17,0.01,2.317809581756592,1.569736123085022,0.7042014598846436,3.335958242416382,0.65,0.6754989123928817,0.7375992063492064,0.8383500453075925,0.645871472576242,0.6000000238418579,0.646630048751831,0.6466078162193298
18,0.01,2.317044496536255,1.3971060514450073,0.670157253742218,3.26662278175354,0.6333333333333333,0.6608465608465609,0.7217261904761904,0.8364694682501286,0.6285185185185185,0.6000000238418579,0.6456975936889648,0.6456784605979919
19,0.01,2.3645412921905518,1.691106915473938,0.68010014295578,3.3828628063201904,0.6833333333333333,0.7155982905982906,0.7475198412698413,0.8481148753849226,0.6769551282051282,0.6166666746139526,0.6477742195129395,0.6477695107460022
20,0.01,2.164520263671875,1.724452257156372,0.665174663066864,3.1745853424072266,0.7166666666666667,0.7386210837703375,0.7683531746031745,0.8404995162070633,0.7082013916901977,0.5166667103767395,0.6463747024536133,0.6463754773139954
21,0.009999830837037664,2.229790210723877,1.570212483406067,0.6440297961235046,3.1878626346588135,0.7,0.7151322445440093,0.7579365079365079,0.861371005828553,0.6920653273594451,0.5833333730697632,0.6457179188728333,0.6456784605979919
22,0.009999323359712722,2.2014565467834473,1.0949777364730835,0.6235716938972473,3.0440237522125244,0.7166666666666667,0.7464350238740484,0.779265873015873,0.8543888250550986,0.7134525422635178,0.5333333611488342,0.629453718662262,0.6294144988059998
23,0.009998477602710573,2.1319456100463867,1.074137806892395,0.6239743232727051,2.970747470855713,0.7333333333333333,0.7662345679012347,0.8169642857142857,0.8995799688606292,0.729391975308642,0.5,0.6394546627998352,0.6394051909446716
