fold,best_epoch,correct,acc,macro_f1,bacc,macro_auc,weighted_f1,elapsed_seconds,loss_non_destructive_mean,loss_non_destructive_nonzero_fraction
2,166,57,0.95,0.9608711701734958,0.9632936507936508,0.9771984381359381,0.9501845699520117,51.097900700056925,0.000804259742017166,0.483420068025589
3,168,54,0.9,0.8823953823953824,0.8521825396825397,0.9692742290030026,0.8987373737373737,49.44326369999908,0.001362377474247296,0.45025092534720895
5,137,53,0.8833333333333333,0.8354860076171552,0.8526785714285715,0.9632406759470439,0.8839998344096703,46.06558530009352,0.0012881078733516915,0.48051579263061284
6,105,58,0.9666666666666667,0.9737103174603176,0.9737103174603176,0.9808042073667074,0.9666666666666667,46.89634480001405,0.0006531577844953063,0.41800650153309105
