fold,best_epoch,correct,acc,macro_f1,bacc,macro_auc,elapsed_seconds,fresh_run
4,155,54,0.9,0.8683836488714537,0.8521825396825397,0.9506218635051183,56.09426250006072,True
7,142,54,0.9,0.9043492844364938,0.8893849206349206,0.9604505873668608,56.23264959990047,True
8,62,53,0.8983050847457628,0.8674603174603175,0.8934971838197644,0.960804617001561,54.94409660017118,True
