epoch,lr,train_loss,acc,macro_f1,bacc,probability_macro_auc,weighted_f1,selection_macro_auc_adjusted
1,0.01,3.2765932083129883,0.35,0.1728395061728395,0.3333333333333333,0.7604722212623156,0.18148148148148147,0.75384892557652
2,0.01,3.155832290649414,0.35,0.1728395061728395,0.3333333333333333,0.5829409715022923,0.18148148148148147,0.7409970358083565
3,0.01,5.279271125793457,0.26666666666666666,0.17690631808278867,0.23214285714285712,0.561162430118798,0.21834422657952068,0.7161373741562421
4,0.01,4.299354553222656,0.5,0.23529411764705885,0.3125,0.5732897703711383,0.37647058823529417,0.7347403644573456
5,0.01,3.934504985809326,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.5969393497400572,0.4876255020080321,0.7259534992435935
6,0.01,7.794414043426514,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.7589517891699495,0.4876255020080321,0.7623985738667343
7,0.01,4.225048065185547,0.6,0.4967203339296362,0.5610119047619048,0.8168939125601861,0.4742397137745975,0.789211525502799
8,0.01,2.6447043418884277,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8287714371145974,0.48901960784313725,0.7947519265325869
9,0.01,3.0840940475463867,0.6333333333333333,0.5571428571428572,0.65625,0.8396427995484599,0.5025396825396825,0.8200495455802059
10,0.01,2.8647665977478027,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.7762842830649435,0.48901960784313725,0.7738995150551754
11,0.01,2.7894349098205566,0.6166666666666667,0.5520749665327979,0.6458333333333334,0.7195604011641747,0.4944310575635877,0.7457864898902634
12,0.01,2.4093732833862305,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8314737542331881,0.48901960784313725,0.7665412908632249
13,0.01,2.419853448867798,0.6,0.6289042498719918,0.658234126984127,0.7911443574769047,0.5977150537634408,0.8104069236144706
14,0.01,2.266671657562256,0.65,0.7003222341568206,0.7113095238095237,0.8205964523771128,0.6511278195488721,0.8291752578309183
15,0.01,2.2219059467315674,0.6333333333333333,0.6558109833971902,0.7653769841269842,0.8286937446725182,0.598786717752235,0.7926374322305926
16,0.01,3.1430788040161133,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.8246423987874459,0.4459649122807018,0.776456946268267
17,0.01,2.9269089698791504,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.7907645944202549,0.4459649122807018,0.7899428543591279
18,0.01,2.4976418018341064,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.7965633903133904,0.4459649122807018,0.8113394129019129
19,0.01,2.3290019035339355,0.6333333333333333,0.648535851122058,0.6909722222222222,0.8223848184048655,0.6136015325670499,0.8239539957552929
20,0.01,2.168947696685791,0.5666666666666667,0.6168831168831169,0.6547619047619048,0.840884258779306,0.5231240981240981,0.8378730917056388
21,0.009999830837037664,2.143280267715454,0.5333333333333333,0.5575391018762397,0.7083333333333334,0.834491700647361,0.4339999349656944,0.8162352966303438
22,0.009999323359712722,1.9970518350601196,0.5666666666666667,0.5909796893667861,0.7237103174603176,0.8013076087958163,0.5032138590203107,0.7890308230815307
23,0.009998477602710573,2.0003879070281982,0.6666666666666666,0.6724826830811003,0.7108134920634921,0.8344958402446611,0.6655944832693109,0.7703533200290277
24,0.009997293623837585,1.943682312965393,0.6166666666666667,0.6274509803921569,0.6378968253968255,0.8348261081162024,0.6039215686274509,0.7496676323327267
25,0.00999577150401714,1.8478491306304932,0.5833333333333334,0.5970512235902113,0.6969246031746031,0.8651653367160442,0.5389420884632923,0.7839019820151897
26,0.009993911347284109,1.774397373199463,0.6166666666666667,0.63718820861678,0.6750992063492064,0.8656927454097265,0.5996598639455784,0.8192946990116802
27,0.009991713280777732,1.7143969535827637,0.6666666666666666,0.6488536155202822,0.6319444444444444,0.861381084848066,0.6591534391534392,0.8636132277052089
28,0.009989177454732934,1.7579030990600586,0.65,0.6709551656920077,0.7757936507936508,0.9002795008101612,0.6207992202729045,0.8538115012171615
29,0.00998630404247006,1.7057573795318604,0.7833333333333333,0.782712156381845,0.8427579365079364,0.8958084357553697,0.7833041358268003,0.859469550802098
30,0.009983093240383016,1.7928969860076904,0.65,0.6709551656920077,0.7757936507936508,0.8916744179126255,0.6207992202729045,0.8775093158937498
31,0.009979545267925863,1.6363976001739502,0.75,0.7567563713116273,0.8328373015873015,0.8917793477050552,0.7445592492762304,0.8893296060159268
32,0.009975660367597807,1.50101900100708,0.7666666666666667,0.7677872209891913,0.7688492063492064,0.8985747666467007,0.7657698623215865,0.9065416916242389
33,0.009971438804926623,1.3884825706481934,0.75,0.7608695652173912,0.7256944444444445,0.906794267053701,0.7479468599033817,0.9038180765775105
34,0.00996688086845051,1.4133986234664917,0.6666666666666666,0.6777913444580111,0.7063492063492064,0.9002436842943918,0.6578347578347579,0.9094888449251658
35,0.009961986869698373,1.4983187913894653,0.7166666666666667,0.7369696969696969,0.7693452380952381,0.902707944571152,0.7138181818181818,0.9024203925442134
36,0.009956757143168527,1.34049391746521,0.7166666666666667,0.7216293216293216,0.7738095238095237,0.9028555902081846,0.7116139216139217,0.8905788044938988
37,0.009951192046305833,1.6765656471252441,0.7166666666666667,0.7138265142122423,0.7529761904761904,0.9096287513150721,0.7170523947283832,0.9051644656007864
38,0.009945291959477269,1.4526152610778809,0.6166666666666667,0.6672564836499263,0.7177579365079364,0.900482581054515,0.5902489374620522,0.9070245846484054
39,0.009939057285945933,1.4351708889007568,0.6333333333333333,0.6629545125307836,0.6909722222222222,0.9027497005091344,0.6159206142256989,0.9117132485351824
40,0.009932488451843476,1.3511145114898682,0.7666666666666667,0.7663266243911405,0.7579365079365079,0.9265369664839005,0.7670912599944858,0.9164923236267576
41,0.009925585906140986,1.1714048385620117,0.8,0.790809481216458,0.7787698412698413,0.9326292538261877,0.7998211091234347,0.9173762776357116
42,0.009918350120618293,1.1341333389282227,0.8,0.8061868686868686,0.7787698412698413,0.9225710522880334,0.8010101010101011,0.8436388308145384
43,0.009910781589831726,1.0493812561035156,0.8166666666666667,0.8031746031746033,0.7891865079365079,0.92349772214159,0.8161538461538462,0.804534574876556
44,0.009902880831080306,0.9442986845970154,0.7833333333333333,0.7608788913136739,0.751984126984127,0.9288314432771981,0.781048439744092,0.84955539525115
45,0.009894648384370404,0.9685754776000977,0.8,0.790809481216458,0.7787698412698413,0.928220522707551,0.7998211091234347,0.8577255204613695
46,0.009886084812378817,0.8608641624450684,0.8333333333333334,0.8156613034661815,0.7996031746031745,0.9182665310318612,0.8325127447078666,0.8917615894325799
47,0.009877190700414313,0.8461906313896179,0.8,0.790809481216458,0.7787698412698413,0.9134719774460341,0.7998211091234347,0.8830295588845117
48,0.00986796665637763,0.7642369866371155,0.8,0.7757629367536488,0.7678571428571429,0.9350755158538178,0.7988648090815272,0.9240974238026124
49,0.009858413310719925,0.7750430703163147,0.8166666666666667,0.7922972806693737,0.7946428571428571,0.9286905769806713,0.816568229358927,0.9199728250435797
50,0.009848531316399685,0.756112813949585,0.8166666666666667,0.8042698042698042,0.7946428571428571,0.9271675051450995,0.8163188663188663,0.8970127585988434
51,0.009838321348838096,0.7226274013519287,0.85,0.8371794871794872,0.8472222222222222,0.9333442642699717,0.8503205128205129,0.9027540800830897
