arm,rho,epoch,c1_loss,boundary_loss,total_loss
BC-DGL-S,0.0,1,3.3026833534240723,0.724676787853241,3.4838526248931885
BC-DGL-S,0.0,2,2.9953958988189697,0.8148238062858582,3.1991019248962402
BC-DGL-S,0.0,3,5.920387268066406,0.5966996550559998,6.069561958312988
BC-DGL-M,0.25,1,3.3026833534240723,0.724676787853241,3.4838526248931885
BC-DGL-M,0.25,2,2.924342155456543,0.6916608810424805,3.097257375717163
BC-DGL-M,0.25,3,6.148890018463135,0.5636903643608093,6.2898125648498535
