b_AD,b_CN,b_SMCI,correct_count,acc,bacc,macro_f1,bias_l2_norm
-1,-1,0,459,0.85157699443413726,0.79180772930772925,0.83201225570319659,1.4142135623730951
-1,-0.90000000000000002,0,463,0.85899814471243041,0.79886240302906975,0.83865858863852105,1.3453624047073711
-1,-0.80000000000000004,0,465,0.86270871985157704,0.80298790715457391,0.84214559386973187,1.2806248474865698
-1,-0.69999999999999996,0,470,0.8719851576994434,0.81180624930624923,0.85023225106694023,1.2206555615733703
-1,-0.59999999999999998,0,473,0.87755102040816324,0.81829358912692252,0.85530457311187102,1.1661903789690602
-1,-0.5,0,479,0.88868274582560292,0.8288755997089331,0.86467680138425418,1.1180339887498949
-1,-0.40000000000000002,0,482,0.89424860853432286,0.8347647722647723,0.8693889771758907,1.0770329614269007
-1,-0.29999999999999999,0,487,0.90352504638218922,0.8441812816812817,0.87704678362573107,1.0440306508910551
-1,-0.20000000000000001,0,487,0.90352504638218922,0.84477944894611545,0.87710616365503957,1.019803902718557
-1,-0.10000000000000001,0,490,0.90909090909090906,0.85007045423712091,0.88158901080593977,1.004987562112089
-1,-0,0,493,0.9146567717996289,0.85536145952812614,0.8860386473429952,1
-1,0.10000000000000001,0,489,0.90723562152133586,0.85189578939578936,0.88035748514471912,1.004987562112089
-1,0.20000000000000001,0,489,0.90723562152133586,0.85369029119029116,0.88045911286623901,1.019803902718557
-1,0.29999999999999999,0,485,0.8998144712430427,0.84962645379312052,0.87480744164000479,1.0440306508910551
-1,0.40000000000000002,0,483,0.89610389610389607,0.84729545146211815,0.87197823322390799,1.0770329614269007
-1,0.5,0,481,0.89239332096474955,0.84616078366078362,0.86923076923076925,1.1180339887498949
-1,0.59999999999999998,0,475,0.88126159554730987,0.83976594393261061,0.86085480888514387,1.1661903789690602
-1,0.69999999999999996,0,467,0.86641929499072357,0.83044193460860127,0.84971479127377714,1.2206555615733703
-1,0.80000000000000004,0,459,0.85157699443413726,0.82111792528459204,0.83863978681496931,1.2806248474865698
-1,0.90000000000000002,0,457,0.84786641929499074,0.81938509021842343,0.83591842397336291,1.3453624047073711
-1,1,0,448,0.83116883116883122,0.80889557972891302,0.82351773110876092,1.4142135623730951
-0.90000000000000002,-1,0,458,0.84972170686456405,0.79064222814222818,0.82902905794715709,1.3453624047073711
-0.90000000000000002,-0.90000000000000002,0,462,0.8571428571428571,0.79769690186356856,0.83567460534048399,1.2727922061357855
-0.90000000000000002,-0.80000000000000004,0,464,0.86085343228200373,0.80182240598907262,0.83915921058778198,1.2041594578792296
-0.90000000000000002,-0.69999999999999996,0,469,0.87012987012987009,0.81064074814074816,0.84724493055307326,1.1401754250991381
-0.90000000000000002,-0.59999999999999998,0,472,0.87569573283859004,0.81712808796142122,0.85231260734418635,1.0816653826391969
-0.90000000000000002,-0.5,0,478,0.88682745825602971,0.8277100985434318,0.86168378283023717,1.0295630140987
-0.90000000000000002,-0.40000000000000002,0,481,0.89239332096474955,0.83359927109927112,0.86639337014437368,0.98488578017961048
-0.90000000000000002,-0.29999999999999999,0,486,0.90166975881261591,0.84301578051578063,0.87404826572866112,0.94868329805051377
-0.90000000000000002,-0.20000000000000001,0,486,0.90166975881261591,0.84361394778061438,0.87410551961029104,0.92195444572928875
-0.90000000000000002,-0.10000000000000001,0,489,0.90723562152133586,0.84890495307161962,0.87858790388258379,0.90553851381374173
-0.90000000000000002,-0,0,492,0.91280148423005569,0.85419595836262496,0.88303709821456788,0.90000000000000002
-0.90000000000000002,0.10000000000000001,0,488,0.90538033395176254,0.85073028823028818,0.87734343048091834,0.90553851381374173
-0.90000000000000002,0.20000000000000001,0,488,0.90538033395176254,0.85252479002478998,0.87743829209797797,0.92195444572928875
-0.90000000000000002,0.29999999999999999,0,484,0.89795918367346939,0.84846095262761934,0.87177573385575091,0.94868329805051377
-0.90000000000000002,0.40000000000000002,0,482,0.89424860853432286,0.84612995029661697,0.86894215906347616,0.98488578017961048
-0.90000000000000002,0.5,0,480,0.89053803339517623,0.84499528249528255,0.86618540208732853,1.0295630140987
-0.90000000000000002,0.59999999999999998,0,474,0.87940630797773656,0.83860044276710932,0.85779315534164902,1.0816653826391969
-0.90000000000000002,0.69999999999999996,0,466,0.86456400742115025,0.8292764334431002,0.84663401265343019,1.1401754250991381
-0.90000000000000002,0.80000000000000004,0,458,0.84972170686456405,0.81995242411909075,0.83553903864689971,1.2041594578792296
-0.90000000000000002,0.90000000000000002,0,456,0.84601113172541742,0.81821958905292236,0.83280961561999822,1.2727922061357855
-0.90000000000000002,1,0,447,0.82931354359925791,0.80773007856341172,0.82038493328941475,1.3453624047073711
-0.80000000000000004,-1,0,457,0.84786641929499074,0.78947672697672699,0.82608695652173925,1.2806248474865698
-0.80000000000000004,-0.90000000000000002,0,461,0.85528756957328389,0.79653140069806738,0.83273170464504831,1.2041594578792296
-0.80000000000000004,-0.80000000000000004,0,463,0.85899814471243041,0.80065690482357155,0.83621389093087206,1.131370849898476
-0.80000000000000004,-0.69999999999999996,0,468,0.86827458256029688,0.80947524697524698,0.84429865614197519,1.063014581273465
-0.80000000000000004,-0.59999999999999998,0,471,0.87384044526901672,0.81596258679592015,0.84936165199323099,1
-0.80000000000000004,-0.5,0,477,0.88497217068645639,0.82654459737793073,0.8587317529399886,0.94339811320566047
-0.80000000000000004,-0.40000000000000002,0,480,0.89053803339517623,0.83243376993377005,0.86343872774097974,0.89442719099991597
-0.80000000000000004,-0.29999999999999999,0,485,0.8998144712430427,0.84185027935027934,0.87109068049662108,0.8544003745317531
-0.80000000000000004,-0.20000000000000001,0,485,0.8998144712430427,0.84244844661511331,0.87114579467585207,0.82462112512353214
-0.80000000000000004,-0.10000000000000001,0,488,0.90538033395176254,0.84773945190611855,0.87562770464099293,0.80622577482985502
-0.80000000000000004,-0,0,491,0.91094619666048238,0.85303045719712378,0.88007644529383666,0.80000000000000004
-0.80000000000000004,0.10000000000000001,0,487,0.90352504638218922,0.849564787064787,0.87437020246252128,0.80622577482985502
-0.80000000000000004,0.20000000000000001,0,487,0.90352504638218922,0.85135928885928891,0.87445825350150097,0.82462112512353214
-0.80000000000000004,0.29999999999999999,0,483,0.89610389610389607,0.84729545146211815,0.8687847485871244,0.8544003745317531
-0.80000000000000004,0.40000000000000002,0,481,0.89239332096474955,0.84496444913111579,0.86594678469678465,0.89442719099991597
-0.80000000000000004,0.5,0,479,0.88868274582560292,0.84382978132978126,0.86318067897015271,0.94339811320566047
-0.80000000000000004,0.59999999999999998,0,473,0.87755102040816324,0.83743494160160825,0.85477205575158433,1
-0.80000000000000004,0.69999999999999996,0,465,0.86270871985157704,0.82811093227759891,0.84359368506436605,1.063014581273465
-0.80000000000000004,0.80000000000000004,0,457,0.84786641929499074,0.81878692295358968,0.83247863247863252,1.131370849898476
-0.80000000000000004,0.90000000000000002,0,455,0.8441558441558441,0.81705408788742118,0.82974110064550777,1.2041594578792296
-0.80000000000000004,1,0,446,0.82745825602968459,0.80656457739791065,0.81729229481722021,1.2806248474865698
-0.69999999999999996,-1,0,458,0.84972170686456405,0.79468506031006036,0.83012131572260872,1.2206555615733703
-0.69999999999999996,-0.90000000000000002,0,462,0.8571428571428571,0.80173973403140064,0.836771740913132,1.1401754250991381
-0.69999999999999996,-0.80000000000000004,0,464,0.86085343228200373,0.80586523815690481,0.84025806106497347,1.063014581273465
-0.69999999999999996,-0.69999999999999996,0,469,0.87012987012987009,0.81468358030858035,0.8483501861391175,0.98994949366116647
-0.69999999999999996,-0.59999999999999998,0,472,0.87569573283859004,0.82117092012925352,0.85342035499296998,0.92195444572928864
-0.69999999999999996,-0.5,0,478,0.88682745825602971,0.83175293071126399,0.86279976552412163,0.86023252670426265
-0.69999999999999996,-0.40000000000000002,0,481,0.89239332096474955,0.83764210326710342,0.86751293117267514,0.80622577482985491
-0.69999999999999996,-0.29999999999999999,0,486,0.90166975881261591,0.84705861268361271,0.87517451262423107,0.76157731058639078
-0.69999999999999996,-0.20000000000000001,0,486,0.90166975881261591,0.84765677994844657,0.87523112826702931,0.72801098892805183
-0.69999999999999996,-0.10000000000000001,0,489,0.90723562152133586,0.85294778523945192,0.87971808030603027,0.70710678118654746
-0.69999999999999996,-0,0,492,0.91280148423005569,0.85823879053045715,0.88417193917086612,0.69999999999999996
-0.69999999999999996,0.10000000000000001,0,488,0.90538033395176254,0.85477312039812026,0.87846821851733337,0.70710678118654746
-0.69999999999999996,0.20000000000000001,0,488,0.90538033395176254,0.85656762219262228,0.8785610628317021,0.72801098892805183
-0.69999999999999996,0.29999999999999999,0,484,0.89795918367346939,0.85250378479545141,0.87288844209007188,0.76157731058639078
-0.69999999999999996,0.40000000000000002,0,482,0.89424860853432286,0.85017278246444905,0.87005008500968495,0.80622577482985491
-0.69999999999999996,0.5,0,480,0.89053803339517623,0.84903811466311463,0.86728680022301807,0.86023252670426265
-0.69999999999999996,0.59999999999999998,0,474,0.87940630797773656,0.84264327493494162,0.85887841777410434,0.92195444572928864
-0.69999999999999996,0.69999999999999996,0,466,0.86456400742115025,0.83331926561093228,0.84769790680570789,0.98994949366116647
-0.69999999999999996,0.80000000000000004,0,458,0.84972170686456405,0.82399525628692294,0.83658036189496776,1.063014581273465
-0.69999999999999996,0.90000000000000002,0,456,0.84601113172541742,0.82226242122075455,0.8338437165610767,1.1401754250991381
-0.69999999999999996,1,0,447,0.82931354359925791,0.81177291073124402,0.8213914991447635,1.2206555615733703
-0.59999999999999998,-1,0,459,0.85157699443413726,0.80393622581122581,0.83507353466124068,1.1661903789690602
-0.59999999999999998,-0.90000000000000002,0,463,0.85899814471243041,0.8109908995325662,0.84173460015371793,1.0816653826391969
-0.59999999999999998,-0.80000000000000004,0,465,0.86270871985157704,0.81511640365807025,0.84522682080517075,1
-0.59999999999999998,-0.69999999999999996,0,470,0.8719851576994434,0.82393474580974579,0.85333282441118941,0.92195444572928864
-0.59999999999999998,-0.59999999999999998,0,473,0.87755102040816324,0.83042208563041908,0.85841274797424905,0.84852813742385702
-0.59999999999999998,-0.5,0,479,0.88868274582560292,0.84100409621242955,0.86780985186017201,0.78102496759066542
-0.59999999999999998,-0.40000000000000002,0,482,0.89424860853432286,0.84689326876826876,0.87253287560994897,0.7211102550927978
-0.59999999999999998,-0.29999999999999999,0,487,0.90352504638218922,0.85630977818477827,0.88021091890378178,0.67082039324993692
-0.59999999999999998,-0.20000000000000001,0,487,0.90352504638218922,0.85690794544961202,0.88026841091424812,0.63245553203367588
-0.59999999999999998,-0.10000000000000001,0,490,0.90909090909090906,0.86219895074061748,0.88476505764006086,0.60827625302982191
-0.59999999999999998,-0,0,493,0.9146567717996289,0.86748995603162271,0.88922878628026059,0.59999999999999998
-0.59999999999999998,0.10000000000000001,0,489,0.90723562152133586,0.86402428589928582,0.88351750346597091,0.60827625302982191
-0.59999999999999998,0.20000000000000001,0,489,0.90723562152133586,0.86581878769378762,0.88361316723837036,0.63245553203367588
-0.59999999999999998,0.29999999999999999,0,485,0.8998144712430427,0.86175495029661697,0.87793131524327273,0.67082039324993692
-0.59999999999999998,0.40000000000000002,0,483,0.89610389610389607,0.85942394796561461,0.8750877475015405,0.7211102550927978
-0.59999999999999998,0.5,0,481,0.89239332096474955,0.85828928016428019,0.87232074614796684,0.78102496759066542
