epoch,prototype_residual_enabled,lambda_effective,lr,historical_loss,prototype_loss_unweighted,prototype_loss_weighted,total_loss,gamma_CN_gradient,gamma_AD_gradient,residual_sum_max_abs,CN_sMCI_gap_identity_max_abs_error,AD_sMCI_gap_identity_max_abs_error,acc,macro_f1,bacc,macro_auc,weighted_f1,gamma_CN,gamma_AD,prototype_cosine,sum_w_CN,sum_w_AD,mean_w_CN,mean_w_AD
1,False,0.0,0.01,3.315274477005005,0.6691275835037231,0.0,3.315274477005005,0.0,0.0,0.0,0.0,0.0,0.35,0.1728395061728395,0.3333333333333333,0.6784116041191512,0.18148148148148147,0.05000000074505806,0.05000000074505806,0.999950647354126,149.44277954101562,135.55722045898438,0.5243606567382812,0.47563937306404114
2,False,0.0,0.01,2.9324517250061035,0.6696630120277405,0.0,2.9324517250061035,0.0,0.0,0.0,0.0,0.0,0.35,0.1728395061728395,0.3333333333333333,0.5758938170494774,0.18148148148148147,0.05000000074505806,0.05000000074505806,0.9857608079910278,169.82391357421875,115.17608642578125,0.5958734154701233,0.4041266143321991
3,False,0.0,0.01,5.754035949707031,0.6339242458343506,0.0,5.754035949707031,0.0,0.0,0.0,0.0,0.0,0.4,0.2219883040935672,0.25545634920634924,0.5018919759485797,0.34553216374269,0.05000000074505806,0.05000000074505806,0.9651818871498108,171.53396606445312,113.46603393554688,0.6018735766410828,0.3981264531612396
4,False,0.0,0.01,3.4577698707580566,0.6429595351219177,0.0,3.4577698707580566,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.24242424242424243,0.3333333333333333,0.6581590142910897,0.3878787878787879,0.05000000074505806,0.05000000074505806,0.9886437654495239,165.37771606445312,119.62227630615234,0.5802726745605469,0.41972729563713074
5,False,0.0,0.01,3.975919723510742,0.6367771625518799,0.0,3.975919723510742,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.7239433947865551,0.3710144927536232,0.05000000074505806,0.05000000074505806,0.9736738204956055,178.3931884765625,106.60679626464844,0.6259410381317139,0.37405893206596375
6,False,0.0,0.01,2.916475296020508,0.6376228332519531,0.0,2.916475296020508,0.0,0.0,0.0,0.0,0.0,0.55,0.45274261603375526,0.6041666666666666,0.8703685705454572,0.43272151898734174,0.05000000074505806,0.05000000074505806,0.9391810894012451,198.43917846679688,86.56082153320312,0.6962778568267822,0.30372217297554016
7,False,0.0,0.01,3.1248674392700195,0.6102617383003235,0.0,3.1248674392700195,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.8630825193325194,0.4459649122807018,0.05000000074505806,0.05000000074505806,0.9414746761322021,209.8538055419922,75.14619445800781,0.7363291382789612,0.2636708617210388
8,False,0.0,0.01,2.7346277236938477,0.6060934066772461,0.0,2.7346277236938477,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.5571428571428572,0.65625,0.8822655932030932,0.5025396825396825,0.05000000074505806,0.05000000074505806,0.9414801597595215,224.24249267578125,60.75750732421875,0.7868157625198364,0.21318423748016357
9,False,0.0,0.01,4.8851094245910645,0.5882358551025391,0.0,4.8851094245910645,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.5571428571428572,0.65625,0.906342211029711,0.5025396825396825,0.05000000074505806,0.05000000074505806,0.8830970525741577,237.09840393066406,47.90160369873047,0.8319242596626282,0.1680757999420166
10,False,0.0,0.01,4.140672206878662,0.5926686525344849,0.0,4.140672206878662,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.5571428571428572,0.65625,0.9087142602767603,0.5025396825396825,0.05000000074505806,0.05000000074505806,0.7263767719268799,246.36447143554688,38.63551330566406,0.8644367456436157,0.1355632096529007
