epoch,base_lr,correction_lr,base_loss,correction_loss,loss_ad_smci,loss_cn_smci,input_projection_gradient,output_ad_smci_gradient,output_cn_smci_gradient,base_acc,base_macro_f1,base_bacc,base_macro_auc,base_weighted_f1,corrected_acc,corrected_macro_f1,corrected_bacc,corrected_macro_auc,corrected_weighted_f1
1,0.01,0.01,3.298175096511841,0.8187493085861206,0.7972055077552795,0.8402930498123169,0.0,0.005488227587193251,0.0047451830469071865,0.35,0.1728395061728395,0.3333333333333333,0.7458548832369587,0.18148148148148147,0.35,0.1728395061728395,0.3333333333333333,0.745482859427435,0.18148148148148147
2,0.01,0.01,2.893754482269287,0.9046018123626709,0.6857057213783264,1.1234979629516602,0.004120991099625826,0.001985906856134534,0.012214266695082188,0.35,0.1728395061728395,0.3333333333333333,0.5966965533592893,0.18148148148148147,0.35,0.1728395061728395,0.3333333333333333,0.5931384794887153,0.18148148148148147
3,0.01,0.01,6.506139755249023,0.6485499739646912,0.5050219893455505,0.7920779585838318,0.002486671321094036,0.0014739471953362226,0.00846615619957447,0.31666666666666665,0.18693244739756365,0.2033730158730159,0.48352386279862697,0.2905647840531561,0.31666666666666665,0.18693244739756365,0.2033730158730159,0.484674910824675,0.2905647840531561
4,0.01,0.01,5.046764850616455,0.6645897626876831,0.54128098487854,0.7878984808921814,0.003333382774144411,0.005360053386539221,0.019179901108145714,0.35,0.18918918918918917,0.21875,0.5206269534099722,0.30270270270270266,0.35,0.18918918918918917,0.21875,0.5194759053839243,0.30270270270270266
5,0.01,0.01,4.8721818923950195,0.6401956081390381,0.4868551194667816,0.7935361266136169,0.005494849290698767,0.008096201345324516,0.03704790771007538,0.48333333333333334,0.38999999999999996,0.5625,0.5791994354789166,0.3809444444444445,0.48333333333333334,0.38999999999999996,0.5625,0.577571433850915,0.3809444444444445
6,0.01,0.01,5.58338737487793,0.6304360628128052,0.48780399560928345,0.7730681896209717,0.005287640728056431,0.009115273132920265,0.021525628864765167,0.4666666666666667,0.37585585585585585,0.5520833333333334,0.7717201670621483,0.3680360360360361,0.4666666666666667,0.37585585585585585,0.5520833333333334,0.7721271674691487,0.3680360360360361
7,0.01,0.01,4.05152702331543,0.5987389087677002,0.39800792932510376,0.7994699478149414,0.005015873815864325,0.010268112644553185,0.0048611643724143505,0.4666666666666667,0.37585585585585585,0.5520833333333334,0.8044401440627856,0.3680360360360361,0.4666666666666667,0.37585585585585585,0.5520833333333334,0.8056611452837869,0.3680360360360361
8,0.01,0.01,4.3934831619262695,0.5828288793563843,0.3759976625442505,0.7896600961685181,0.002478705020621419,0.012876101769506931,0.00545913353562355,0.5,0.3956043956043956,0.5357142857142857,0.8040826388408936,0.3948717948717949,0.5,0.3956043956043956,0.5357142857142857,0.8044546626504174,0.3948717948717949
9,0.01,0.01,2.9227020740509033,0.5764814615249634,0.38480913639068604,0.768153727054596,0.004236089531332254,0.021306520327925682,0.005853801965713501,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.7894765197241612,0.40755274261603375,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.7887324721051137,0.40755274261603375
10,0.01,0.01,2.691821336746216,0.5474487543106079,0.3597224950790405,0.7351750731468201,0.004573524463921785,0.02634246274828911,0.007027349900454283,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.794946967558996,0.40755274261603375,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.7946448969444253,0.40755274261603375
11,0.01,0.01,2.71989369392395,0.5235480070114136,0.3324059844017029,0.714690089225769,0.003073088824748993,0.01931043341755867,0.0035543828271329403,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.8135958533953818,0.40755274261603375,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.8170489974735258,0.40755274261603375
12,0.01,0.01,2.873802661895752,0.49192577600479126,0.2998923659324646,0.6839591860771179,0.002444135956466198,0.010511860251426697,0.006108603905886412,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.8272607840709255,0.40755274261603375,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.8287838559064974,0.40755274261603375
13,0.01,0.01,2.5153589248657227,0.4868897795677185,0.2749670445919037,0.6988124847412109,0.0024466444738209248,0.0024189359974116087,0.008368073031306267,0.55,0.547008547008547,0.6815476190476191,0.8300416335498882,0.4752136752136752,0.55,0.547008547008547,0.6815476190476191,0.8272975604933152,0.4752136752136752
14,0.01,0.01,3.6036558151245117,0.4839128255844116,0.28190717101097107,0.6859185099601746,0.0013774412218481302,0.008246766403317451,0.010356692597270012,0.5166666666666667,0.519487401840343,0.6607142857142857,0.8472246819829367,0.42039552921905865,0.5166666666666667,0.519487401840343,0.6607142857142857,0.8397714870297417,0.42039552921905865
15,0.01,0.01,4.752881050109863,0.497189462184906,0.3036951720714569,0.6906837821006775,0.0026296726427972317,0.006969038862735033,0.01206132024526596,0.5166666666666667,0.5310272959526691,0.6607142857142857,0.8723669161463973,0.4222183003899422,0.5166666666666667,0.5310272959526691,0.6607142857142857,0.8610885533055344,0.4222183003899422
16,0.01,0.01,3.7133607864379883,0.48476263880729675,0.29074805974960327,0.6787772178649902,0.004206447396427393,0.004207765217870474,0.014521044678986073,0.5166666666666667,0.5310272959526691,0.6607142857142857,0.8730477899109973,0.4222183003899422,0.5333333333333333,0.5498405103668261,0.6711309523809524,0.8586883068015143,0.4505781499202552
17,0.01,0.01,2.3500359058380127,0.4780431389808655,0.25381866097450256,0.7022676467895508,0.006033651530742645,0.00257697282359004,0.023037433624267578,0.5666666666666667,0.5741830065359478,0.6919642857142857,0.8725690364841308,0.5023529411764706,0.5666666666666667,0.4892796248934357,0.5828373015873015,0.8576976231752176,0.47278772378516626
18,0.01,0.01,2.9360671043395996,0.4321092963218689,0.1796606034040451,0.6845579743385315,0.00397660443559289,0.00010321060835849494,0.02645104192197323,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.8682456170663718,0.4459649122807018,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.8676064992397539,0.4459649122807018
19,0.01,0.01,3.365105152130127,0.4427816867828369,0.19793274998664856,0.6876306533813477,0.008387081325054169,0.0009326303261332214,0.00719307130202651,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.8589323030655578,0.4459649122807018,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.8667225452308,0.4459649122807018
20,0.01,0.01,3.1514062881469727,0.4493024945259094,0.2200232595205307,0.678581714630127,0.013673960231244564,0.0009551276452839375,0.029420334845781326,0.5666666666666667,0.46293639406982307,0.5773809523809524,0.8637481545795226,0.44658058345289336,0.5666666666666667,0.46293639406982307,0.5773809523809524,0.8605748232811913,0.44658058345289336
21,0.009999830837037664,0.009999830837037664,2.672898769378662,0.45882728695869446,0.22354374825954437,0.6941108107566833,0.016371915116906166,0.000704350124578923,0.02649424597620964,0.6,0.5047619047619047,0.5982142857142857,0.8582540690441633,0.4742857142857143,0.6,0.5047619047619047,0.5982142857142857,0.8675673830449773,0.4742857142857143
22,0.009999323359712722,0.009999323359712722,2.2464826107025146,0.44679898023605347,0.20936864614486694,0.68422931432724,0.01749720424413681,2.2338830603985116e-05,0.004298500716686249,0.5333333333333333,0.4358974358974359,0.59375,0.8247923841968653,0.4196581196581197,0.5333333333333333,0.4358974358974359,0.59375,0.8286875052794863,0.4196581196581197
23,0.009998477602710573,0.009998477602710573,2.689875841140747,0.45061925053596497,0.23420749604701996,0.6670309901237488,0.021929051727056503,0.0011899233795702457,0.002582764020189643,0.5,0.40465293668954994,0.5729166666666666,0.8074984665491741,0.3938215102974828,0.5,0.40465293668954994,0.5729166666666666,0.8098355391987467,0.3938215102974828
24,0.009997293623837585,0.009997293623837585,2.8660240173339844,0.47721511125564575,0.2977364957332611,0.6566937565803528,0.01399277988821268,0.0015752729959785938,0.01346073392778635,0.5,0.40465293668954994,0.5729166666666666,0.8050914407046482,0.3938215102974828,0.5,0.40465293668954994,0.5729166666666666,0.8047194168951245,0.3938215102974828
25,0.00999577150401714,0.00999577150401714,2.521580934524536,0.46602946519851685,0.2887929677963257,0.643265962600708,0.010917979292571545,0.0015015267999842763,0.019028956070542336,0.5166666666666667,0.41991341991341996,0.5833333333333334,0.8153604617342826,0.4067099567099567,0.5166666666666667,0.46636778746367785,0.5942460317460317,0.8153604617342826,0.4517036114570361
26,0.009993911347284109,0.009993911347284109,2.250532865524292,0.44387152791023254,0.2521296739578247,0.6356133818626404,0.006876110564917326,0.001393513404764235,0.013502498157322407,0.6833333333333333,0.7219172860682295,0.716765873015873,0.8837810457798666,0.6811787688202782,0.6833333333333333,0.7191475460240593,0.7276785714285715,0.8841530695893903,0.6729053768400015
27,0.009991713280777732,0.009991713280777732,2.339470863342285,0.47164255380630493,0.2869713306427002,0.6563137769699097,0.009130437858402729,0.005036401096731424,0.008436765521764755,0.6666666666666666,0.6923605993613363,0.7544642857142857,0.9014877832684437,0.6439351510685334,0.6666666666666666,0.6923605993613363,0.7544642857142857,0.8999996880303485,0.6439351510685334
28,0.009989177454732934,0.009989177454732934,2.3049590587615967,0.4241170287132263,0.1978355348110199,0.6503984928131104,0.006391526199877262,0.0019106784602627158,0.007187370676547289,0.6833333333333333,0.6932854113305241,0.7911706349206349,0.8857433348883821,0.6682647552948304,0.6666666666666666,0.6764440746134109,0.7862103174603176,0.8857433348883821,0.6419596421884751
29,0.00998630404247006,0.00998630404247006,2.194448471069336,0.41343849897384644,0.20354385673999786,0.6233331561088562,0.006126836407929659,0.00012023703311569989,0.007639016956090927,0.5833333333333334,0.48971193415637854,0.625,0.8775588110788582,0.45946502057613164,0.55,0.45274261603375526,0.6041666666666666,0.8745826206026678,0.43272151898734174
30,0.009983093240383016,0.009983093240383016,2.236013889312744,0.4109746515750885,0.20700228214263916,0.6149470210075378,0.007837291806936264,0.0007079839706420898,0.008581941947340965,0.6166666666666667,0.5730254930254931,0.6622023809523809,0.8899609845954185,0.5487667147667149,0.6333333333333333,0.6033050594454102,0.683531746031746,0.8854966988811329,0.5903693166851062
31,0.009979545267925863,0.009979545267925863,2.123244285583496,0.38677677512168884,0.2151639610528946,0.5583896040916443,0.004590255673974752,0.002494104905053973,0.009942361153662205,0.7,0.7354269293924466,0.7752976190476191,0.9314500085431688,0.6867816091954023,0.6833333333333333,0.7215473948524794,0.8020833333333334,0.9277297704479309,0.6593840238543628
32,0.009975660367597807,0.009975660367597807,2.1295557022094727,0.3923148810863495,0.23225200176239014,0.5523777604103088,0.0031933451537042856,0.00166672735940665,0.007907642982900143,0.75,0.7775046382189239,0.84375,0.9353246716159452,0.739424087816945,0.7,0.7121578099838969,0.8125,0.9383008620921357,0.677878421900161
