epoch,lr,loss,ema_updated,ema_used_for_selection,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,3.1743359565734863,False,False,0.35,0.1728395061728395,0.3333333333333333,0.7418710307861253,0.18148148148148147
2,0.01,4.551176071166992,False,False,0.35,0.1728395061728395,0.3333333333333333,0.737928634302455,0.18148148148148147
3,0.01,4.816904067993164,False,False,0.35,0.1728395061728395,0.3333333333333333,0.7095908110059054,0.18148148148148147
4,0.01,7.45924186706543,False,False,0.4166666666666667,0.2136752136752137,0.2604166666666667,0.623770959561054,0.3418803418803419
5,0.01,4.723810195922852,False,False,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.6724729018361093,0.3710144927536232
6,0.01,2.8993611335754395,False,False,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.8091809428778768,0.46019076305220885
7,0.01,2.9908947944641113,False,False,0.6,0.5047619047619047,0.5982142857142857,0.8278711646930986,0.4742857142857143
8,0.01,2.901552677154541,False,False,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.807268568913616,0.48901960784313725
9,0.01,2.7847681045532227,False,False,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8023273295973766,0.4876255020080321
10,0.01,3.030186176300049,False,False,0.6,0.5102821616451458,0.6354166666666666,0.8022923529999001,0.4733142037302726
11,0.01,2.5008394718170166,False,False,0.5166666666666667,0.5517080745341615,0.6979166666666666,0.8043273550349023,0.40655538302277433
12,0.01,2.604058265686035,False,False,0.48333333333333334,0.5209926224010731,0.6398809523809524,0.8238824527149999,0.3679946344735078
13,0.01,2.9009146690368652,False,False,0.48333333333333334,0.5209926224010731,0.6398809523809524,0.8096056415631887,0.3679946344735078
14,0.01,2.371131181716919,False,False,0.5,0.5166240409207161,0.6875,0.8188762397194002,0.3718670076726343
15,0.01,2.4888007640838623,False,False,0.5833333333333334,0.48971193415637854,0.625,0.8354174105942973,0.45946502057613164
16,0.01,2.2799487113952637,False,False,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8604256777900646,0.48901960784313725
17,0.01,2.2323358058929443,False,False,0.6,0.5102821616451458,0.6354166666666666,0.8467307500326369,0.4733142037302726
18,0.01,2.3252694606781006,False,False,0.5833333333333334,0.48971193415637854,0.625,0.8344336262968338,0.45946502057613164
19,0.01,2.1386923789978027,False,False,0.5833333333333334,0.4597701149425288,0.5133928571428571,0.8565792119742591,0.4578544061302682
20,0.01,2.0818777084350586,True,False,0.5833333333333334,0.48971193415637854,0.625,0.8332825782707859,0.45946502057613164
21,0.009999830837037664,2.0386199951171875,True,True,0.48333333333333334,0.49239766081871345,0.5654761904761905,0.797266341930257,0.4000584795321637
