metric,mean,sample_std,minimum,maximum,pooled_oof
acc,0.9113276836158193,0.022685978539826488,0.864406779661017,0.9333333333333333,0.9113712374581939
macro_f1,0.901313294731397,0.03539129984436829,0.830005120327701,0.9474206349206349,0.9012124672009015
bacc,0.9024014336917563,0.0367304080895711,0.830005120327701,0.9474206349206349,0.9017421852595354
probability_macro_auc,0.9605777088957058,0.020319669488447586,0.9331004479884197,0.9902301904070772,0.9551039097092732
weighted_f1,0.9112761326133892,0.022633232015664292,0.864406779661017,0.9333333333333333,0.9114148324436635
