epoch,lr,loss_total,loss_pc_bbf_v1,loss_non_destructive,loss_non_destructive_nonzero_fraction,lambda_safe,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,3.315274477005005,3.315274477005005,0.0,0.0,0.05,0.35,0.1728395061728395,0.3333333333333333,0.6761095080670553,0.18148148148148147
2,0.01,2.931999444961548,2.9319934844970703,0.0001209299880429171,0.5817843675613403,0.05,0.35,0.1728395061728395,0.3333333333333333,0.5723707197763801,0.18148148148148147
3,0.01,5.7655839920043945,5.7655768394470215,0.0001419722248101607,0.4739776849746704,0.05,0.4,0.2219883040935672,0.25545634920634924,0.5039065199737369,0.34553216374269
4,0.01,3.452329158782959,3.4523086547851562,0.00041237202822230756,0.5315985083580017,0.05,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.6559841058661814,0.3710144927536232
5,0.01,3.97645902633667,3.976438522338867,0.0004107022250536829,0.5743494629859924,0.05,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.7360834538016142,0.3710144927536232
6,0.01,2.9242420196533203,2.924207925796509,0.000680937257129699,0.6208178400993347,0.05,0.55,0.45274261603375526,0.6041666666666666,0.8700810185185186,0.43272151898734174
7,0.01,3.0996248722076416,3.0995841026306152,0.0008168768254108727,0.6468401551246643,0.05,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.8600013990638992,0.4459649122807018
8,0.01,2.741804838180542,2.7417397499084473,0.0013039973564445972,0.7156133651733398,0.05,0.6333333333333333,0.5571428571428572,0.65625,0.8814166157916158,0.5025396825396825
9,0.01,4.893764019012451,4.893708229064941,0.0011115800589323044,0.6449813842773438,0.05,0.6333333333333333,0.5571428571428572,0.65625,0.905191163003663,0.5025396825396825
10,0.01,4.180733680725098,4.18066930770874,0.001290841493755579,0.5594795346260071,0.05,0.6333333333333333,0.5571428571428572,0.65625,0.906447140822141,0.5025396825396825
11,0.01,2.602299451828003,2.6022253036499023,0.0014818754279986024,0.5334572196006775,0.05,0.6333333333333333,0.5571428571428572,0.65625,0.912552146927147,0.5025396825396825
12,0.01,3.0089471340179443,3.008880376815796,0.0013338149292394519,0.5148698687553406,0.05,0.6333333333333333,0.5571428571428572,0.65625,0.9154011497761498,0.5025396825396825
13,0.01,2.63927960395813,2.6392335891723633,0.0009221521904692054,0.4869888424873352,0.05,0.6333333333333333,0.5571428571428572,0.65625,0.9108319342694342,0.5025396825396825
14,0.01,2.2808656692504883,2.280827522277832,0.0007637804956175387,0.49814125895500183,0.05,0.6333333333333333,0.5571428571428572,0.65625,0.9102850274725275,0.5025396825396825
15,0.01,2.237635612487793,2.237607479095459,0.0005604525213129818,0.45167285203933716,0.05,0.6333333333333333,0.5571428571428572,0.65625,0.9052388583638584,0.5025396825396825
16,0.01,2.095571279525757,2.0955147743225098,0.001130937016569078,0.5,0.05,0.6333333333333333,0.5571428571428572,0.65625,0.8841829466829467,0.5025396825396825
17,0.01,1.99086332321167,1.9908148050308228,0.0009701182134449482,0.44052043557167053,0.05,0.6333333333333333,0.5571428571428572,0.65625,0.880702565254452,0.5025396825396825
18,0.01,2.166302442550659,2.1662709712982178,0.0006316833314485848,0.38661709427833557,0.05,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.869704015193402,0.4876255020080321
19,0.01,2.1807353496551514,2.180636405944824,0.001979429041966796,0.37546467781066895,0.05,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8622013250550986,0.4876255020080321
20,0.01,1.9030956029891968,1.9029576778411865,0.0027578838635236025,0.3921933174133301,0.05,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8385635045422782,0.48901960784313725
21,0.009999830837037664,2.1073179244995117,2.1072652339935303,0.0010544427204877138,0.36245352029800415,0.05,0.6166666666666667,0.5434959617966154,0.6512896825396826,0.8303585227229094,0.5097896173059572
22,0.009999323359712722,1.98319673538208,1.9829027652740479,0.005879460368305445,0.3921933174133301,0.05,0.6333333333333333,0.6754723165862089,0.7326388888888888,0.8285188616851352,0.6283985934799451
23,0.009998477602710573,1.8470079898834229,1.8466506004333496,0.007146780379116535,0.3791821599006653,0.05,0.7166666666666667,0.7528825995807127,0.8120039682539683,0.8574922031584767,0.708582285115304
24,0.009997293623837585,1.7670742273330688,1.7668607234954834,0.004269602708518505,0.3736059367656708,0.05,0.7333333333333333,0.7808740525721657,0.8224206349206349,0.8844782379570115,0.7290630543460731
25,0.00999577150401714,1.7308868169784546,1.730745792388916,0.0028205665294080973,0.3252788186073303,0.05,0.7666666666666667,0.8017337667750271,0.8214285714285715,0.8989426508589244,0.7659781612069684
26,0.009993911347284109,1.581003189086914,1.5806975364685059,0.006113958079367876,0.42007434368133545,0.05,0.8166666666666667,0.8250000000000001,0.8526785714285715,0.9200480577249445,0.8143910256410256
27,0.009991713280777732,1.5061060190200806,1.505406141281128,0.013996903784573078,0.4684014916419983,0.05,0.5833333333333334,0.642890442890443,0.7395833333333334,0.9309321389215257,0.5230691530691531
28,0.009989177454732934,1.645823359489441,1.645772933959961,0.0010075569152832031,0.3587360680103302,0.05,0.6,0.6598290598290598,0.75,0.9410594537363406,0.5483760683760683
29,0.00998630404247006,1.4940403699874878,1.4939649105072021,0.0015087838983163238,0.27323418855667114,0.05,0.7333333333333333,0.7808740525721657,0.8224206349206349,0.9345951425845295,0.7290630543460731
