fold,epoch,loss,correct,acc,macro_auc,macro_f1,bacc,weighted_f1,base_lr,retrieval_lr
1,1,3.309741258621216,21,0.35,0.8149073858095085,0.1728395061728395,0.3333333333333333,0.18148148148148147,0.01,0.01
1,2,2.9102346897125244,21,0.35,0.5026212650033405,0.1728395061728395,0.3333333333333333,0.18148148148148147,0.01,0.01
1,3,5.912924766540527,21,0.35,0.4761883164005806,0.18918918918918917,0.21875,0.30270270270270266,0.01,0.01
1,4,4.421142101287842,28,0.4666666666666667,0.5916756417935664,0.38431938431938434,0.47767857142857145,0.3834295334295334,0.01,0.01
1,5,6.146623611450195,33,0.55,0.6663449179663803,0.4444444444444444,0.5669642857142857,0.43333333333333335,0.01,0.01
1,6,5.393442153930664,30,0.5,0.7672945775834927,0.3956043956043956,0.5357142857142857,0.3948717948717949,0.01,0.01
1,7,3.124981641769409,31,0.5166666666666667,0.8066577683322967,0.4109704641350211,0.5461309523809524,0.40755274261603375,0.01,0.01
1,8,6.5601959228515625,33,0.55,0.8190063070664486,0.4444444444444444,0.5669642857142857,0.43333333333333335,0.01,0.01
1,9,4.056972026824951,32,0.5333333333333333,0.8024967531158569,0.4271929824561404,0.5565476190476191,0.4203508771929825,0.01,0.01
1,10,2.748739242553711,30,0.5,0.7921454200935333,0.3956043956043956,0.5357142857142857,0.3948717948717949,0.01,0.01
1,11,2.761927366256714,30,0.5,0.7931478625759286,0.3956043956043956,0.5357142857142857,0.3948717948717949,0.01,0.01
1,12,2.697787284851074,31,0.5166666666666667,0.8162027197994179,0.4109704641350211,0.5461309523809524,0.40755274261603375,0.01,0.01
1,13,2.4105865955352783,35,0.5833333333333334,0.8729798165234485,0.48293172690763053,0.5877976190476191,0.46019076305220885,0.01,0.01
1,14,2.5329675674438477,34,0.5666666666666667,0.8967684023698176,0.4523809523809524,0.5401785714285715,0.446031746031746,0.01,0.01
1,15,2.4682016372680664,35,0.5833333333333334,0.8982692163706315,0.48293172690763053,0.5877976190476191,0.46019076305220885,0.01,0.01
1,16,2.240816116333008,35,0.5833333333333334,0.917276447347202,0.48293172690763053,0.5877976190476191,0.46019076305220885,0.01,0.01
