epoch,lr,loss,ema_updated,ema_used_for_selection,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,3.182345390319824,False,False,0.35,0.1728395061728395,0.3333333333333333,0.7294142625805361,0.18148148148148147
2,0.01,4.6540913581848145,False,False,0.35,0.1728395061728395,0.3333333333333333,0.7164089077414549,0.18148148148148147
3,0.01,5.095369338989258,False,False,0.35,0.1728395061728395,0.3333333333333333,0.693283437387211,0.18148148148148147
4,0.01,6.916595458984375,False,False,0.45,0.225,0.28125,0.5881569240944241,0.36000000000000004
5,0.01,4.44418478012085,False,False,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.7189962160481027,0.5045915324985092
6,0.01,2.9427552223205566,False,False,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.801003618368005,0.48901960784313725
7,0.01,2.655571699142456,False,False,0.6,0.4967203339296362,0.5610119047619048,0.8256094447132183,0.4742397137745975
8,0.01,2.8304991722106934,False,False,0.6,0.4967203339296362,0.5610119047619048,0.7696373496786233,0.4742397137745975
9,0.01,2.990319013595581,False,False,0.6,0.4967203339296362,0.5610119047619048,0.7551498390236598,0.4742397137745975
10,0.01,2.448300838470459,False,False,0.5833333333333334,0.47338935574229696,0.5505952380952381,0.7668061650962595,0.4598039215686275
11,0.01,2.578571081161499,False,False,0.45,0.46779892146531954,0.5818452380952381,0.7180309699472436,0.32248600177689624
12,0.01,2.56410551071167,False,False,0.43333333333333335,0.4455994455994456,0.5714285714285715,0.7805700861420201,0.28839223839223843
13,0.01,2.3780720233917236,False,False,0.5,0.5604309618394125,0.6502976190476191,0.8032548393692261,0.4036234501023233
14,0.01,2.203925609588623,False,False,0.65,0.5843137254901961,0.6666666666666666,0.8379279863654864,0.518235294117647
15,0.01,2.3247220516204834,False,False,0.65,0.5843137254901961,0.6666666666666666,0.8441951566951568,0.518235294117647
16,0.01,2.161684989929199,False,False,0.65,0.5843137254901961,0.6666666666666666,0.8558805199430201,0.518235294117647
17,0.01,2.2216672897338867,False,False,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.863044363044363,0.5045915324985092
18,0.01,2.214841842651367,False,False,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.869171626984127,0.5045915324985092
19,0.01,2.0544121265411377,False,False,0.7666666666666667,0.8061782149832464,0.8115079365079364,0.8720206298331298,0.7669049794835959
20,0.01,2.4796056747436523,True,False,0.7166666666666667,0.768009768009768,0.7802579365079364,0.8711221572365441,0.7132478632478633
21,0.009999830837037664,2.321382761001587,True,True,0.5,0.4625576328722703,0.5014880952380952,0.8181898464917333,0.44167173329280035
22,0.009999323359712722,2.0406737327575684,True,True,0.45,0.4697086697086697,0.5446428571428571,0.8233077686202686,0.34444951444951444
23,0.009998477602710573,2.0080313682556152,True,True,0.43333333333333335,0.4619883040935673,0.5714285714285715,0.8224460724460724,0.2906432748538012
24,0.009997293623837585,2.070385217666626,True,True,0.43333333333333335,0.4619883040935673,0.5714285714285715,0.8134698056573056,0.2906432748538012
25,0.00999577150401714,1.888735055923462,True,True,0.43333333333333335,0.4619883040935673,0.5714285714285715,0.801819419006919,0.2906432748538012
26,0.009993911347284109,2.0546469688415527,True,True,0.45,0.4943589743589744,0.6190476190476191,0.7833676739926739,0.30369230769230776
27,0.009991713280777732,2.1098029613494873,True,True,0.45,0.4943589743589744,0.6190476190476191,0.7811705077330077,0.30369230769230776
28,0.009989177454732934,1.9875599145889282,True,True,0.45,0.4943589743589744,0.6190476190476191,0.7796824124949125,0.30369230769230776
29,0.00998630404247006,2.257232427597046,True,True,0.45,0.4943589743589744,0.6190476190476191,0.7727061711436711,0.30369230769230776
30,0.009983093240383016,2.078911304473877,True,True,0.45,0.4943589743589744,0.6190476190476191,0.7621019027269028,0.30369230769230776
31,0.009979545267925863,1.9947662353515625,True,True,0.45,0.4943589743589744,0.6190476190476191,0.7595899470899471,0.30369230769230776
32,0.009975660367597807,1.845544457435608,True,True,0.45,0.4943589743589744,0.6190476190476191,0.7597521113146114,0.30369230769230776
