epoch,masked_modality_index,masked_modality_name,lr,loss,loss_shared,loss_private
1,0,MRI,9.999383162408304e-05,1.5000567436218262,0.9563645720481873,1.0873842239379883
2,1,PET,9.997532801828658e-05,1.4674277305603027,0.9394673705101013,1.0559208393096924
3,2,CSF,9.994449374809851e-05,1.4533717632293701,0.9198727607727051,1.0669978857040405
4,3,Risk,9.990133642141359e-05,1.4160102605819702,0.9050445556640625,1.0219314098358154
5,4,COG,9.98458666866564e-05,1.3886816501617432,0.8839293718338013,1.0095046758651733
6,5,ROI,9.9778098230154e-05,1.3990675210952759,0.8867771029472351,1.0245808362960815
7,0,MRI,9.9698047772759e-05,1.3436251878738403,0.8390436172485352,1.0091631412506104
8,1,PET,9.96057350657239e-05,1.320637822151184,0.8314248323440552,0.9784259796142578
9,2,CSF,9.950118288582787e-05,1.309904932975769,0.8121198415756226,0.995570182800293
10,3,Risk,9.938441702975689e-05,1.2744407653808594,0.7995211482048035,0.9498391151428223
11,4,COG,9.925546630773869e-05,1.2543646097183228,0.7877182960510254,0.93329256772995
12,5,ROI,9.911436253643444e-05,1.2616207599639893,0.7851669192314148,0.9529077410697937
13,0,MRI,9.896114053108829e-05,1.2143597602844238,0.745747447013855,0.9372246861457825
14,1,PET,9.879583809693738e-05,1.1905577182769775,0.7379541397094727,0.9052072763442993
15,2,CSF,9.861849601988384e-05,1.187009334564209,0.7221719622612,0.9296747446060181
16,3,Risk,9.842915805643157e-05,1.1500258445739746,0.7104021906852722,0.8792473077774048
17,4,COG,9.822787092288992e-05,1.1305325031280518,0.7015737295150757,0.8579174280166626
18,5,ROI,9.801468428384718e-05,1.14017653465271,0.7006341814994812,0.8790847063064575
19,0,MRI,9.778965073991652e-05,1.1001173257827759,0.6675670146942139,0.8651005625724792
20,1,PET,9.75528258147577e-05,1.0742460489273071,0.6566838622093201,0.8351244330406189
21,2,CSF,9.730426794137729e-05,1.074279546737671,0.6417640447616577,0.8650309443473816
22,3,Risk,9.70440384477113e-05,1.0372205972671509,0.6320779323577881,0.8102853894233704
23,4,COG,9.67722015414934e-05,1.0200319290161133,0.6258629560470581,0.7883378863334656
24,5,ROI,9.64888242944126e-05,1.031692385673523,0.6279096603393555,0.8075655102729797
25,0,MRI,9.619397662556436e-05,0.9974126815795898,0.5988715887069702,0.7970821261405945
26,1,PET,9.588773128419907e-05,0.970771074295044,0.5872021913528442,0.7671378254890442
27,2,CSF,9.557016383177228e-05,0.9739001393318176,0.5738017559051514,0.8001967668533325
28,3,Risk,9.524135262330099e-05,0.9391430616378784,0.5650800466537476,0.7481260299682617
29,4,COG,9.49013787880308e-05,0.9257901906967163,0.5653188228607178,0.7209426760673523
30,5,ROI,9.455032620941841e-05,0.9377627372741699,0.5678023099899292,0.7399207949638367
31,0,MRI,9.418828150443471e-05,0.9026540517807007,0.5360147356987,0.7332786917686462
32,1,PET,9.381533400219321e-05,0.8795130252838135,0.5276528596878052,0.7037203907966614
33,2,CSF,9.343157572190959e-05,0.8808315992355347,0.5122556686401367,0.7371519207954407
34,3,Risk,9.303710135019721e-05,0.8505326509475708,0.5069141387939453,0.687237024307251
35,4,COG,9.263200821770464e-05,0.837085485458374,0.5089743137359619,0.6562222838401794
36,5,ROI,9.221639627510079e-05,0.8512530326843262,0.5142326354980469,0.6740407347679138
37,0,MRI,9.179036806841354e-05,0.8165327310562134,0.4807419180870056,0.6715816259384155
38,1,PET,9.135402871372811e-05,0.7947152853012085,0.47389158606529236,0.641647458076477
39,2,CSF,9.09074858712512e-05,0.8009666204452515,0.4611591696739197,0.6796149611473083
40,3,Risk,9.04508497187474e-05,0.7726413011550903,0.45764392614364624,0.6299947500228882
41,4,COG,8.998423292435457e-05,0.7593491077423096,0.4612308740615845,0.596236526966095
42,5,ROI,8.950775061878454e-05,0.7729620933532715,0.4673542380332947,0.6112157106399536
43,0,MRI,8.902152036691651e-05,0.7409989833831787,0.4342900216579437,0.6134178638458252
44,1,PET,8.852566213878949e-05,0.7178001999855042,0.4253147542476654,0.5849708914756775
45,2,CSF,8.802029828000158e-05,0.7292603254318237,0.4181957244873047,0.6221292614936829
46,3,Risk,8.750555348152301e-05,0.701978325843811,0.41392606496810913,0.5761045813560486
47,4,COG,8.698155474893051e-05,0.685857892036438,0.41744935512542725,0.5368170142173767
48,5,ROI,8.64484313710706e-05,0.7040232419967651,0.4281311631202698,0.5517842173576355
49,0,MRI,8.590631488815948e-05,0.6725990772247314,0.39371606707572937,0.5577660202980042
50,1,PET,8.53553390593274e-05,0.6537913680076599,0.3869282007217407,0.5337263345718384
51,2,CSF,8.479563982961574e-05,0.6625989079475403,0.3787127435207367,0.5677723288536072
52,3,Risk,8.422735529643446e-05,0.6382824778556824,0.3747446537017822,0.5270756483078003
53,4,COG,8.365062567548869e-05,0.62675940990448,0.38519662618637085,0.4831255376338959
54,5,ROI,8.306559326618262e-05,0.6432255506515503,0.39529335498809814,0.4958643615245819
55,0,MRI,8.24724024165092e-05,0.6126806735992432,0.3592504858970642,0.5068604350090027
56,1,PET,8.187119948743451e-05,0.596527099609375,0.3528725504875183,0.487309068441391
57,2,CSF,8.126213281678528e-05,0.6044892072677612,0.34607410430908203,0.5168302059173584
58,3,Risk,8.064535268264884e-05,0.5819740295410156,0.34183940291404724,0.48026928305625916
59,4,COG,8.002101126629422e-05,0.5718140602111816,0.35400110483169556,0.4356258809566498
60,5,ROI,7.938926261462369e-05,0.5893689393997192,0.3660886287689209,0.44656068086624146
61,0,MRI,7.875026260216395e-05,0.5629423260688782,0.3314289152622223,0.46302682161331177
