epoch,residual_enabled,total_loss,historical_loss,prototype_loss_weighted,gamma_gradient_norm,a_CN_gradient_abs,a_AD_gradient_abs,final_representation_gradient_norm,residual_sum_max_abs,CN_sMCI_gap_identity_max_abs_error,AD_sMCI_gap_identity_max_abs_error,probability_sum_max_abs_error,gamma_CN,gamma_AD,prototype_cosine,sum_w_CN,sum_w_AD,mean_w_CN,mean_w_AD
1,False,3.3026833534240723,3.3026833534240723,0.0,0.0,0.0,0.0,0.019863562658429146,0.0,0.0,0.0,1.1920928955078125e-07,0.05000000074505806,0.05000000074505806,0.9945728778839111,147.64193725585938,138.3580780029297,0.5162305235862732,0.4837695062160492
2,True,2.931344509124756,2.8978028297424316,0.03354167193174362,0.0009129764752589884,0.0003833947703242302,0.0008285737712867558,0.020410040393471718,9.313225746154785e-10,3.384193405508995e-07,1.227017492055893e-07,1.1920928955078125e-07,0.05000000074505806,0.05000000074505806,0.9970256090164185,148.82745361328125,137.17254638671875,0.5203757286071777,0.47962427139282227
3,True,6.032817840576172,6.001312255859375,0.03150562196969986,0.0022586448933900284,0.0005589448264800012,0.0021883915178477764,0.017092624679207802,2.7939677238464355e-09,1.8998980522155762e-07,2.644956111907959e-07,1.1920928955078125e-07,0.05045180022716522,0.05045180022716522,0.985407829284668,165.46444702148438,120.5355453491211,0.5785470008850098,0.42145293951034546
