b_AD,b_CN,b_SMCI,correct_count,acc,bacc,macro_f1,bias_l2_norm
-1,-1,0,453,0.84200743494423791,0.77393258104344331,0.81699741078692689,1.4142135623730951
-1,-0.90000000000000002,0,461,0.85687732342007439,0.7881169782065639,0.8303360647962249,1.3453624047073711
-1,-0.80000000000000004,0,463,0.86059479553903351,0.79166307749734399,0.83361076180861293,1.2806248474865698
-1,-0.69999999999999996,0,465,0.86431226765799252,0.79520917678812408,0.83686265678401972,1.2206555615733703
-1,-0.59999999999999998,0,472,0.87732342007434949,0.80822398330796974,0.84820090254374281,1.1661903789690602
-1,-0.5,0,473,0.879182156133829,0.81180740995970557,0.85012179271336485,1.1180339887498949
-1,-0.40000000000000002,0,476,0.88475836431226762,0.81833347690010616,0.85494971303837708,1.0770329614269007
-1,-0.29999999999999999,0,476,0.88475836431226762,0.81954039490433672,0.85512046699664479,1.0440306508910551
-1,-0.20000000000000001,0,476,0.88475836431226762,0.82074731290856706,0.85527963200650559,1.019803902718557
-1,-0.10000000000000001,0,480,0.89219330855018586,0.82783951149012747,0.86129524266019564,1.004987562112089
-1,-0,0,484,0.8996282527881041,0.83553516907380276,0.86729035302875335,1
-1,0.10000000000000001,0,485,0.9014869888475836,0.83791167772130815,0.86879994590384468,1.004987562112089
-1,0.20000000000000001,0,482,0.89591078066914498,0.8344029057914838,0.86449961029556632,1.019803902718557
-1,0.29999999999999999,0,481,0.89405204460966547,0.83444023315243909,0.86314555696370387,1.0440306508910551
-1,0.40000000000000002,0,479,0.89033457249070636,0.8333079698701199,0.86037116952235093,1.0770329614269007
-1,0.5,0,476,0.88475836431226762,0.82979919794029533,0.85612471897858111,1.1180339887498949
-1,0.59999999999999998,0,473,0.879182156133829,0.82629042601047076,0.85189377127335009,1.1661903789690602
-1,0.69999999999999996,0,466,0.86617100371747213,0.81870675050966213,0.84211910573102677,1.2206555615733703
-1,0.80000000000000004,0,459,0.85315985130111527,0.81112307500885328,0.83241063277582394,1.2806248474865698
-1,0.90000000000000002,0,450,0.83643122676579928,0.80059675921937978,0.81994211173317277,1.3453624047073711
-1,1,0,443,0.82342007434944242,0.79301308371857093,0.81031425061089901,1.4142135623730951
-0.90000000000000002,-1,0,452,0.8401486988847584,0.77276299040016838,0.81408035632354292,1.3453624047073711
-0.90000000000000002,-0.90000000000000002,0,460,0.85501858736059477,0.78694738756328897,0.82741738706079193,1.2727922061357855
-0.90000000000000002,-0.80000000000000004,0,462,0.85873605947955389,0.79049348685406917,0.83069169406427612,1.2041594578792296
-0.90000000000000002,-0.69999999999999996,0,464,0.86245353159851301,0.79403958614484926,0.83394320564131885,1.1401754250991381
-0.90000000000000002,-0.59999999999999998,0,471,0.87546468401486988,0.80705439266469503,0.84527811886917614,1.0816653826391969
-0.90000000000000002,-0.5,0,472,0.87732342007434949,0.81063781931643064,0.84719260477231761,1.0295630140987
-0.90000000000000002,-0.40000000000000002,0,475,0.88289962825278812,0.81716388625683134,0.85201575109472472,0.98488578017961048
-0.90000000000000002,-0.29999999999999999,0,475,0.88289962825278812,0.8183708042610619,0.85218221039722053,0.94868329805051377
-0.90000000000000002,-0.20000000000000001,0,475,0.88289962825278812,0.81957772226529224,0.85233701914638704,0.92195444572928875
-0.90000000000000002,-0.10000000000000001,0,479,0.89033457249070636,0.82666992084685254,0.85835189586471694,0.90553851381374173
-0.90000000000000002,-0,0,483,0.89776951672862448,0.83436557843052794,0.86434409098116083,0.90000000000000002
-0.90000000000000002,0.10000000000000001,0,484,0.8996282527881041,0.83674208707803344,0.86585127908657322,0.90553851381374173
-0.90000000000000002,0.20000000000000001,0,481,0.89405204460966547,0.83323331514820875,0.86154468445903376,0.92195444572928875
-0.90000000000000002,0.29999999999999999,0,480,0.89219330855018586,0.83327064250916438,0.86018388721178651,0.94868329805051377
-0.90000000000000002,0.40000000000000002,0,478,0.88847583643122674,0.83213837922684508,0.85740042309442666,0.98488578017961048
-0.90000000000000002,0.5,0,475,0.88289962825278812,0.82862960729702051,0.85314733007827648,1.0295630140987
-0.90000000000000002,0.59999999999999998,0,472,0.87732342007434949,0.82512083536719594,0.84890963520405149,1.0816653826391969
-0.90000000000000002,0.69999999999999996,0,465,0.86431226765799252,0.81753715986638709,0.83911617708672648,1.1401754250991381
-0.90000000000000002,0.80000000000000004,0,458,0.85130111524163565,0.80995348436557846,0.82938802344711693,1.2041594578792296
-0.90000000000000002,0.90000000000000002,0,449,0.83457249070631967,0.79942716857610474,0.816896635293201,1.2727922061357855
-0.90000000000000002,1,0,442,0.82156133828996281,0.79184349307529589,0.80724706278333491,1.3453624047073711
-0.80000000000000004,-1,0,451,0.83828996282527879,0.77159339975689356,0.81120358058913367,1.2806248474865698
-0.80000000000000004,-0.90000000000000002,0,459,0.85315985130111527,0.78577779692001426,0.82453896045877384,1.2041594578792296
-0.80000000000000004,-0.80000000000000004,0,461,0.85687732342007439,0.78932389621079435,0.82781287049579733,1.131370849898476
-0.80000000000000004,-0.69999999999999996,0,463,0.86059479553903351,0.79286999550157444,0.83106399169391298,1.063014581273465
-0.80000000000000004,-0.59999999999999998,0,470,0.87360594795539037,0.80588480202142021,0.84239553529044331,1
-0.80000000000000004,-0.5,0,471,0.87546468401486988,0.80946822867315582,0.84430357500851594,0.94339811320566047
-0.80000000000000004,-0.40000000000000002,0,474,0.8810408921933085,0.81599429561355652,0.84912190977846702,0.89442719099991597
-0.80000000000000004,-0.29999999999999999,0,474,0.8810408921933085,0.81720121361778697,0.84928404742646235,0.8544003745317531
-0.80000000000000004,-0.20000000000000001,0,474,0.8810408921933085,0.81840813162201742,0.84943447235461689,0.82462112512353214
-0.80000000000000004,-0.10000000000000001,0,478,0.88847583643122674,0.82550033020357771,0.85544859928421568,0.80622577482985502
-0.80000000000000004,-0,0,482,0.89591078066914498,0.83319598778725312,0.86143784885923258,0.80000000000000004
-0.80000000000000004,0.10000000000000001,0,483,0.89776951672862448,0.8355724964347585,0.8629426136144559,0.80622577482985502
-0.80000000000000004,0.20000000000000001,0,480,0.89219330855018586,0.83206372450493404,0.8586297280878562,0.82462112512353214
-0.80000000000000004,0.29999999999999999,0,479,0.89033457249070636,0.83210105186588945,0.85726214571418569,0.8544003745317531
-0.80000000000000004,0.40000000000000002,0,477,0.88661710037174724,0.83096878858357026,0.85446955111412226,0.89442719099991597
-0.80000000000000004,0.5,0,474,0.8810408921933085,0.82746001665374569,0.85020978096893518,0.94339811320566047
-0.80000000000000004,0.59999999999999998,0,471,0.87546468401486988,0.82395124472392112,0.84596530353817856,1
-0.80000000000000004,0.69999999999999996,0,464,0.86245353159851301,0.81636756922311238,0.83615294957276365,1.063014581273465
-0.80000000000000004,0.80000000000000004,0,457,0.84944237918215615,0.80878389372230364,0.82640500540217887,1.131370849898476
-0.80000000000000004,0.90000000000000002,0,448,0.83271375464684017,0.79825757793283003,0.81389062494099518,1.2041594578792296
-0.80000000000000004,1,0,441,0.8197026022304833,0.79067390243202118,0.80421921595579493,1.2806248474865698
-0.69999999999999996,-1,0,451,0.83828996282527879,0.77555201424182385,0.81249966022980102,1.2206555615733703
-0.69999999999999996,-0.90000000000000002,0,459,0.85315985130111527,0.78973641140494444,0.82584463538137154,1.1401754250991381
-0.69999999999999996,-0.80000000000000004,0,461,0.85687732342007439,0.79328251069572453,0.82912102666424203,1.063014581273465
-0.69999999999999996,-0.69999999999999996,0,463,0.86059479553903351,0.79682860998650462,0.83237466304194474,0.98994949366116647
-0.69999999999999996,-0.59999999999999998,0,470,0.87360594795539037,0.8098434165063505,0.84371454504197863,0.92195444572928864
-0.69999999999999996,-0.5,0,471,0.87546468401486988,0.81342684315808611,0.8456216863696121,0.86023252670426265
-0.69999999999999996,-0.40000000000000002,0,474,0.8810408921933085,0.8199529100984867,0.8504426833643689,0.80622577482985491
-0.69999999999999996,-0.29999999999999999,0,474,0.8810408921933085,0.82115982810271726,0.85060330975463871,0.76157731058639078
-0.69999999999999996,-0.20000000000000001,0,474,0.8810408921933085,0.82236674610694782,0.85075219325053564,0.72801098892805183
-0.69999999999999996,-0.10000000000000001,0,478,0.88847583643122674,0.829458944688508,0.85677217994600341,0.70710678118654746
-0.69999999999999996,-0,0,482,0.89591078066914498,0.83715460227218352,0.86276674546836507,0.69999999999999996
