epoch,lr,loss,acc,macro_f1,bacc,macro_auc,weighted_f1,beta_min,beta_max,adapter_gradient_MRI,adapter_gradient_PET,adapter_gradient_CSF,adapter_gradient_Risk,adapter_gradient_COG,adapter_gradient_ROI
1,0.01,3.309741258621216,0.35,0.1728395061728395,0.3333333333333333,0.8153143862165088,0.18148148148148147,1.0,1.0,0.056960392743349075,0.05985991284251213,0.07384251803159714,0.06155037134885788,0.03318658098578453,0.0480431392788887
2,0.01,2.9116287231445312,0.35,0.1728395061728395,0.3333333333333333,0.49890876615522844,0.18148148148148147,0.9962800741195679,1.0037049055099487,0.033700570464134216,0.03266345337033272,0.03186454251408577,0.03426656872034073,0.02422172576189041,0.0289322342723608
3,0.01,5.930459499359131,0.35,0.18918918918918917,0.21875,0.4767847183825958,0.30270270270270266,0.9926462173461914,1.0005301237106323,0.1564408391714096,0.16611716151237488,0.19364410638809204,0.16299986839294434,0.15214204788208008,0.14119316637516022
4,0.01,4.373473644256592,0.45,0.3559969442322384,0.4300595238095238,0.5932686668240913,0.3735166793990323,0.9894055128097534,0.9977660775184631,0.08031504601240158,0.07473791390657425,0.06797554343938828,0.07611025869846344,0.0717480257153511,0.07381489127874374
5,0.01,6.128108501434326,0.55,0.4444444444444444,0.5669642857142857,0.6660428473518096,0.43333333333333335,0.9858708381652832,0.9957815408706665,0.11784324795007706,0.09905175119638443,0.09918869286775589,0.10809199512004852,0.07091662287712097,0.11834540963172913
6,0.01,5.530921459197998,0.5,0.3956043956043956,0.5357142857142857,0.7740387015151166,0.3948717948717949,0.9829168319702148,0.9940634965896606,0.03199945017695427,0.025371002033352852,0.024189094081521034,0.02599189803004265,0.026287464424967766,0.029278429225087166
7,0.01,3.2758607864379883,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.8055067203062487,0.40755274261603375,0.9805205464363098,0.9926101565361023,0.013546926900744438,0.012256215326488018,0.01131220068782568,0.012318250723183155,0.012535663321614265,0.012035793624818325
8,0.01,6.6246843338012695,0.55,0.4444444444444444,0.5669642857142857,0.8032141633261917,0.43333333333333335,0.9785282015800476,0.9914067983627319,0.039610475301742554,0.02889927849173546,0.027726612985134125,0.030272532254457474,0.02861667424440384,0.029785262420773506
9,0.01,4.438074111938477,0.55,0.4444444444444444,0.5669642857142857,0.7922927057655831,0.43333333333333335,0.976945161819458,0.9905346035957336,0.025631016120314598,0.0184068214148283,0.01751250959932804,0.020461618900299072,0.020220071077346802,0.019142936915159225
10,0.01,2.6932806968688965,0.5,0.3956043956043956,0.5357142857142857,0.777244009702736,0.3948717948717949,0.9756012558937073,0.9899244904518127,0.004641180392354727,0.004175394307821989,0.004894990473985672,0.0037151763681322336,0.007915480993688107,0.0036749565042555332
11,0.01,2.6956443786621094,0.5,0.3956043956043956,0.5357142857142857,0.8223690399397947,0.3948717948717949,0.9743215441703796,0.9898539781570435,0.005881123710423708,0.004089944995939732,0.005300317425280809,0.004082523752003908,0.011392207816243172,0.005343519616872072
