epoch,base_lr,graph_lr,loss,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,0.01,3.3026833534240723,0.35,0.1728395061728395,0.3333333333333333,0.768067490536901,0.18148148148148147
2,0.01,0.01,2.8991518020629883,0.35,0.1728395061728395,0.3333333333333333,0.4683753836284426,0.18148148148148147
3,0.01,0.01,6.004833221435547,0.35,0.1917808219178082,0.22580645161290322,0.47468388993694893,0.2972602739726027
4,0.01,0.01,4.84754753112793,0.4,0.21052631578947367,0.25806451612903225,0.535208492070283,0.32631578947368417
5,0.01,0.01,4.473876953125,0.55,0.45274261603375526,0.571236559139785,0.637392743621887,0.4334177215189873
6,0.01,0.01,3.6364622116088867,0.55,0.4588744588744589,0.6021505376344086,0.6868873913854449,0.43246753246753245
7,0.01,0.01,6.973708152770996,0.55,0.45274261603375526,0.571236559139785,0.8451493892956629,0.4334177215189873
8,0.01,0.01,3.312389850616455,0.5833333333333334,0.48293172690763053,0.5618279569892474,0.8684959586308306,0.4610441767068273
9,0.01,0.01,4.154692649841309,0.55,0.41792717086834735,0.478494623655914,0.8573313042167325,0.4287394957983193
10,0.01,0.01,3.170497179031372,0.5666666666666667,0.4523809523809524,0.5201612903225806,0.8773053358704082,0.4456349206349206
11,0.01,0.01,3.067328929901123,0.6166666666666667,0.5349794238683128,0.6451612903225806,0.8825497104140041,0.488477366255144
12,0.01,0.01,2.6553897857666016,0.6166666666666667,0.5349794238683128,0.6451612903225806,0.884213930098246,0.488477366255144
13,0.01,0.01,3.200530529022217,0.6,0.5102821616451458,0.603494623655914,0.9193911275043088,0.4752510760401722
14,0.01,0.01,2.714709758758545,0.5833333333333334,0.47338935574229696,0.5309139784946236,0.9111593009326602,0.45994397759103645
15,0.01,0.01,2.788916826248169,0.8166666666666667,0.8163087457205105,0.825204813108039,0.9174285615817874,0.8162589480236538
16,0.01,0.01,2.5656075477600098,0.65,0.6064593301435407,0.6820276497695853,0.9248591061021539,0.5755382775119617
17,0.01,0.01,2.9006080627441406,0.6,0.5102821616451458,0.603494623655914,0.9233972972501894,0.4752510760401722
18,0.01,0.01,2.720339775085449,0.5833333333333334,0.48293172690763053,0.5618279569892474,0.9114960439696257,0.4610441767068273
19,0.01,0.01,2.293159008026123,0.6,0.5140350877192982,0.6344086021505376,0.9198067296996664,0.4739473684210526
20,0.01,0.01,2.440096378326416,0.5666666666666667,0.47061403508771926,0.581989247311828,0.8817674428422482,0.44699561403508775
21,0.009999830837037664,0.009999830837037664,2.495142698287964,0.5666666666666667,0.46293639406982307,0.5510752688172044,0.860566835782353,0.44696317551410814
22,0.009999323359712722,0.009999323359712722,2.243762493133545,0.5666666666666667,0.47061403508771926,0.581989247311828,0.9065758210293806,0.44699561403508775
