epoch,lr_used,lr_next,train_loss_total,train_loss_original,train_loss_ordinal,train_loss_ordinal_1,train_loss_ordinal_2,test_loss_original,tau1,tau2,selection_macro_auc_adjusted_score,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,0.01,3.485867977142334,3.309741258621216,0.880634069442749,0.4973905086517334,1.2638776302337646,3.0454235076904297,-0.5099999904632568,0.48379042744636536,0.7473594168759264,0.35,0.1728395061728395,0.3333333333333333,0.8417680328057687,0.18148148148148147
2,0.01,0.01,3.174535036087036,2.899144172668457,1.376954197883606,0.8742901682853699,1.8796182870864868,6.2800798416137695,-0.5183432698249817,0.46969226002693176,0.7017678720214097,0.35,0.1728395061728395,0.3333333333333333,0.5962687349774615,0.18148148148148147
3,0.01,0.01,6.052900314331055,5.955138683319092,0.48880720138549805,0.34267598390579224,0.6349384188652039,4.042306423187256,-0.52448570728302,0.4591933786869049,0.7122150757174341,0.2833333333333333,0.17167755991285402,0.18253968253968256,0.48395462089447944,0.2665359477124183
4,0.01,0.01,4.6607465744018555,4.487129211425781,0.8680869936943054,0.45820680260658264,1.2779672145843506,5.751675605773926,-0.5278372764587402,0.45315292477607727,0.718346779225317,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.5488259502115634,0.3710144927536232
5,0.01,0.01,6.128422260284424,5.980267524719238,0.7407736778259277,0.523154079914093,0.9583932757377625,5.613682746887207,-0.5304660201072693,0.44844892621040344,0.7302568206164904,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.6340244421022723,0.3710144927536232
6,0.01,0.01,5.7948832511901855,5.6338605880737305,0.8051127195358276,0.8430452346801758,0.7671802639961243,2.987793207168579,-0.5326839089393616,0.44460585713386536,0.7504845128665883,0.5,0.40465293668954994,0.5729166666666666,0.7829064388616276,0.3938215102974828
7,0.01,0.01,3.3364014625549316,3.2025985717773438,0.6690138578414917,0.7699985504150391,0.5680292248725891,7.3511481285095215,-0.5347002744674683,0.44135549664497375,0.7523240539160351,0.5166666666666667,0.41991341991341996,0.5833333333333334,0.7924517502937314,0.4067099567099567
8,0.01,0.01,7.095096111297607,7.004771709442139,0.45162123441696167,0.40566250681877136,0.497579962015152,3.5527446269989014,-0.5364372730255127,0.4384954869747162,0.7407795569646985,0.55,0.43323293172690763,0.5297619047619048,0.7776335518080802,0.4327560240963855
9,0.01,0.01,4.473971843719482,4.3394646644592285,0.6725363731384277,0.4760867953300476,0.8689860105514526,2.475672721862793,-0.5376516580581665,0.43631914258003235,0.7575764829597377,0.5666666666666667,0.38518518518518513,0.42857142857142855,0.7975624731226146,0.4311111111111111
10,0.01,0.01,2.7251386642456055,2.621267795562744,0.519353985786438,0.382789671421051,0.6559182405471802,5.303769111633301,-0.5386466979980469,0.43440279364585876,0.7447555501800786,0.5166666666666667,0.41991341991341996,0.5833333333333334,0.7856731897121048,0.4067099567099567
11,0.01,0.01,3.145782470703125,3.0264885425567627,0.5964692831039429,0.8267479538917542,0.3661905527114868,3.2197694778442383,-0.5397398471832275,0.43252280354499817,0.7748694407008085,0.6333333333333333,0.6257014590347924,0.7653769841269842,0.8275246983973399,0.6001683501683501
12,0.01,0.01,2.7465782165527344,2.590265989303589,0.7815612554550171,1.1501551866531372,0.4129672646522522,3.621382713317871,-0.5412272214889526,0.43062683939933777,0.8040072861712012,0.6333333333333333,0.6392489199069459,0.7336309523809524,0.848734195137497,0.5981721502160187
13,0.01,0.01,2.7194933891296387,2.6267106533050537,0.46391308307647705,0.5837175846099854,0.34410858154296875,2.6969480514526367,-0.542756199836731,0.42888638377189636,0.8215909756298908,0.7,0.6936507936507935,0.7425595238095237,0.8382535146980902,0.701111111111111
14,0.01,0.01,2.591826915740967,2.4094674587249756,0.9117973446846008,0.6529631614685059,1.1706315279006958,2.434502124786377,-0.5424372553825378,0.4298568069934845,0.8254851368058915,0.5333333333333333,0.5028708133971291,0.6711309523809524,0.8219679789550073,0.448987240829346
15,0.01,0.01,2.381248950958252,2.304165840148926,0.385415643453598,0.39319998025894165,0.3776313066482544,2.904071807861328,-0.5415921807289124,0.43195876479148865,0.8328393413888696,0.5333333333333333,0.5028708133971291,0.6711309523809524,0.8346849418488569,0.448987240829346
16,0.01,0.01,2.563054323196411,2.465826988220215,0.486136794090271,0.7156510353088379,0.2566225826740265,2.4775190353393555,-0.54152911901474,0.43299856781959534,0.8066138526044186,0.6666666666666666,0.6538766270514996,0.7108134920634921,0.8524576129234149,0.6707640067911714
17,0.01,0.01,2.442093849182129,2.3387227058410645,0.5168561935424805,0.7394764423370361,0.2942359149456024,2.266167640686035,-0.542407214641571,0.4326755106449127,0.8190800398937191,0.55,0.4444444444444444,0.5669642857142857,0.8487222562989073,0.43333333333333335
18,0.01,0.01,2.262605905532837,2.1794984340667725,0.41553741693496704,0.5532838106155396,0.27779102325439453,2.3604021072387695,-0.543694257736206,0.43176206946372986,0.843318341991691,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.8575728953087444,0.40755274261603375
19,0.01,0.01,2.239123582839966,2.1662535667419434,0.36435043811798096,0.42543941736221313,0.30326148867607117,2.468580722808838,-0.544613242149353,0.43160995841026306,0.8244083015604242,0.5333333333333333,0.4271929824561404,0.5565476190476191,0.8707540930418288,0.4203508771929825
20,0.01,0.01,2.25551438331604,2.1786623001098633,0.38426053524017334,0.3951282501220703,0.37339282035827637,2.4275474548339844,-0.5449554324150085,0.4322773516178131,0.8324706172583531,0.55,0.4444444444444444,0.5669642857142857,0.8832757149384509,0.43333333333333335
21,0.01,0.009999830837037664,2.2808711528778076,2.2025246620178223,0.39173293113708496,0.3890622556209564,0.3944036066532135,2.100656032562256,-0.5446903705596924,0.43379542231559753,0.8440451112915737,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.9049298284262907,0.46019076305220885
22,0.009999830837037664,0.009999323359712722,2.1018166542053223,2.0281834602355957,0.36816561222076416,0.38413572311401367,0.35219553112983704,2.644580841064453,-0.5431793332099915,0.43733951449394226,0.8195623329762481,0.5833333333333334,0.5637773079633545,0.6969246031746031,0.8250345806359958,0.5414376321353065
23,0.009999323359712722,0.009998477602710573,2.4362950325012207,2.3562240600585938,0.40035516023635864,0.37005195021629333,0.43065837025642395,3.0326738357543945,-0.5416300296783447,0.44083449244499207,0.8019595653734806,0.5833333333333334,0.5681063122923588,0.6969246031746031,0.8122204271968423,0.5399224806201551
24,0.009998477602710573,0.009997293623837585,2.6874454021453857,2.605633020401001,0.4090620279312134,0.404105544090271,0.41401854157447815,2.638359546661377,-0.540138304233551,0.4441336691379547,0.8211154018937039,0.6166666666666667,0.6053872053872054,0.7177579365079364,0.8432142521175541,0.5852861952861953
25,0.009997293623837585,0.00999577150401714,2.348115921020508,2.2740259170532227,0.37045007944107056,0.4719158411026001,0.268984317779541,2.142878532409668,-0.5387928485870361,0.4471721351146698,0.8624791580275071,0.7666666666666667,0.7620327700972863,0.7896825396825397,0.8883809183042674,0.7670698924731183
26,0.00999577150401714,0.009993911347284109,2.030057668685913,1.9591994285583496,0.35429126024246216,0.5446321368217468,0.16395039856433868,2.268291711807251,-0.5392552614212036,0.44835707545280457,0.8669680413489376,0.5666666666666667,0.4166666666666667,0.46577380952380953,0.9041704223013186,0.4393939393939394
27,0.009993911347284109,0.009991713280777732,2.1580748558044434,2.0717198848724365,0.4317750930786133,0.39970824122428894,0.46384197473526,2.631040096282959,-0.5399625897407532,0.4489831030368805,0.8712418455932607,0.75,0.7248703937228527,0.779265873015873,0.8924122261386412,0.759365279529214
28,0.009991713280777732,0.009989177454732934,2.3109676837921143,2.236024856567383,0.3747146427631378,0.3590683341026306,0.390360951423645,2.539379596710205,-0.5398497581481934,0.4508015215396881,0.8359959343155099,0.6333333333333333,0.6208266237251744,0.7281746031746031,0.8683461072906828,0.6075201288244767
29,0.009989177454732934,0.00998630404247006,2.2012486457824707,2.1273961067199707,0.3692626357078552,0.3283188045024872,0.4102064371109009,2.0270473957061768,-0.5389869213104248,0.45388755202293396,0.8424920423741179,0.65,0.6418370591569547,0.7385912698412698,0.9053640661836417,0.6279789307784829
30,0.00998630404247006,0.009983093240383016,1.99125075340271,1.9301996231079102,0.3052559494972229,0.3304360508918762,0.2800758183002472,1.980899453163147,-0.537145733833313,0.45890018343925476,0.9280837960083245,0.8166666666666667,0.7511111111111112,0.6984126984126983,0.9440808198178482,0.8051111111111112
31,0.009983093240383016,0.009979545267925863,2.0072503089904785,1.930314064025879,0.3846808075904846,0.3776993155479431,0.3916622996330261,1.891133427619934,-0.5347979068756104,0.4645671546459198,0.9081771325285478,0.8,0.781030551755586,0.8214285714285715,0.9296495836884988,0.8020428636570908
32,0.009979545267925863,0.009975660367597807,1.9071619510650635,1.845395803451538,0.30883103609085083,0.3940233886241913,0.22363871335983276,1.8887327909469604,-0.5327101349830627,0.4702337086200714,0.8918408417229172,0.7666666666666667,0.7543165414313874,0.8115079365079364,0.9264422356993113,0.763128955285818
33,0.009975660367597807,0.009971438804926623,1.9541432857513428,1.876603126525879,0.387700617313385,0.5366758108139038,0.2387254536151886,1.7503234148025513,-0.5313570499420166,0.47532424330711365,0.9078183674292165,0.8,0.8005380288579115,0.8268849206349206,0.9296787408520899,0.7993005624847151
34,0.009971438804926623,0.00996688086845051,1.8080973625183105,1.739957332611084,0.3406999111175537,0.5253636240959167,0.15603618323802948,1.8426951169967651,-0.5322974324226379,0.4787924587726593,0.9143412928790288,0.7666666666666667,0.7025889525889526,0.6671626984126983,0.9307453170955529,0.7581308581308581
35,0.00996688086845051,0.009961986869698373,1.8255361318588257,1.7590434551239014,0.33246344327926636,0.31679418683052063,0.3481326699256897,1.717499017715454,-0.5318965315818787,0.48410895466804504,0.9128677162285653,0.85,0.8386984600099354,0.8581349206349206,0.9262605733714224,0.85025086934923
36,0.009961986869698373,0.009956757143168527,1.7115565538406372,1.654252290725708,0.28652143478393555,0.27635514736175537,0.2966877520084381,1.813807725906372,-0.5297682881355286,0.49197354912757874,0.8944159712143204,0.7833333333333333,0.7610136452241715,0.816468253968254,0.9079187376651999,0.7850292397660819
37,0.009956757143168527,0.009951192046305833,1.6611733436584473,1.609352469444275,0.2591041922569275,0.3016085922718048,0.21659980714321136,1.934567928314209,-0.527073860168457,0.5010042190551758,0.9059442697414396,0.8166666666666667,0.7942324470771917,0.8318452380952381,0.9134905156426383,0.8195114111218257
38,0.009951192046305833,0.009945291959477269,1.6103379726409912,1.5550243854522705,0.2765681743621826,0.36778271198272705,0.1853536069393158,1.770517110824585,-0.5246793627738953,0.5096628069877625,0.9071030570146137,0.7833333333333333,0.7472603200215141,0.7574404761904763,0.9175197236812803,0.7865511967191072
39,0.009945291959477269,0.009939057285945933,1.5055005550384521,1.4398159980773926,0.32842305302619934,0.4454107880592346,0.21143530309200287,1.9478235244750977,-0.5234069228172302,0.5168375372886658,0.8749029894371875,0.7666666666666667,0.739830345093503,0.8169642857142857,0.9098965052679674,0.7634278002699055
40,0.009939057285945933,0.009932488451843476,1.525812029838562,1.4720778465270996,0.2686708867549896,0.3904712200164795,0.14687055349349976,1.881098985671997,-0.5229645371437073,0.5233013033866882,0.882434596762427,0.8,0.7676579154742648,0.8377976190476191,0.9058956144746239,0.8012649827879391
41,0.009932488451843476,0.009925585906140986,1.4719985723495483,1.4201207160949707,0.25938934087753296,0.34313419461250305,0.17564448714256287,1.8148554563522339,-0.5227141976356506,0.529636561870575,0.9262792315563542,0.8,0.7886584741423451,0.8159722222222222,0.9255924183695411,0.8009408602150537
42,0.009925585906140986,0.009918350120618293,1.324502944946289,1.274967074394226,0.24767914414405823,0.2715110778808594,0.22384721040725708,1.6730577945709229,-0.5216970443725586,0.5372875928878784,0.9257887192733891,0.8166666666666667,0.7997613878620745,0.7782738095238096,0.9314040530137229,0.8143685579612352
43,0.009918350120618293,0.009910781589831726,1.3026541471481323,1.2502570152282715,0.26198554039001465,0.2559206485748291,0.2680504024028778,1.6351735591888428,-0.5199803113937378,0.545727014541626,0.9215703496363874,0.8666666666666667,0.861976911976912,0.8576388888888888,0.9229458958232543,0.8661868686868687
44,0.009910781589831726,0.009902880831080306,1.2273836135864258,1.1797547340393066,0.23814447224140167,0.26935461163520813,0.20693433284759521,1.579018473625183,-0.5174975991249084,0.5552746653556824,0.9323170441979404,0.85,0.8287821720025109,0.8635912698412698,0.9248195735518848,0.8505885122410546
45,0.009902880831080306,0.009894648384370404,1.122023344039917,1.076348900794983,0.2283722460269928,0.31704166531562805,0.13970284163951874,1.55067777633667,-0.5157325863838196,0.5644059777259827,0.9370969592078083,0.8833333333333333,0.8647789369100845,0.8844246031746031,0.9293332344629515,0.8836462990561351
46,0.009894648384370404,0.009886084812378817,1.0337014198303223,0.9874069690704346,0.23147201538085938,0.3137975335121155,0.14914649724960327,1.5564457178115845,-0.5144889950752258,0.5732972025871277,0.9336761519839349,0.9,0.8683836488714537,0.8521825396825397,0.9250788083335252,0.8989823184945135
47,0.009886084812378817,0.009877190700414313,1.0130255222320557,0.9650216698646545,0.2400192767381668,0.3161398470401764,0.16389870643615723,1.617546796798706,-0.513174295425415,0.5822383165359497,0.9223058180900162,0.85,0.8042328042328042,0.7891865079365079,0.9056273205742545,0.846031746031746
48,0.009877190700414313,0.00986796665637763,0.9987695217132568,0.9530519247055054,0.22858798503875732,0.2843729555606842,0.17280299961566925,2.073331832885742,-0.512130618095398,0.590682864189148,0.9075527732662166,0.8333333333333334,0.8135300372142478,0.8313492063492064,0.9015869536211517,0.8347620946305156
