epoch,lr,c1_loss,boundary_loss,weighted_boundary_loss,total_loss,acc,macro_f1,bacc,macro_auc,weighted_f1,loss_AD_SMCI_MRI,loss_AD_SMCI_PET,loss_AD_SMCI_CSF,loss_AD_SMCI_Risk,loss_AD_SMCI_COG,loss_AD_SMCI_ROI,loss_CN_SMCI_MRI,loss_CN_SMCI_PET,loss_CN_SMCI_CSF,loss_CN_SMCI_Risk,loss_CN_SMCI_COG,loss_CN_SMCI_ROI
1,0.01,3.299787998199463,0.723606288433075,0.18090157210826874,3.480689525604248,0.35,0.1728395061728395,0.3333333333333333,0.7865230070418749,0.18148148148148147,0.6885295510292053,0.8168027997016907,0.6137110590934753,0.7975414991378784,0.5875246524810791,0.6486640572547913,0.7215087413787842,0.7424172163009644,0.7380602955818176,0.9873899221420288,0.6338412761688232,0.7072838544845581
2,0.01,3.040964126586914,0.8367178440093994,0.20917946100234985,3.250143527984619,0.35,0.1728395061728395,0.3333333333333333,0.7231239944978153,0.18148148148148147,0.920166015625,1.1664353609085083,0.5899225473403931,0.8772684335708618,0.3018719255924225,0.5533642172813416,1.0550512075424194,1.4533071517944336,0.7875162363052368,1.000672459602356,0.5035144090652466,0.831524133682251
3,0.01,5.5597944259643555,0.6090993881225586,0.15227484703063965,5.712069511413574,0.26666666666666666,0.1713675213675214,0.1775793650793651,0.5444241184217599,0.25891025641025645,0.5649611949920654,0.830330491065979,0.5426097512245178,0.6349890232086182,0.232244074344635,0.44175660610198975,0.727278470993042,0.7228836417198181,0.6796483993530273,0.8486732840538025,0.41360756754875183,0.6702100038528442
4,0.01,5.08290433883667,0.6108368635177612,0.1527092158794403,5.2356133460998535,0.48333333333333334,0.23577235772357721,0.3020833333333333,0.5434974485682034,0.37723577235772354,0.4763340950012207,0.5658000707626343,0.5791863203048706,0.6303036212921143,0.20956167578697205,0.41139066219329834,0.7080894708633423,1.073814034461975,0.7759902477264404,0.7286102771759033,0.4878652095794678,0.6830964088439941
5,0.01,3.7801785469055176,0.6202173233032227,0.15505433082580566,3.9352328777313232,0.5833333333333334,0.48971193415637854,0.625,0.6358919404320347,0.45946502057613164,0.5079479217529297,0.6070835590362549,0.6052064299583435,0.6616042852401733,0.2028924524784088,0.4338024854660034,0.7352390289306641,0.9948294758796692,0.8375343084335327,0.659774899482727,0.46484553813934326,0.7318471670150757
6,0.01,5.177598476409912,0.5487557649612427,0.13718894124031067,5.3147873878479,0.5833333333333334,0.48971193415637854,0.625,0.7795030899394106,0.45946502057613164,0.3707353472709656,0.534867525100708,0.5760879516601562,0.6024131774902344,0.19245263934135437,0.43825268745422363,0.6794642210006714,0.721107006072998,0.7475095391273499,0.6835298538208008,0.3738152086734772,0.6648338437080383
7,0.01,2.966322898864746,0.531448245048523,0.13286206126213074,3.099184989929199,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.7935573227436435,0.46019076305220885,0.4060381352901459,0.47074174880981445,0.5416017770767212,0.5743469595909119,0.18417248129844666,0.41810500621795654,0.6746079921722412,0.6507394313812256,0.6924540996551514,0.7312982678413391,0.41268154978752136,0.6205915808677673
8,0.01,5.349389553070068,0.5178118348121643,0.12945295870304108,5.478842735290527,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.7857448227436435,0.48901960784313725,0.3419731855392456,0.47387224435806274,0.5285387635231018,0.5657888650894165,0.17299921810626984,0.39853906631469727,0.6475552320480347,0.7158026695251465,0.704773485660553,0.6532794833183289,0.38032805919647217,0.6302915811538696
9,0.01,3.4429566860198975,0.5279116630554199,0.13197791576385498,3.574934482574463,0.6,0.4967203339296362,0.5610119047619048,0.8056719442332648,0.4742397137745975,0.3070753514766693,0.5190575122833252,0.548576831817627,0.5616277456283569,0.16449090838432312,0.40890708565711975,0.654409646987915,0.7752417325973511,0.7598270177841187,0.6278495788574219,0.3439147472381592,0.6639614105224609
10,0.01,2.734788179397583,0.5359820127487183,0.13399550318717957,2.868783712387085,0.6,0.4967203339296362,0.5610119047619048,0.8161653434353906,0.4742397137745975,0.3046007752418518,0.5427144765853882,0.5653499364852905,0.559354305267334,0.15752673149108887,0.42109233140945435,0.6538848876953125,0.7630967497825623,0.7927080988883972,0.6668115854263306,0.3285033106803894,0.6761408448219299
11,0.01,2.5556845664978027,0.5026365518569946,0.12565913796424866,2.6813437938690186,0.6,0.4967203339296362,0.5610119047619048,0.8165596250796723,0.4742397137745975,0.2713760435581207,0.483023077249527,0.5258311629295349,0.5568941235542297,0.14531143009662628,0.4001341164112091,0.6220344305038452,0.6672420501708984,0.7157800793647766,0.6762142181396484,0.34267497062683105,0.6251226663589478
12,0.01,2.2343459129333496,0.4840162694454193,0.12100406736135483,2.3553500175476074,0.6333333333333333,0.5604130169347561,0.5927579365079365,0.8142779870374209,0.5442639486117747,0.30012109875679016,0.4287797510623932,0.5264307856559753,0.5551387071609497,0.13865351676940918,0.3717479109764099,0.6185925006866455,0.6455239653587341,0.6603348255157471,0.6227103471755981,0.3106034994125366,0.6295585632324219
13,0.01,2.196220874786377,0.4896829128265381,0.12242072820663452,2.3186416625976562,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8470977943265678,0.48901960784313725,0.30374211072921753,0.4203004837036133,0.5344284772872925,0.5485124588012695,0.130367711186409,0.4028618633747101,0.6095965504646301,0.6316734552383423,0.7274540662765503,0.6368855237960815,0.3032815754413605,0.6270908713340759
14,0.01,2.212106704711914,0.4801219403743744,0.1200304850935936,2.332137107849121,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8301768603950208,0.4876255020080321,0.3522224426269531,0.3916519284248352,0.5155247449874878,0.5411587953567505,0.1255090981721878,0.3705493211746216,0.637566328048706,0.628300666809082,0.697267472743988,0.6134739518165588,0.28048574924468994,0.607752799987793
15,0.01,2.253438949584961,0.47032690048217773,0.11758172512054443,2.371020793914795,0.6,0.4967203339296362,0.5610119047619048,0.8103069733376337,0.4742397137745975,0.22038620710372925,0.39437171816825867,0.521419882774353,0.5339047312736511,0.13183632493019104,0.3973909616470337,0.6421161890029907,0.6412506103515625,0.6619991660118103,0.5991151332855225,0.2769142985343933,0.6232174038887024
16,0.01,2.076436996459961,0.46159452199935913,0.11539863049983978,2.191835641860962,0.5833333333333334,0.43970037453183525,0.4761904761904762,0.8266442240498844,0.4535205992509363,0.24280928075313568,0.34893184900283813,0.5270392298698425,0.5301501750946045,0.13481730222702026,0.39994746446609497,0.5742395520210266,0.6180689334869385,0.6745433807373047,0.6091206073760986,0.24170711636543274,0.6377588510513306
17,0.01,2.1225686073303223,0.4448035657405853,0.11120089143514633,2.233769416809082,0.6,0.4967203339296362,0.5610119047619048,0.8525628426866635,0.4742397137745975,0.1949426233768463,0.31609779596328735,0.5138648748397827,0.5203076004981995,0.13943524658679962,0.3813685178756714,0.5860787630081177,0.5781364440917969,0.6775323152542114,0.5936477184295654,0.22720637917518616,0.6090241074562073
18,0.01,1.9897328615188599,0.4491536617279053,0.11228841543197632,2.1020212173461914,0.5833333333333334,0.4960498228472085,0.5932539682539683,0.847198284550879,0.48289540283004334,0.22366634011268616,0.32798054814338684,0.5230478048324585,0.5134589076042175,0.13874879479408264,0.39729470014572144,0.5367083549499512,0.6290006637573242,0.6574414372444153,0.5977270603179932,0.21566393971443176,0.6291052103042603
