epoch,base_lr,graph_lr,loss,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,0.01,3.3061938285827637,0.35,0.1728395061728395,0.3333333333333333,0.8158573333986071,0.18148148148148147
2,0.01,0.01,2.9000778198242188,0.35,0.1728395061728395,0.3333333333333333,0.5840433642615246,0.18148148148148147
3,0.01,0.01,6.161489009857178,0.4,0.20779220779220778,0.25,0.5429113055881923,0.33246753246753247
4,0.01,0.01,5.374961853027344,0.45,0.225,0.28125,0.5742941326667742,0.36000000000000004
5,0.01,0.01,4.7600812911987305,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.5985513329263329,0.3710144927536232
6,0.01,0.01,5.788410663604736,0.6333333333333333,0.5571428571428572,0.65625,0.6781976049369917,0.5025396825396825
7,0.01,0.01,3.428617000579834,0.6333333333333333,0.5571428571428572,0.65625,0.7884088635857504,0.5025396825396825
8,0.01,0.01,6.223992347717285,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.7409837770981639,0.48901960784313725
9,0.01,0.01,3.2228078842163086,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.737783208449482,0.48901960784313725
10,0.01,0.01,3.1637024879455566,0.6,0.4967203339296362,0.5610119047619048,0.7569885401548136,0.4742397137745975
11,0.01,0.01,4.441834449768066,0.6,0.4967203339296362,0.5610119047619048,0.7499677831340567,0.4742397137745975
12,0.01,0.01,3.1585114002227783,0.6,0.4967203339296362,0.5610119047619048,0.7447417515224118,0.4742397137745975
13,0.01,0.01,2.9683756828308105,0.6,0.4967203339296362,0.5610119047619048,0.7549672167891508,0.4742397137745975
14,0.01,0.01,3.877429723739624,0.6,0.4967203339296362,0.5610119047619048,0.7695161014736486,0.4742397137745975
15,0.01,0.01,4.158655166625977,0.5333333333333333,0.5726495726495726,0.6284722222222222,0.7820154655355127,0.48290598290598286
16,0.01,0.01,3.473135471343994,0.48333333333333334,0.5091489105573613,0.6026785714285715,0.7883671076477681,0.38567473215360537
17,0.01,0.01,2.752775192260742,0.55,0.5887745974955277,0.6388888888888888,0.7957871258283994,0.5069432021466905
18,0.01,0.01,2.7446529865264893,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8044758405902274,0.48901960784313725
19,0.01,0.01,2.5342860221862793,0.65,0.5843137254901961,0.6666666666666666,0.8282426485551486,0.518235294117647
20,0.01,0.01,2.3345601558685303,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.8217211029711029,0.5045915324985092
21,0.009999830837037664,0.009999830837037664,2.433786392211914,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.8424177096052096,0.5045915324985092
22,0.009999323359712722,0.009999323359712722,2.409086227416992,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.8586227931746798,0.5045915324985092
23,0.009998477602710573,0.009998477602710573,2.497307777404785,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.8648549869068738,0.5045915324985092
24,0.009997293623837585,0.009997293623837585,2.4107635021209717,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.8742032775051642,0.5045915324985092
25,0.00999577150401714,0.00999577150401714,2.3214340209960938,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.8733892766911634,0.5045915324985092
26,0.009993911347284109,0.009993911347284109,2.2853949069976807,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.8732066544566545,0.5045915324985092
27,0.009991713280777732,0.009991713280777732,2.1910266876220703,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.8688695563695563,0.5045915324985092
28,0.009989177454732934,0.009989177454732934,2.1800215244293213,0.6333333333333333,0.5557543231961837,0.6190476190476191,0.8673464845339846,0.5045915324985092
29,0.00998630404247006,0.00998630404247006,2.3027288913726807,0.65,0.7032146957520092,0.6840277777777777,0.8727996540496541,0.6488614619211633
30,0.009983093240383016,0.009983093240383016,2.313180923461914,0.6833333333333333,0.7340659340659341,0.7157738095238094,0.8759157509157509,0.685128205128205
31,0.009979545267925863,0.009979545267925863,2.163306951522827,0.6166666666666667,0.5229885057471265,0.5714285714285715,0.8724975834350834,0.48955938697318013
32,0.009975660367597807,0.009975660367597807,2.297513484954834,0.6166666666666667,0.5229885057471265,0.5714285714285715,0.884078016890517,0.48955938697318013
33,0.009971438804926623,0.009971438804926623,2.444603204727173,0.7333333333333333,0.7772263578715192,0.7633928571428571,0.8979255698005698,0.7367245657568238
34,0.00996688086845051,0.00996688086845051,2.144758462905884,0.7166666666666667,0.747074518772632,0.7375992063492064,0.9061705077330077,0.7166504669334858
35,0.009961986869698373,0.009961986869698373,2.101313591003418,0.7333333333333333,0.780364135043938,0.7743055555555555,0.9177032458282458,0.7367563471011747
36,0.009956757143168527,0.009956757143168527,2.146754503250122,0.7833333333333333,0.7755555555555556,0.7356150793650794,0.9020006733744941,0.7714444444444445
37,0.009951192046305833,0.009951192046305833,2.116309404373169,0.6333333333333333,0.7108134920634921,0.7708333333333334,0.9337829415954415,0.6003224206349207
38,0.009945291959477269,0.009945291959477269,2.0778307914733887,0.65,0.5923039923039922,0.589781746031746,0.8808710888604755,0.6315488215488216
39,0.009939057285945933,0.009939057285945933,2.20660138130188,0.7166666666666667,0.7672026655077503,0.7584325396825397,0.9306445868945868,0.7206866579747936
40,0.009932488451843476,0.009932488451843476,1.977062463760376,0.8333333333333334,0.8556644880174292,0.8467261904761904,0.9141483516483516,0.8229847494553378
41,0.009925585906140986,0.009925585906140986,2.0143375396728516,0.7333333333333333,0.7799730094466937,0.7961309523809524,0.9317256817256817,0.7282537112010795
42,0.009918350120618293,0.009918350120618293,1.9397774934768677,0.6666666666666666,0.7256063015150684,0.7544642857142857,0.9259704415954415,0.6501251896120036
43,0.009910781589831726,0.009910781589831726,1.9099148511886597,0.7333333333333333,0.7790871067466812,0.7688492063492064,0.9143405129548997,0.7371012911438444
44,0.009902880831080306,0.009902880831080306,1.8450229167938232,0.7,0.7382309048975716,0.7643849206349206,0.9180384932153801,0.6950142450142451
45,0.009894648384370404,0.009894648384370404,1.8215293884277344,0.7333333333333333,0.7623809523809525,0.7961309523809524,0.9247349217868085,0.7251666666666667
46,0.009886084812378817,0.009886084812378817,1.7808549404144287,0.7,0.7347374847374848,0.7217261904761904,0.9133420900814767,0.7014346764346764
47,0.009877190700414313,0.009877190700414313,1.746549367904663,0.75,0.8088712585647313,0.816468253968254,0.939236111111111,0.7527046520014425
48,0.00986796665637763,0.00986796665637763,1.6939058303833008,0.75,0.8069216757741348,0.8110119047619048,0.9415731837606839,0.7521857923497267
49,0.009858413310719925,0.009858413310719925,1.6617929935455322,0.7166666666666667,0.7451652908576523,0.7212301587301587,0.9155804123374879,0.7202195481145603
50,0.009848531316399685,0.009848531316399685,1.56625235080719,0.75,0.7528027528027529,0.7420634920634921,0.9210138437732777,0.7506382506382506
51,0.009838321348838096,0.009838321348838096,1.512084722518921,0.7333333333333333,0.7802020202020202,0.8278769841269842,0.9167544381282587,0.72610101010101
52,0.009827784105872876,0.009827784105872876,1.6414084434509277,0.7333333333333333,0.7789473684210525,0.8333333333333334,0.9206127827884903,0.7223391812865496
53,0.009816920307710586,0.009816920307710586,1.7476552724838257,0.7166666666666667,0.7286324786324786,0.7485119047619048,0.9162107110220319,0.7077991452991452
54,0.0098057306968774,0.0098057306968774,1.5436670780181885,0.7666666666666667,0.7414529914529915,0.7425595238095237,0.9156056098862703,0.7604700854700855
55,0.009794216038168352,0.009794216038168352,1.3804271221160889,0.7166666666666667,0.6818053957294463,0.6403769841269841,0.9337075889257495,0.6900805523590333
