epoch,lr,loss_nca,loss_refine,loss_total,gradient_norm,acc,macro_f1,bacc,probability_macro_auc,weighted_f1,margin_threshold,neighbor_confidence_threshold,gate_active_ratio_test
1,0.01,0.050805896520614624,0.02291693352162838,0.033078111708164215,0.002567173094283694,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
2,0.01,0.04340747371315956,0.022656403481960297,0.03133789822459221,0.0025919678044073434,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.4166666865348816
3,0.01,0.044494155794382095,0.02283617854118347,0.03173501044511795,0.00241916836090227,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.4166666865348816
4,0.01,0.042512454092502594,0.02283617854118347,0.03133866935968399,0.002030974513223721,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.4166666865348816
5,0.01,0.04176141321659088,0.02239447645843029,0.030746757984161377,0.0034555592342032106,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.4333333671092987
6,0.01,0.03956720978021622,0.022188769653439522,0.030102211982011795,0.0036018729222919744,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.4333333671092987
7,0.01,0.04128091409802437,0.02216712012887001,0.030423302203416824,0.012477987229280714,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
8,0.01,0.04432978853583336,0.02283617854118347,0.03170213848352432,0.003383428489291674,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
9,0.01,0.04401202127337456,0.02284194901585579,0.03164435178041458,0.0012053916043535987,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
10,0.01,0.04567428678274155,0.022414222359657288,0.031549081206321716,0.0010627257337511252,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
11,0.01,0.04429401084780693,0.022414222359657288,0.03127302601933479,0.0008053405053062828,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
12,0.01,0.04576248303055763,0.022489208728075027,0.03164170682430267,0.001163813719455491,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
13,0.01,0.04538312554359436,0.02293091081082821,0.03200753778219223,0.0011236172612249162,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
14,0.01,0.04488718882203102,0.02285592444241047,0.03183336183428764,0.000915923430809072,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
15,0.01,0.0445040687918663,0.02285592444241047,0.03175673633813858,0.0008449913135529046,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
16,0.01,0.04368603229522705,0.02285592444241047,0.03159312903881073,0.0007324807204296735,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
17,0.01,0.04272540658712387,0.022855544462800026,0.03140062466263771,0.00041072008237819774,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
18,0.01,0.04322858899831772,0.022855544462800026,0.03150126338005066,0.0004497844484009644,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
19,0.01,0.04298774152994156,0.022855544462800026,0.03145309165120125,0.0004297966074560852,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
20,0.01,0.0425226204097271,0.022855544462800026,0.031360067427158356,0.00046029322729179505,0.95,0.9174603174603174,0.9315476190476191,0.9718595575022463,0.9512698412698413,0.9726513624191284,1.0,0.40000003576278687
