arm,boundary,weight_MRI,weight_PET,weight_CSF,weight_Risk,weight_COG,weight_ROI,normalized_entropy_mean,maximum_weight_mean,collapse
c2,all,0.07573644915974487,0.046880900049987045,0.05237304204592114,0.06491798079490076,0.6849304750611551,0.07516115019730617,0.49803164704335046,0.6862508821547231,False
