arm,boundary,positive_utility_MRI,positive_utility_PET,positive_utility_CSF,positive_utility_Risk,positive_utility_COG,positive_utility_ROI,signed_loss_change_MRI,signed_loss_change_PET,signed_loss_change_CSF,signed_loss_change_Risk,signed_loss_change_COG,signed_loss_change_ROI,positive_sample_proportion,utility_kl_mean
c2,all,0.07680479269474745,0.029858669266104698,0.006596704781259177,0.04474509842693806,0.962143461406231,0.022388054244220256,0.07485658731311559,0.02686386099085212,0.004809406847243736,0.04348648833110928,0.95969153419137,0.02133025284856558,0.9795690715312958,0.5441094517707825
