metric,mean,sample_std,minimum,maximum,pooled_oof
acc,0.91132768361581928,0.029749352811108978,0.86440677966101698,0.96666666666666667,0.91137123745819393
macro_f1,0.89485356274580885,0.043885828099060054,0.82976190476190481,0.97323232323232334,0.89627513071569387
bacc,0.88766545058883772,0.056568691498545792,0.80670762928827455,0.96825396825396826,0.88634302234252427
macro_auc,0.97756823277077876,0.012211948835707642,0.9597162882392084,0.99769790394790403,0.97682882379255798
weighted_f1,0.91022621719254726,0.030332253857052648,0.86483050847457632,0.96633838383838389,0.91110807029285557
