epoch,alpha,lr,loss,correct,acc,macro_f1,bacc,macro_auc,weighted_f1,cap_saturation_fraction_MRI,cap_saturation_fraction_PET,cap_saturation_fraction_ROI,mean_residual_shared_ratio_MRI,mean_residual_shared_ratio_PET,mean_residual_shared_ratio_ROI
25,0.25,0.00999577150401714,2.260849952697754,38,0.6440677966101694,0.6317251461988304,0.7004608294930876,0.872045187410213,0.6166443651501635,0.0,0.0,0.0,2.7349677111487836e-05,2.9009968784521334e-05,3.3603642805246636e-05
26,0.3,0.009993911347284109,2.1321229934692383,41,0.6949152542372882,0.6780769230769231,0.7275985663082437,0.8729272519595099,0.6842177314211212,0.0,0.0,0.0,7.003301288932562e-05,6.423854210879654e-05,7.049702253425494e-05
27,0.35,0.009991713280777732,2.384690284729004,42,0.711864406779661,0.6919934640522875,0.7383512544802867,0.8751510703972504,0.7035975407111996,0.0,0.0,0.0,6.790841143811122e-05,6.521000614156947e-05,7.096237823134288e-05
28,0.4,0.009989177454732934,2.4709928035736084,47,0.7966101694915254,0.7897435897435899,0.7818740399385561,0.8972850861645428,0.7963494132985658,0.0,0.0,0.0,7.920273492345586e-05,8.173104288289323e-05,7.073458255035803e-05
29,0.45,0.00998630404247006,2.1283411979675293,45,0.7627118644067796,0.741343669250646,0.7552483358934973,0.8903980381060177,0.7633556694258309,0.0,0.0,0.0,0.00018961554451379925,0.00018108077347278595,0.00015721441013738513
30,0.5,0.009983093240383016,2.0809481143951416,47,0.7966101694915254,0.7680715197956577,0.7869943676395289,0.8996477960824311,0.7963763880771478,0.0,0.0,0.0,0.0002667800581548363,0.00023759972827974707,0.00021879063569940627
31,0.55,0.009979545267925863,2.0847105979919434,47,0.7966101694915254,0.7628968253968255,0.7398873527905786,0.9112903225806451,0.794138418079096,0.0,0.0,0.0,0.0002872077457141131,0.00024274388852063566,0.00022353902750182897
32,0.6,0.009975660367597807,2.0714097023010254,42,0.711864406779661,0.7019706498951782,0.7332309267793139,0.9120910215986616,0.7064961091568063,0.0,0.0,0.0,0.00026755660655908287,0.00022636332141701132,0.00020105882140342146
33,0.65,0.009971438804926623,2.0048606395721436,38,0.6440677966101694,0.5928515928515928,0.6185355862775217,0.9187204985167634,0.5981193947295642,0.0,0.0,0.0,0.0002247070660814643,0.00019464913930278271,0.0001785135391401127
34,0.7,0.00996688086845051,2.0952677726745605,42,0.711864406779661,0.7264150943396226,0.7332309267793139,0.9282454481945144,0.7082605593958329,0.0,0.0,0.0,0.00018869581981562078,0.00016531908477190882,0.0001865503581939265
35,0.75,0.009961986869698373,2.075178623199463,43,0.7288135593220338,0.7387518142235123,0.7491039426523297,0.9269456727011907,0.7236476347445328,0.0,0.0,0.0,0.00022689190518576652,0.00019367759523447603,0.0002482983691152185
36,0.8,0.009956757143168527,1.997061014175415,40,0.6779661016949152,0.6470370370370371,0.6820276497695853,0.944186873304021,0.6394915254237289,0.0,0.0,0.0,0.0003286192659288645,0.00029228092171251774,0.00032015726901590824
37,0.85,0.009951192046305833,2.0107405185699463,47,0.7966101694915254,0.7680715197956577,0.7869943676395289,0.9356922081879637,0.7963763880771478,0.0,0.0,0.0,0.0004990240558981895,0.00038680864963680506,0.00047052427544258535
38,0.9,0.009945291959477269,1.8672006130218506,44,0.7457627118644068,0.5317725752508361,0.5704045058883769,0.898172333231756,0.698203049713735,0.0,0.0,0.0,0.0009058876894414425,0.0010509199928492308,0.0007631699554622173
39,0.95,0.009939057285945933,2.1897103786468506,45,0.7627118644067796,0.7417257683215129,0.7654889912954429,0.9335963979427477,0.7609388147613896,0.0,0.0,0.0,0.0012842932483181357,0.0011614382965490222,0.0009468488860875368
40,1.0,0.009932488451843476,1.7823989391326904,47,0.7966101694915254,0.7839912280701755,0.8033794162826421,0.9060326581548992,0.7968889384478145,0.0,0.0,0.0,0.001190889161080122,0.0011034776689484715,0.0008889974560588598
41,1.0,0.009925585906140986,1.8891589641571045,47,0.7966101694915254,0.8030289038692401,0.8658474142345111,0.929672713628571,0.7924358791756599,0.0,0.0,0.0,0.0016182977706193924,0.0015331967733800411,0.0012950018281117082
42,1.0,0.009918350120618293,1.7335638999938965,48,0.8135593220338984,0.8244897959183675,0.8397337429595494,0.9452689830448744,0.812590799031477,0.0,0.0,0.0,0.002123131649568677,0.0018968870863318443,0.0016727943439036608
43,1.0,0.009910781589831726,1.7794106006622314,48,0.8135593220338984,0.7764242647963577,0.7557603686635944,0.9602402408005123,0.8107688746238213,0.0,0.0,0.0,0.0019122061785310507,0.0017966459272429347,0.0016867821104824543
44,1.0,0.009902880831080306,1.6170090436935425,45,0.7627118644067796,0.7592307692307693,0.8125960061443932,0.9419164122050371,0.7547718383311603,0.0,0.0,0.0,0.0020034725312143564,0.0018896902911365032,0.001918904366903007
45,1.0,0.009894648384370404,1.6207796335220337,49,0.8305084745762712,0.8136645962732919,0.8504864311315924,0.9409882232462877,0.8300873776186966,0.0,0.0,0.0,0.0023553078062832355,0.001989763230085373,0.002095053205266595
46,1.0,0.009886084812378817,1.4612034559249878,46,0.7796610169491526,0.7548365005992125,0.7711213517665131,0.9216320370819521,0.7799657012526878,0.0,0.0,0.0,0.0024147427175194025,0.0022479877807199955,0.0022646209690719843
47,1.0,0.009877190700414313,1.4816555976867676,47,0.7966101694915254,0.7678149273893955,0.7921146953405017,0.9165650893155136,0.7948499991413802,0.0,0.0,0.0,0.0025862238835543394,0.0023353789001703262,0.0024873388465493917
48,1.0,0.00986796665637763,1.436533808708191,46,0.7796610169491526,0.7545454545454545,0.7813620071684587,0.9139442900054106,0.7769388803287108,0.0,0.0,0.0,0.0025620264932513237,0.002388773253187537,0.002788965590298176
49,1.0,0.009858413310719925,1.437241792678833,46,0.7796610169491526,0.7307359307359307,0.7496159754224271,0.9397558204858715,0.7741140215716487,0.0,0.0,0.0,0.002663039369508624,0.0025852415710687637,0.002987923799082637
50,1.0,0.009848531316399685,1.31551194190979,48,0.8135593220338984,0.758291392437734,0.7557603686635944,0.9434608025439944,0.8140055250431438,0.0,0.0,0.0,0.0028575698379427195,0.0028901256155222654,0.0035322080366313457
51,1.0,0.009838321348838096,1.3529934883117676,48,0.8135593220338984,0.757997557997558,0.7506400409626216,0.9302692214406987,0.8146023468057366,0.0,0.0,0.0,0.003106283023953438,0.0030126997735351324,0.004008743446320295
52,1.0,0.009827784105872876,1.2897619009017944,49,0.8305084745762712,0.8132716049382717,0.8556067588325652,0.9287408969072807,0.8285467671060891,0.0,0.0,0.0,0.003716861130669713,0.0034774106461554766,0.0045113894157111645
53,1.0,0.009816920307710586,1.2327594757080078,49,0.8305084745762712,0.8132716049382717,0.8556067588325652,0.9234827142297432,0.8285467671060891,0.0,0.0,0.0,0.0037710852921009064,0.003722161054611206,0.004601538646966219
54,1.0,0.0098057306968774,1.1700905561447144,47,0.7966101694915254,0.7532763532763532,0.7501280081925245,0.927800269905533,0.793915688830943,0.0,0.0,0.0,0.0039907838217914104,0.0041612787172198296,0.004906160291284323
55,1.0,0.009794216038168352,1.1563315391540527,47,0.7966101694915254,0.7309682187730968,0.703020993343574,0.9038772489536496,0.7897703784433838,0.0,0.0,0.0,0.003866489976644516,0.004182847216725349,0.004735494963824749
56,1.0,0.009782377118595071,1.1277495622634888,48,0.8135593220338984,0.7573543788549387,0.7711213517665131,0.8649886710158358,0.8098898526518242,0.0,0.0,0.0,0.0037255960050970316,0.003995348233729601,0.004535019397735596
57,1.0,0.009770214747331984,0.9673852324485779,47,0.7966101694915254,0.7592592592592592,0.7972350230414746,0.9107591144942587,0.794256120527307,0.0,0.0,0.0,0.003781883744522929,0.004010874778032303,0.004672813229262829
58,1.0,0.009757729755661011,1.0213364362716675,50,0.847457627118644,0.7840731772935162,0.7926267281105991,0.9289051827252166,0.8452743464521689,0.0,0.0,0.0,0.0038154711946845055,0.004087344743311405,0.004586982540786266
59,1.0,0.009744922996914747,0.8995670080184937,52,0.8813559322033898,0.8188848188848189,0.8090117767537123,0.9184225037365955,0.8790380993770824,0.0,0.0,0.0,0.0035620008129626513,0.003871347988024354,0.004135934170335531
60,1.0,0.00973179534641814,0.9537585973739624,51,0.864406779661017,0.7762626262626262,0.7562724014336917,0.9396661629259252,0.8591936312275295,0.0,0.0,0.0,0.003199321450665593,0.0037741728592664003,0.00359792890958488
61,1.0,0.009718347701428667,1.0154201984405518,53,0.8983050847457628,0.856845238095238,0.851510496671787,0.9396620169115925,0.8990466101694916,0.0,0.0,0.0,0.0033489102497696877,0.004012683406472206,0.003854301990941167
62,1.0,0.009704580981074998,0.8562297821044922,49,0.8305084745762712,0.8136645962732919,0.8504864311315924,0.9532339948299201,0.8300873776186966,0.0,0.0,0.0,0.0034128197003155947,0.004135124385356903,0.003949608653783798
63,1.0,0.009690496126294182,0.8845560550689697,49,0.8305084745762712,0.8132716049382717,0.8556067588325652,0.9500353447721869,0.8285467671060891,0.0,0.0,0.0,0.0033260525669902563,0.004251535516232252,0.003924648743122816
64,1.0,0.009676094099767331,0.8686913251876831,49,0.8305084745762712,0.8132716049382717,0.8556067588325652,0.9505416767725766,0.8285467671060891,0.0,0.0,0.0,0.0028771264478564262,0.003830968402326107,0.003520229132845998
65,1.0,0.009661375885853831,0.796008288860321,50,0.847457627118644,0.7840731772935162,0.7926267281105991,0.9621634731991269,0.8452743464521689,0.0,0.0,0.0,0.0025060384068638086,0.003474980825558305,0.0032032602466642857
66,1.0,0.00964634249052405,0.771680474281311,52,0.8813559322033898,0.7563506261180679,0.7403993855606759,0.9692319093847108,0.8639519723477154,0.0,0.0,0.0,0.002432640641927719,0.003677467117086053,0.003265666775405407
67,1.0,0.009630994941290591,0.8306365013122559,50,0.847457627118644,0.7301587301587302,0.7188940092165899,0.9688940092165899,0.8300242130750606,0.0,0.0,0.0,0.00243740389123559,0.0037371476646512747,0.003351642517372966
68,1.0,0.009615334287138054,0.7948170900344849,47,0.7966101694915254,0.6916666666666668,0.6866359447004609,0.9620701878766394,0.7792372881355932,0.0,0.0,0.0,0.002208542078733444,0.003354548942297697,0.003067517653107643
69,1.0,0.00959936159845135,0.7940257787704468,49,0.8305084745762712,0.7427350427350428,0.7450076804915514,0.9668137465251218,0.8248152976966536,0.0,0.0,0.0,0.0020142823923379183,0.003012710250914097,0.002753204433247447
70,1.0,0.009583077966942534,0.7210670709609985,52,0.8813559322033898,0.8351851851851851,0.840757808499744,0.9726751742880776,0.8842749529190206,0.0,0.0,0.0,0.00190789217595011,0.002914151642471552,0.0026932985056191683
71,1.0,0.009566484505576189,0.7419773936271667,53,0.8983050847457628,0.8677419354838709,0.8883768561187916,0.9590404879029668,0.9016949152542373,0.0,0.0,0.0,0.0017222274327650666,0.002639440121129155,0.0025055971927940845
72,1.0,0.009549582348493355,0.72886723279953,50,0.847457627118644,0.7847067153205164,0.7875064004096263,0.9587834350143348,0.8467985293072364,0.0,0.0,0.0,0.0015994085697457194,0.0025257770903408527,0.0023579183034598827
73,1.0,0.009532372650934018,0.8319822549819946,48,0.8135593220338984,0.7301005005923038,0.7291346646185355,0.9470481414454249,0.8090087184280015,0.0,0.0,0.0,0.0015833964571356773,0.002550652017816901,0.0023841948714107275
74,1.0,0.009514856589158148,0.8390664458274841,48,0.8135593220338984,0.6963209056232312,0.692268305171531,0.9143822127693095,0.8043308244333076,0.0,0.0,0.0,0.0016142107779160142,0.0026211512740701437,0.002534291474148631
75,1.0,0.009497035360365296,0.725446343421936,46,0.7796610169491526,0.6293830756073319,0.6185355862775217,0.9288336639779765,0.766468156725303,0.0,0.0,0.0,0.0017804782837629318,0.002538538072258234,0.002761315554380417
76,1.0,0.00947891018261278,0.8232520818710327,47,0.7966101694915254,0.6411027568922306,0.6292882744495647,0.9307916192466278,0.7775455588122849,0.0,0.0,0.0,0.0018313337350264192,0.002347965957596898,0.0027779678348451853
77,1.0,0.00946048229473242,0.8690981864929199,47,0.7966101694915254,0.6409812409812411,0.6395289298515104,0.9061772504047547,0.7756548536209553,0.0,0.0,0.0,0.0016754840034991503,0.002139357151463628,0.002519940957427025
78,1.0,0.009441752956245879,0.7335295677185059,49,0.8305084745762712,0.6664351851851852,0.6712749615975423,0.9124620898814446,0.801895009416196,0.0,0.0,0.0,0.0014019105583429337,0.002198713831603527,0.0021898315753787756
79,1.0,0.009422723447278559,0.7095838785171509,49,0.8305084745762712,0.7177489177489177,0.6979006656426011,0.9413416709681566,0.8153055983564459,0.0,0.0,0.0,0.0012467089109122753,0.002279088133946061,0.002163953147828579
80,1.0,0.00940339506847212,0.6422237157821655,48,0.8135593220338984,0.6542673107890499,0.6451612903225806,0.9456167299970355,0.7883648571194629,0.0,0.0,0.0,0.0012051283847540617,0.002424243139103055,0.0023317968007177114
81,1.0,0.009383769140895582,0.6594186425209045,49,0.8305084745762712,0.6673308889951645,0.6610343061955964,0.9470559152222989,0.8044092654286463,0.0,0.0,0.0,0.0012506382772698998,0.00242789089679718,0.0023394590243697166
82,1.0,0.009363847005955023,0.6772662401199341,49,0.8305084745762712,0.7176136363636364,0.703020993343574,0.9470813095600872,0.8143586286594761,0.0,0.0,0.0,0.0014677474973723292,0.002565153641626239,0.0021557367872446775
83,1.0,0.009343630025301902,0.733696460723877,48,0.8135593220338984,0.7047619047619046,0.692268305171531,0.9556563037038419,0.7975248856604789,0.0,0.0,0.0,0.0015586063964292407,0.0023909953888505697,0.0020220570731908083
84,1.0,0.00932311958073999,0.6852113008499146,49,0.8305084745762712,0.7177489177489177,0.6979006656426011,0.9562217164084736,0.8153055983564459,0.0,0.0,0.0,0.0015401922864839435,0.0023111721966415644,0.0020374201703816652
85,1.0,0.009302317074130931,0.5974600911140442,49,0.8305084745762712,0.7492668621700881,0.7398873527905786,0.9535672307319166,0.8235747303543914,0.0,0.0,0.0,0.001613399013876915,0.0021785444114357233,0.001993203302845359
86,1.0,0.009281223927298419,0.5976006984710693,50,0.847457627118644,0.7923115136229891,0.7875064004096263,0.9517357289004148,0.8444886594372563,0.0,0.0,0.0,0.0016167599242180586,0.002005995251238346,0.0019158117938786745
87,1.0,0.009259841581931017,0.6126436591148376,49,0.8305084745762712,0.7712842712842712,0.7767537122375833,0.9536558517882795,0.8292244478685157,0.0,0.0,0.0,0.0016151373274624348,0.0019240189576521516,0.002039548009634018
88,1.0,0.00923817149948363,0.5993483662605286,50,0.847457627118644,0.7851335656213706,0.7823860727086535,0.9522420609008044,0.8480481899249985,0.0,0.0,0.0,0.0016971988370642066,0.001934179337695241,0.0022340782452374697
89,1.0,0.00921621516107761,0.5945322513580322,49,0.8305084745762712,0.7716333845366105,0.7716333845366105,0.9495875752242475,0.8305084745762712,0.0,0.0,0.0,0.0017829714342951775,0.0018795946380123496,0.0022575475741177797
90,1.0,0.009193974067399517,0.5620704889297485,49,0.8305084745762712,0.7716333845366105,0.7716333845366105,0.9396635716669673,0.8305084745762712,0.0,0.0,0.0,0.0018708420684561133,0.0018373351776972413,0.002240350702777505
91,1.0,0.009171449738598562,0.5669567584991455,50,0.847457627118644,0.7851335656213706,0.7823860727086535,0.9416510672877396,0.8480481899249985,0.0,0.0,0.0,0.0019667751621454954,0.0019421150209382176,0.0023801231291145086
92,1.0,0.009148643714182699,0.5662233233451843,50,0.847457627118644,0.7851335656213706,0.7823860727086535,0.9416510672877396,0.8480481899249985,0.0,0.0,0.0,0.002026738366112113,0.0021896124817430973,0.0026412552688270807
93,1.0,0.009125557552913402,0.5715151429176331,51,0.864406779661017,0.821188630490956,0.8351254480286738,0.9428705137533661,0.8655630009197214,0.0,0.0,0.0,0.002002510242164135,0.0021463476587086916,0.0025605943519622087
94,1.0,0.009102192832699127,0.5949559211730957,50,0.847457627118644,0.8077384009587399,0.8243727598566307,0.9293762736037778,0.8479451220043004,0.0,0.0,0.0,0.0020881330128759146,0.002181424293667078,0.0025203386321663857
95,1.0,0.009078551150487465,0.5604138970375061,50,0.847457627118644,0.8077384009587399,0.8243727598566307,0.9273421353217618,0.8479451220043004,0.0,0.0,0.0,0.002110555302351713,0.0022811151575297117,0.0026309778913855553
96,1.0,0.00905463412215599,0.5700708627700806,50,0.847457627118644,0.7924297924297924,0.7823860727086535,0.9404989935550206,0.8454088284596759,0.0,0.0,0.0,0.0023640545550733805,0.0025840227026492357,0.0030532656237483025
97,1.0,0.009030443382401818,0.5691118240356445,48,0.8135593220338984,0.6997224997224998,0.6871479774705581,0.9319281454255988,0.8016830627000119,0.0,0.0,0.0,0.002416198141872883,0.00267519592307508,0.0030504863243550062
98,1.0,0.009005980584629878,0.5566402673721313,49,0.8305084745762712,0.7129834934712984,0.6979006656426011,0.9286745606779564,0.8188457539429015,0.0,0.0,0.0,0.002566784620285034,0.0028900266624987125,0.0031136174220591784
99,1.0,0.008981247400839902,0.5689282417297363,48,0.8135593220338984,0.6969772774650824,0.6871479774705581,0.941111048920896,0.8059422732428106,0.0,0.0,0.0,0.0025911179836839437,0.0030860300175845623,0.003033887827768922
100,1.0,0.00895624552151215,0.6230190992355347,51,0.864406779661017,0.7988095238095237,0.7931387608806965,0.9435359490537758,0.865677966101695,0.0,0.0,0.0,0.002761339768767357,0.003085249336436391,0.003188350470736623
101,1.0,0.008930976655491857,0.577198326587677,51,0.864406779661017,0.7988095238095237,0.7931387608806965,0.9302173962615389,0.865677966101695,0.0,0.0,0.0,0.003138640196993947,0.0034488646779209375,0.003641766496002674
102,1.0,0.008905442529872458,0.6115716695785522,50,0.847457627118644,0.7847067153205164,0.7875064004096263,0.9309180726837772,0.8467985293072364,0.0,0.0,0.0,0.0033687788527458906,0.0036431225016713142,0.0038087188731878996
103,1.0,0.008879644889877513,0.650395929813385,51,0.864406779661017,0.7982590885816693,0.7982590885816693,0.9339985613330265,0.864406779661017,0.0,0.0,0.0,0.0031272382475435734,0.0034666298888623714,0.0036682025529444218
104,1.0,0.008853585498741453,0.5781319737434387,50,0.847457627118644,0.7851335656213706,0.7823860727086535,0.9196419502022218,0.8480481899249985,0.0,0.0,0.0,0.0028638942167162895,0.0032222226727753878,0.0033929329365491867
105,1.0,0.008827266137589043,0.5871629118919373,50,0.847457627118644,0.7923076923076923,0.7772657450076804,0.9239677979066773,0.8460234680573665,0.0,0.0,0.0,0.002742873737588525,0.0032109743915498257,0.00350512214936316
106,1.0,0.008800688605313658,0.5870115756988525,50,0.847457627118644,0.7851335656213706,0.7823860727086535,0.9237905557939513,0.8480481899249985,0.0,0.0,0.0,0.002751050516963005,0.0033233200665563345,0.0035670758225023746
107,1.0,0.008773854718454323,0.5739514231681824,51,0.864406779661017,0.821188630490956,0.8351254480286738,0.9385228994736634,0.8655630009197214,0.0,0.0,0.0,0.002719269134104252,0.003343792399391532,0.0035043067764490843
108,1.0,0.008746766311071562,0.5979273319244385,53,0.8983050847457628,0.8485007430719468,0.8566308243727598,0.9457431834341851,0.9009232465206009,0.0,0.0,0.0,0.0031203818507492542,0.0034561932552605867,0.0036128107458353043
109,1.0,0.008719425234622036,0.5902661085128784,50,0.847457627118644,0.7853479853479853,0.7772657450076804,0.9497394229991852,0.8490221642764016,0.0,0.0,0.0,0.003484595799818635,0.003782691201195121,0.003903909120708704
110,1.0,0.008691833357832001,0.6147412061691284,51,0.864406779661017,0.7988095238095237,0.7931387608806965,0.9416790528844858,0.865677966101695,0.0,0.0,0.0,0.003491214709356427,0.003911364823579788,0.003943781368434429
111,1.0,0.008663992566569587,0.5525830388069153,49,0.8305084745762712,0.7716333845366105,0.7716333845366105,0.9344924552904179,0.8305084745762712,0.0,0.0,0.0,0.0035773415584117174,0.0037976503372192383,0.003916687797755003
112,1.0,0.00863590476371589,0.5612945556640625,51,0.864406779661017,0.8153225806451613,0.830005120327701,0.9457219351107297,0.8699152542372882,0.0,0.0,0.0,0.0032737301662564278,0.0035590732004493475,0.0037076680455356836
113,1.0,0.008607571869034929,0.5859773755073547,49,0.8305084745762712,0.771550087339561,0.7613927291346646,0.9396366225738042,0.8320763387667938,0.0,0.0,0.0,0.003534527262672782,0.00375713175162673,0.003860124619677663
114,1.0,0.008578995819042416,0.543757438659668,47,0.7966101694915254,0.6863202157319804,0.6661546338965695,0.9130591159453637,0.7861450613195379,0.0,0.0,0.0,0.003947643097490072,0.0038603427819907665,0.003916898742318153
115,1.0,0.00855017856687341,0.5659818649291992,48,0.8135593220338984,0.6996509719621847,0.6769073220686125,0.9150595678609261,0.8032694787145395,0.0,0.0,0.0,0.004020071588456631,0.0037311066407710314,0.003794680815190077
116,1.0,0.00852112208214882,0.607559323310852,48,0.8135593220338984,0.7307692307692308,0.7188940092165899,0.9229001992159885,0.8116036505867015,0.0,0.0,0.0,0.0034857536666095257,0.0034652980975806713,0.003402969567105174
117,1.0,0.008491828350840775,0.5465932488441467,49,0.8305084745762712,0.7879032258064517,0.8033794162826421,0.9180283732490864,0.8351694915254239,0.0,0.0,0.0,0.003187414724379778,0.0035429568961262703,0.003151529235765338
118,1.0,0.0084622993751369,0.5649933815002441,50,0.847457627118644,0.8014294282287086,0.819252432155658,0.9220943176800563,0.851943121056662,0.0,0.0,0.0,0.003350913291797042,0.003918667323887348,0.003130531869828701
119,1.0,0.008432537173303462,0.6209895014762878,50,0.847457627118644,0.8014294282287086,0.819252432155658,0.9342944831060281,0.851943121056662,0.0,0.0,0.0,0.003804533276706934,0.004615986719727516,0.003308900399133563
120,1.0,0.00840254377954742,0.5726511478424072,50,0.847457627118644,0.7851335656213706,0.7823860727086535,0.9558801884778116,0.8480481899249985,0.0,0.0,0.0,0.004996498581022024,0.005820568185299635,0.004240024369210005
121,1.0,0.008372321243877393,0.5845273733139038,47,0.7966101694915254,0.7171717171717172,0.703020993343574,0.9463811513896404,0.7949508118999645,0.0,0.0,0.0,0.005654443986713886,0.006674377713352442,0.004896766040474176
122,1.0,0.00834187163196355,0.661402702331543,49,0.8305084745762712,0.7440392432770482,0.7347670250896057,0.9497907299265532,0.8279734553375521,0.0,0.0,0.0,0.005714282859116793,0.006786314304918051,0.005044972524046898
123,1.0,0.008311197024996417,0.6646921634674072,52,0.8813559322033898,0.8351851851851851,0.840757808499744,0.9603762818958065,0.8842749529190206,0.0,0.0,0.0,0.005612035747617483,0.006670576054602861,0.004867123439908028
124,1.0,0.008280299519544634,0.6509706377983093,51,0.864406779661017,0.8214878922982778,0.830005120327701,0.9518709926180214,0.866611547471407,0.0,0.0,0.0,0.005355754867196083,0.0065608243457973,0.004545952193439007
125,1.0,0.008249181227411657,0.6685715317726135,50,0.847457627118644,0.8079625292740046,0.819252432155658,0.9481867406315624,0.8490321385570065,0.0,0.0,0.0,0.005411750171333551,0.006844683550298214,0.004380648490041494
126,1.0,0.008217844275491416,0.7510833740234375,51,0.864406779661017,0.8214878922982778,0.830005120327701,0.951022614435178,0.866611547471407,0.0,0.0,0.0,0.005814193747937679,0.006767315324395895,0.004353999625891447
127,1.0,0.008186290805622951,0.6458653807640076,50,0.847457627118644,0.8079625292740046,0.819252432155658,0.9479970604758381,0.8490321385570065,0.0,0.0,0.0,0.006075564306229353,0.006946333684027195,0.004324452485889196
