epoch,lr,loss,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,1.1390739679336548,0.6333333333333333,0.45010482180293493,0.4995039682539682,0.8251731071601354,0.5887211740041928
2,0.01,1.0078492164611816,0.6666666666666666,0.4741724646847986,0.5203373015873015,0.8472835962517565,0.6220746363061355
3,0.01,0.9403356313705444,0.65,0.46222222222222226,0.5044642857142857,0.8557914886039887,0.6075555555555555
4,0.01,0.8816726207733154,0.6666666666666666,0.605247116767854,0.5838293650793651,0.8594067969067969,0.6559993172896398
5,0.01,0.8482885956764221,0.6333333333333333,0.6506929762743715,0.6101190476190476,0.8649172008547009,0.6357528776133426
6,0.01,0.8351675271987915,0.6666666666666666,0.7229054859868813,0.7053571428571428,0.86996336996337,0.6697078115682766
7,0.01,0.8066664338111877,0.6833333333333333,0.7521840777654732,0.7529761904761904,0.8668122964997965,0.6845022763627414
8,0.01,0.7941128611564636,0.6666666666666666,0.7108585858585857,0.748015873015873,0.8703353937728937,0.6644570707070707
9,0.01,0.7771188616752625,0.7,0.7518518518518519,0.7743055555555555,0.8749745624745624,0.7
10,0.01,0.7763340473175049,0.7,0.737121212121212,0.7743055555555555,0.8836914744933613,0.6981439393939394
11,0.01,0.747366189956665,0.7166666666666667,0.7511770244821091,0.7901785714285715,0.8859440753603489,0.7150776836158191
12,0.01,0.7689850330352783,0.7333333333333333,0.7465366341585398,0.7633928571428571,0.8906037020718625,0.7332183045761441
13,0.01,0.7198973894119263,0.75,0.7604570293094883,0.779265873015873,0.8917044149945094,0.7500645802285146
14,0.01,0.6871148943901062,0.7666666666666667,0.7727931982995749,0.7896825396825397,0.8955850174894987,0.7667016754188547
15,0.01,0.6866198778152466,0.75,0.7401255075673681,0.7420634920634921,0.9007506349782294,0.7501476559616094
16,0.01,0.6975595951080322,0.7833333333333333,0.7865375062096374,0.8055555555555555,0.9043582040339114,0.7834600099354198
17,0.01,0.7023224234580994,0.7666666666666667,0.7792352189918113,0.8323412698412698,0.9069478521129465,0.7651205769664188
18,0.01,0.644595742225647,0.7666666666666667,0.7896464646464647,0.8268849206349206,0.9069828287104231,0.7655176767676769
19,0.01,0.621172308921814,0.75,0.7755909264201296,0.8110119047619048,0.9079307964921172,0.748455172194688
20,0.01,0.6655312776565552,0.7166666666666667,0.7140396210163652,0.7157738095238096,0.9074888194876403,0.7169373692629506
21,0.009999830837037664,0.6441124677658081,0.7166666666666667,0.7140396210163652,0.7157738095238096,0.9071167956781165,0.7169373692629506
22,0.009999323359712722,0.6194925308227539,0.7333333333333333,0.7389683959451402,0.7261904761904763,0.9086398675136883,0.7339296362552177
23,0.009998477602710573,0.6093765497207642,0.7166666666666667,0.7140396210163652,0.7157738095238096,0.9090118913232121,0.7169373692629506
24,0.009997293623837585,0.5687493681907654,0.7166666666666667,0.7140396210163652,0.7157738095238096,0.9078958198946406,0.7169373692629506
25,0.00999577150401714,0.5766322612762451,0.75,0.7587301587301587,0.7738095238095237,0.9097559389422597,0.7496825396825397
26,0.009993911347284109,0.5523396730422974,0.7666666666666667,0.7727931982995749,0.7896825396825397,0.9087875131507207,0.7667016754188547
27,0.009991713280777732,0.5548880696296692,0.75,0.7587301587301587,0.7738095238095237,0.9065203936961014,0.7496825396825397
28,0.009989177454732934,0.5411348938941956,0.7666666666666667,0.7709857723577236,0.7842261904761904,0.9063232528739604,0.7660975609756098
29,0.00998630404247006,0.5516630411148071,0.7333333333333333,0.7015558966778479,0.6889880952380952,0.908133876736471,0.7319328368108856
30,0.009983093240383016,0.5279592275619507,0.7333333333333333,0.7015558966778479,0.6889880952380952,0.9096569485720428,0.7319328368108856
31,0.009979545267925863,0.5538183450698853,0.75,0.7384079335298847,0.7366071428571429,0.9089828541479484,0.7496873045653535
32,0.009975660367597807,0.5002565383911133,0.75,0.7384079335298847,0.7366071428571429,0.9082737831263774,0.7496873045653535
33,0.009971438804926623,0.4815298914909363,0.7833333333333333,0.7662113941183709,0.7683531746031745,0.9052908133096813,0.7833579426602683
34,0.00996688086845051,0.4793164134025574,0.7833333333333333,0.7662113941183709,0.7683531746031745,0.9028692688775236,0.7833579426602683
35,0.009961986869698373,0.5045458078384399,0.7833333333333333,0.7662113941183709,0.7683531746031745,0.8989946058047473,0.7833579426602683
36,0.009956757143168527,0.4735245704650879,0.7666666666666667,0.7524801587301587,0.7524801587301587,0.8937581952027706,0.7666666666666667
37,0.009951192046305833,0.46548235416412354,0.7666666666666667,0.7524801587301587,0.7524801587301587,0.8905431079664571,0.7666666666666667
38,0.009945291959477269,0.4435012638568878,0.7666666666666667,0.7524801587301587,0.7524801587301587,0.8864577453905285,0.7666666666666667
39,0.009939057285945933,0.47568610310554504,0.7833333333333333,0.764924506387921,0.7628968253968255,0.882526807792138,0.7831707317073171
40,0.009932488451843476,0.439201295375824,0.7833333333333333,0.764924506387921,0.7628968253968255,0.8801684372144277,0.7831707317073171
41,0.009925585906140986,0.4584369659423828,0.7666666666666667,0.72911076326774,0.720734126984127,0.8722366088226937,0.76520572450805
42,0.009918350120618293,0.4254251718521118,0.75,0.7155067155067155,0.704861111111111,0.8672390949808402,0.7487179487179486
43,0.009910781589831726,0.41725724935531616,0.7166666666666667,0.6909386909386909,0.6840277777777777,0.8631887090023883,0.7157583157583157
44,0.009902880831080306,0.4319881200790405,0.7333333333333333,0.7031902206320811,0.6944444444444443,0.8661017256241313,0.7322599880739415
45,0.009894648384370404,0.4186052978038788,0.7666666666666667,0.72911076326774,0.720734126984127,0.867624797459703,0.76520572450805
46,0.009886084812378817,0.4028254747390747,0.75,0.7155067155067155,0.704861111111111,0.8719414375369564,0.7487179487179486
47,0.009877190700414313,0.38780879974365234,0.7833333333333333,0.764924506387921,0.7628968253968255,0.8773459517858102,0.7831707317073171
48,0.00986796665637763,0.38216203451156616,0.7833333333333333,0.764924506387921,0.7628968253968255,0.8803084635926618,0.7831707317073171
49,0.009858413310719925,0.3964393734931946,0.7666666666666667,0.7524801587301587,0.7524801587301587,0.8878819468442111,0.7666666666666667
50,0.009848531316399685,0.3626059293746948,0.7666666666666667,0.753735511800028,0.7579365079365079,0.8919323328226629,0.7666911045943304
51,0.009838321348838096,0.3567692041397095,0.7666666666666667,0.7524801587301587,0.7524801587301587,0.8931328760338194,0.7666666666666667
52,0.009827784105872876,0.3820968270301819,0.7666666666666667,0.7524801587301587,0.7524801587301587,0.8868298891883798,0.7666666666666667
53,0.009816920307710586,0.3384213447570801,0.7666666666666667,0.7524801587301587,0.7524801587301587,0.8828289983950363,0.7666666666666667
54,0.0098057306968774,0.3730728328227997,0.7666666666666667,0.7507215007215008,0.7470238095238096,0.8748272168083489,0.7660353535353536
55,0.009794216038168352,0.387134850025177,0.8166666666666667,0.7902064767736409,0.7837301587301587,0.8686786549404474,0.8162839647914275
56,0.009782377118595071,0.3412253260612488,0.8,0.7531422825540472,0.736111111111111,0.8624951164750693,0.7981900452488688
57,0.009770214747331984,0.35098493099212646,0.7666666666666667,0.7240471240471241,0.7043650793650794,0.8555530118030118,0.7633264033264033
58,0.009757729755661011,0.34402984380722046,0.7666666666666667,0.7240471240471241,0.7043650793650794,0.8580445094301227,0.7633264033264033
59,0.009744922996914747,0.34190768003463745,0.75,0.7138346727898967,0.6994047619047619,0.8628875982944378,0.7482252200535783
60,0.00973179534641814,0.34311431646347046,0.7666666666666667,0.7279170693804841,0.7152777777777777,0.8688390193401986,0.765167623704209
61,0.009718347701428667,0.36125507950782776,0.7666666666666667,0.7279170693804841,0.7152777777777777,0.8683125705531366,0.765167623704209
62,0.009704580981074998,0.3175261616706848,0.75,0.7138346727898967,0.6994047619047619,0.8693936653842314,0.7482252200535783
63,0.009690496126294182,0.35142767429351807,0.7833333333333333,0.7725556924641593,0.751984126984127,0.8661581201380729,0.7804885681315887
64,0.009676094099767331,0.33797046542167664,0.7833333333333333,0.7725556924641593,0.751984126984127,0.8577851546601547,0.7804885681315887
65,0.009661375885853831,0.32438555359840393,0.7833333333333333,0.7725556924641593,0.751984126984127,0.8527389855514856,0.7804885681315887
66,0.00964634249052405,0.3210570216178894,0.7833333333333333,0.7725556924641593,0.751984126984127,0.8572450272037536,0.7804885681315887
67,0.009630994941290591,0.3180571496486664,0.7833333333333333,0.7725556924641593,0.751984126984127,0.8617647475253607,0.7804885681315887
68,0.009615334287138054,0.31368353962898254,0.7666666666666667,0.7629389580609093,0.7470238095238096,0.8646282689619954,0.7660431709212198
69,0.00959936159845135,0.30459266901016235,0.7666666666666667,0.7629389580609093,0.7470238095238096,0.8687622868047397,0.7660431709212198
70,0.009583077966942534,0.3250826895236969,0.7666666666666667,0.7629389580609093,0.7470238095238096,0.8715208784489444,0.7660431709212198
71,0.009566484505576189,0.30434393882751465,0.8,0.7893001307635455,0.7733134920634921,0.8696957359988021,0.7992779578145434
72,0.009549582348493355,0.31269168853759766,0.8166666666666667,0.7997613878620745,0.7782738095238096,0.8686436783429707,0.8143685579612352
73,0.009532372650934018,0.3026493191719055,0.8,0.7757629367536488,0.7678571428571429,0.8664610306709363,0.7988648090815272
74,0.009514856589158148,0.30136817693710327,0.7833333333333333,0.7608788913136739,0.751984126984127,0.867703329820075,0.781048439744092
75,0.009497035360365296,0.315548300743103,0.7833333333333333,0.7608788913136739,0.751984126984127,0.8704124262791716,0.781048439744092
76,0.00947891018261278,0.3114682734012604,0.7666666666666667,0.7484151555358985,0.7415674603174603,0.8715489557175878,0.7647574819401444
77,0.00946048229473242,0.301510214805603,0.75,0.7361179450731689,0.7311507936507936,0.8716820827669883,0.7485457328740911
78,0.009441752956245879,0.3135550022125244,0.7666666666666667,0.7507215007215008,0.7470238095238096,0.8757948026815953,0.7660353535353536
79,0.009422723447278559,0.31584134697914124,0.7666666666666667,0.7524801587301587,0.7524801587301587,0.875654056373396,0.7666666666666667
80,0.00940339506847212,0.29555630683898926,0.8,0.7774891774891776,0.7733134920634921,0.8701300937444806,0.7996969696969697
81,0.009383769140895582,0.3003295063972473,0.8,0.7774891774891776,0.7733134920634921,0.8684875735288472,0.7996969696969697
82,0.009363847005955023,0.30048203468322754,0.8,0.7774891774891776,0.7733134920634921,0.8725729361047757,0.7996969696969697
83,0.009343630025301902,0.2988826036453247,0.8166666666666667,0.7902064767736409,0.7837301587301587,0.8743067074435,0.8162839647914275
84,0.00932311958073999,0.29068851470947266,0.8,0.7757629367536488,0.7678571428571429,0.878799070426429,0.7988648090815272
85,0.009302317074130931,0.2860569953918457,0.7666666666666667,0.7507215007215008,0.7470238095238096,0.8812905680535398,0.7660353535353536
86,0.009281223927298419,0.2896555960178375,0.75,0.7361179450731689,0.7311507936507936,0.8815644414111395,0.7485457328740911
87,0.009259841581931017,0.29708534479141235,0.75,0.7415432767545443,0.7202380952380952,0.8806309922170771,0.7437342000722282
