epoch,lr,loss,correct,acc,macro_f1,bacc,macro_auc,weighted_f1,cap_saturation_fraction_MRI,cap_saturation_fraction_PET,cap_saturation_fraction_CSF,cap_saturation_fraction_Risk,cap_saturation_fraction_ROI,mean_residual_shared_ratio_MRI,mean_residual_shared_ratio_PET,mean_residual_shared_ratio_CSF,mean_residual_shared_ratio_Risk,mean_residual_shared_ratio_ROI
1,0.01,3.2923636436462402,21,0.3559322033898305,0.17500000000000002,0.3333333333333333,0.8546277811982396,0.186864406779661,0.0,0.0,0.0,0.0,1.0,0.11547670513391495,0.05884775146842003,0.06085338443517685,0.06576517969369888,0.15000000596046448
2,0.01,2.9623465538024902,21,0.3559322033898305,0.17500000000000002,0.3333333333333333,0.5117446221011587,0.186864406779661,0.5423728823661804,0.0,0.0,0.0,1.0,0.14719758927822113,0.07384807616472244,0.08045653998851776,0.07924363017082214,0.15000000596046448
3,0.01,6.521038055419922,23,0.3898305084745763,0.20175438596491227,0.24731182795698925,0.46587208301979105,0.31801962533452277,0.18644067645072937,0.0,0.0,0.0,1.0,0.14111746847629547,0.06772968173027039,0.07347608357667923,0.07211437821388245,0.15000000596046448
4,0.01,4.3702006340026855,26,0.4406779661016949,0.21940928270042193,0.2795698924731183,0.5233094108306333,0.34584853035829216,0.0,0.0,0.0,0.0,1.0,0.07601024955511093,0.034637607634067535,0.03726855665445328,0.037283800542354584,0.15000000596046448
5,0.01,4.240179061889648,29,0.4915254237288136,0.2196969696969697,0.3118279569892473,0.6239279961690828,0.3463020030816641,0.0,0.0,0.0,0.0,1.0,0.10673755407333374,0.04648900777101517,0.04895956069231033,0.05030827596783638,0.15000000596046448
6,0.01,5.4081926345825195,32,0.5423728813559322,0.4416315049226441,0.565284178187404,0.7888559280749434,0.4249445755560323,0.0,0.0,0.0,0.0,1.0,0.10086064785718918,0.04234391078352928,0.045413121581077576,0.04640018194913864,0.15000000596046448
7,0.01,4.3869781494140625,33,0.559322033898305,0.4602941176470588,0.576036866359447,0.7700527165722412,0.4384097706879362,0.0,0.0,0.0,0.0,1.0,0.07947905361652374,0.03258863091468811,0.03537428751587868,0.03592025488615036,0.15000000596046448
8,0.01,5.533701419830322,34,0.576271186440678,0.4710269650028686,0.5499231950844854,0.7549415308328721,0.45190933224423113,0.0,0.0,0.0,0.0,1.0,0.06526504456996918,0.02623579278588295,0.028765112161636353,0.029042385518550873,0.15000000596046448
9,0.01,2.726830244064331,35,0.5932203389830508,0.5024390243902439,0.597542242703533,0.7531224670443685,0.4665564282761472,0.0,0.0,0.0,0.0,1.0,0.055633943527936935,0.02193179354071617,0.024173134937882423,0.02441375143826008,0.15000000596046448
10,0.01,2.9773271083831787,35,0.5932203389830508,0.5024390243902439,0.597542242703533,0.7599338503413207,0.4665564282761472,0.0,0.0,0.0,0.0,0.9830508232116699,0.04930742084980011,0.01907755434513092,0.02108185552060604,0.02137877605855465,0.14998652040958405
11,0.01,2.7882468700408936,35,0.5932203389830508,0.5024390243902439,0.597542242703533,0.774433498966606,0.4665564282761472,0.0,0.0,0.0,0.0,0.9152542352676392,0.04293058067560196,0.016294272616505623,0.017924562096595764,0.018286721780896187,0.14918407797813416
12,0.01,4.385692119598389,34,0.576271186440678,0.48045267489711935,0.58678955453149,0.7825311832103004,0.45223896212596776,0.0,0.0,0.0,0.0,0.8474576473236084,0.040149010717868805,0.014789223670959473,0.016064869239926338,0.01661621406674385,0.1481923907995224
13,0.01,3.7183971405029297,28,0.4745762711864407,0.4643364592213697,0.5929339477726575,0.7906159111592048,0.3575649862008179,0.0,0.0,0.0,0.0,0.6779661178588867,0.03742491453886032,0.013511947356164455,0.014497674070298672,0.01518245693296194,0.14622235298156738
14,0.01,2.682243824005127,29,0.4915254237288136,0.498136645962733,0.6036866359447005,0.7674697496429245,0.3914727866091168,0.0,0.0,0.0,0.0,0.5932203531265259,0.034378036856651306,0.012172258459031582,0.013167654164135456,0.013940700329840183,0.14461550116539001
15,0.01,2.907914400100708,36,0.6101694915254238,0.6150702426564495,0.6738351254480287,0.8015904110980512,0.5814403532696928,0.0,0.0,0.0,0.0,0.33898305892944336,0.028709229081869125,0.010040824301540852,0.010971428826451302,0.011492555029690266,0.13322633504867554
16,0.01,2.4275312423706055,33,0.559322033898305,0.4602941176470588,0.576036866359447,0.8470307281852274,0.4384097706879362,0.0,0.0,0.0,0.0,0.0,0.02308826893568039,0.007932713255286217,0.00864968728274107,0.00911037903279066,0.11085652559995651
17,0.01,2.4586682319641113,33,0.559322033898305,0.4602941176470588,0.576036866359447,0.8586400865687792,0.4384097706879362,0.0,0.0,0.0,0.0,0.0,0.019152775406837463,0.006431082729250193,0.006944300606846809,0.007431176491081715,0.09267997741699219
18,0.01,2.3871207237243652,33,0.559322033898305,0.44986449864498645,0.5391705069124424,0.8544287725102665,0.4379220063387074,0.0,0.0,0.0,0.0,0.0,0.01630084402859211,0.005345596000552177,0.005698628257960081,0.006215400528162718,0.07956718653440475
19,0.01,2.5934481620788574,34,0.576271186440678,0.45751633986928103,0.5130568356374808,0.8450183564784584,0.44998338318378195,0.0,0.0,0.0,0.0,0.0,0.014157616533339024,0.004542546346783638,0.004752398002892733,0.005300871562212706,0.06966455280780792
20,0.01,2.7249205112457275,34,0.576271186440678,0.4710269650028686,0.5499231950844854,0.851335845818019,0.45190933224423113,0.0,0.0,0.0,0.0,0.0,0.012609288096427917,0.003974038641899824,0.004023203160613775,0.004625315312296152,0.06201634556055069
21,0.009999830837037664,2.360243320465088,34,0.576271186440678,0.48045267489711935,0.58678955453149,0.8694181690786106,0.45223896212596776,0.0,0.0,0.0,0.0,0.0,0.011756383813917637,0.0036752664018422365,0.0034583236556500196,0.004196703899651766,0.056091345846652985
22,0.009999323359712722,2.4936277866363525,34,0.576271186440678,0.48045267489711935,0.58678955453149,0.8779672506327855,0.45223896212596776,0.0,0.0,0.0,0.0,0.0,0.013047588989138603,0.0037073278799653053,0.0030168138910084963,0.004243612289428711,0.05151532217860222
23,0.009998477602710573,2.889606237411499,34,0.576271186440678,0.48045267489711935,0.58678955453149,0.8771655151111858,0.45223896212596776,0.0,0.0,0.0,0.0,0.0,0.012627637945115566,0.0034090708941221237,0.0026579429395496845,0.004010047297924757,0.04746236279606819
24,0.009997293623837585,2.4859862327575684,34,0.576271186440678,0.48045267489711935,0.58678955453149,0.8760937704061643,0.45223896212596776,0.0,0.0,0.0,0.0,0.0,0.008898726664483547,0.002569781616330147,0.002347963396459818,0.0029755220748484135,0.043391332030296326
25,0.00999577150401714,2.3095345497131348,33,0.559322033898305,0.44986449864498645,0.5391705069124424,0.8697130543480288,0.4379220063387074,0.0,0.0,0.0,0.0,0.0,0.008254255168139935,0.0023411321453750134,0.0021150128450244665,0.0027308911085128784,0.04069814085960388
26,0.009993911347284109,2.2692208290100098,33,0.559322033898305,0.4657375145180023,0.5391705069124424,0.8763425312661305,0.4435717238528318,0.0,0.0,0.0,0.0,0.0,0.008157433941960335,0.002265488961711526,0.0019284175941720605,0.002664542756974697,0.03882783651351929
27,0.009991713280777732,2.131035327911377,39,0.6610169491525424,0.6368940368940369,0.6395289298515104,0.8762958886048868,0.6342647732478242,0.0,0.0,0.0,0.0,0.0,0.008195125497877598,0.002258311491459608,0.0017688923981040716,0.0026571268681436777,0.03796827048063278
28,0.009989177454732934,2.2049996852874756,39,0.6610169491525424,0.6350059737156512,0.6446492575524835,0.8685817106869739,0.642275681914829,0.0,0.0,0.0,0.0,0.0,0.007657223846763372,0.002139062387868762,0.0016281316056847572,0.002481587929651141,0.03785092383623123
29,0.00998630404247006,2.2154593467712402,39,0.6610169491525424,0.6350059737156512,0.6446492575524835,0.8746587311952337,0.642275681914829,0.0,0.0,0.0,0.0,0.0,0.006937792990356684,0.0019766646437346935,0.0015100894961506128,0.0022508527617901564,0.03675702586770058
30,0.009983093240383016,1.9665498733520508,44,0.7457627118644068,0.7283855504194486,0.7444956477214543,0.8815576990449657,0.7459759908768814,0.0,0.0,0.0,0.0,0.0,0.005987371318042278,0.0017490569734945893,0.0014034073101356626,0.001958201639354229,0.03394413739442825
31,0.009979545267925863,2.0203804969787598,45,0.7627118644067796,0.7417257683215129,0.7654889912954429,0.8878700058666104,0.7609388147613896,0.0,0.0,0.0,0.0,0.0,0.005722510162740946,0.001715381513349712,0.0013416497968137264,0.0018882433651015162,0.03330598771572113
32,0.009975660367597807,2.04854154586792,46,0.7796610169491526,0.7548944825832699,0.7762416794674859,0.8952001592069504,0.7787172426275711,0.0,0.0,0.0,0.0,0.0,0.0056662666611373425,0.0017545584123581648,0.0013119394425302744,0.0018941235030069947,0.033489055931568146
33,0.009971438804926623,1.9264936447143555,43,0.7288135593220338,0.7205882352941176,0.7398873527905786,0.9031164553235861,0.7210867397806581,0.0,0.0,0.0,0.0,0.0,0.004489230923354626,0.0014578799018636346,0.0012130795512348413,0.0015465097967535257,0.028070751577615738
34,0.00996688086845051,1.8492558002471924,42,0.711864406779661,0.7192594018739572,0.7752176139272913,0.9090115694529955,0.7007449925924959,0.0,0.0,0.0,0.0,0.0,0.004222989547997713,0.0014336021849885583,0.0011824084213003516,0.0014992743963375688,0.026554826647043228
35,0.009961986869698373,1.8620938062667847,42,0.711864406779661,0.7118897873614854,0.7383512544802867,0.906808481086919,0.7036563266176313,0.0,0.0,0.0,0.0,0.0,0.004166631493717432,0.0014884516131132841,0.0011835022596642375,0.0015369411557912827,0.02588784508407116
36,0.009956757143168527,1.8048501014709473,35,0.5932203389830508,0.5078431372549019,0.6344086021505376,0.7814682487857362,0.4655034895314058,0.0,0.0,0.0,0.0,0.0,0.0031863516196608543,0.0012642767978832126,0.0011493810452520847,0.0012534315465018153,0.022219568490982056
37,0.009951192046305833,2.3824687004089355,41,0.6949152542372882,0.7052469135802468,0.7644649257552483,0.9070111175374334,0.6810263653483992,0.0,0.0,0.0,0.0,0.0,0.003362000221386552,0.0014104743022471666,0.0011986837489530444,0.001402497524395585,0.022188659757375717
38,0.009945291959477269,1.8494302034378052,36,0.6101694915254238,0.6146933819064967,0.6420890937019968,0.8976722202528654,0.5810379426383873,0.0,0.0,0.0,0.0,0.0,0.004120564088225365,0.001892977743409574,0.0013295455137267709,0.0018394021317362785,0.02542155608534813
39,0.009939057285945933,1.9359956979751587,39,0.6610169491525424,0.6731974921630094,0.7480798771121352,0.9088700867138898,0.6333218213697466,0.0,0.0,0.0,0.0,0.0,0.003768787020817399,0.0018847142346203327,0.0013597215292975307,0.0018237375188618898,0.02359343320131302
40,0.009932488451843476,1.7572813034057617,44,0.7457627118644068,0.7330917874396135,0.7506400409626216,0.9101506868909245,0.7374723655121591,0.0,0.0,0.0,0.0,0.0,0.0028842687606811523,0.0015944165643304586,0.0013356927083805203,0.0015353274066001177,0.01969893090426922
41,0.009925585906140986,1.7831180095672607,33,0.559322033898305,0.4352869352869353,0.5023041474654377,0.910927028074736,0.4358043086856646,0.0,0.0,0.0,0.0,0.0,0.0031728511676192284,0.0018886681646108627,0.0015088060172274709,0.0018517541466280818,0.02196052111685276
42,0.009918350120618293,1.7364068031311035,47,0.7966101694915254,0.7665598290598291,0.7716333845366105,0.9032885149183961,0.7980497609734898,0.0,0.0,0.0,0.0,0.0,0.003575994400307536,0.0020610373467206955,0.0018566098297014832,0.0023025572299957275,0.027153348550200462
43,0.009910781589831726,1.690037488937378,42,0.711864406779661,0.7192594018739572,0.7752176139272913,0.9099978026124035,0.7007449925924959,0.0,0.0,0.0,0.0,0.0,0.0029999578837305307,0.002107649575918913,0.0018057221313938498,0.0021468426566570997,0.02169983461499214
44,0.009902880831080306,1.540114164352417,40,0.6779661016949152,0.6511988443176012,0.679979518689196,0.8972317062300084,0.6661023219649228,0.0,0.0,0.0,0.0,0.0,0.002584987785667181,0.0020261856261640787,0.0017771279672160745,0.0020344043150544167,0.018518606200814247
45,0.009894648384370404,1.5465739965438843,46,0.7796610169491526,0.7306471306471307,0.7240143369175627,0.9258303948456749,0.7801825293350717,0.0,0.0,0.0,0.0,0.0,0.002625976223498583,0.0021835207007825375,0.0018986520590260625,0.0022128152195364237,0.0186416357755661
46,0.009886084812378817,1.4742470979690552,39,0.6610169491525424,0.6373897707231041,0.669226830517153,0.9215439342773807,0.6467043314500941,0.0,0.0,0.0,0.0,0.0,0.0027653633151203394,0.00246402807533741,0.0021360062528401613,0.0024620494805276394,0.01994660310447216
47,0.009877190700414313,1.4683187007904053,41,0.6949152542372882,0.6648351648351648,0.690732206861239,0.9270213374627635,0.6851368970013038,0.0,0.0,0.0,0.0,0.0,0.0026492273900657892,0.0024790512397885323,0.0021810748148709536,0.0024972003884613514,0.018973253667354584
48,0.00986796665637763,1.3171868324279785,50,0.847457627118644,0.8268359322937492,0.8509984639016897,0.9316374061705132,0.8494110830244173,0.0,0.0,0.0,0.0,0.0,0.0024348879233002663,0.0023908342700451612,0.0020735592115670443,0.0024286755360662937,0.01621062122285366
49,0.009858413310719925,1.4375653266906738,51,0.864406779661017,0.8560816196397258,0.8986175115207374,0.9287808022952335,0.8655999481231104,0.0,0.0,0.0,0.0,0.0,0.002531378995627165,0.002602520165964961,0.002170964377000928,0.00267106294631958,0.016528600826859474
50,0.009848531316399685,1.5063667297363281,51,0.864406779661017,0.8563327616310511,0.913978494623656,0.9320214307480862,0.8633571311282858,0.0,0.0,0.0,0.0,0.0,0.0025876823347061872,0.0026669646613299847,0.002405072096735239,0.002753348322585225,0.018064184114336967
51,0.009838321348838096,1.1585993766784668,48,0.8135593220338984,0.6987839910149246,0.6973886328725039,0.9289829204939561,0.7988000619407895,0.0,0.0,0.0,0.0,0.0,0.0024854610674083233,0.002645034808665514,0.0025699820835143328,0.0027027190662920475,0.01769244484603405
52,0.009827784105872876,1.2583810091018677,48,0.8135593220338984,0.7573543788549387,0.7711213517665131,0.9385830166814886,0.8098898526518242,0.0,0.0,0.0,0.0,0.0,0.0025309950578957796,0.002695831237360835,0.0026360596530139446,0.002780274720862508,0.017002783715724945
53,0.009816920307710586,1.1380870342254639,49,0.8305084745762712,0.7716333845366105,0.7716333845366105,0.898285312122324,0.8305084745762712,0.0,0.0,0.0,0.0,0.0,0.0026583464350551367,0.002767812227830291,0.002603762084618211,0.0029166731983423233,0.015852876007556915
54,0.0098057306968774,1.1725739240646362,50,0.847457627118644,0.8077384009587399,0.8243727598566307,0.9397174698532932,0.8479451220043004,0.0,0.0,0.0,0.0,0.0,0.00265047256834805,0.0027121971361339092,0.0026119695976376534,0.0028947400860488415,0.015041040256619453
55,0.009794216038168352,1.0325134992599487,44,0.7457627118644068,0.703979705089583,0.7281105990783411,0.926133572143759,0.7376361481592956,0.0,0.0,0.0,0.0,0.0,0.0026207920163869858,0.0026475570630282164,0.0027698753401637077,0.0028580669313669205,0.014929402619600296
56,0.009782377118595071,1.0312402248382568,49,0.8305084745762712,0.7792717410121761,0.7716333845366105,0.9396205567682646,0.8282344380097632,0.0,0.0,0.0,0.0,0.0,0.002519268076866865,0.0025524976663291454,0.0026663136668503284,0.0027600107714533806,0.013840784318745136
57,0.009770214747331984,1.084552526473999,49,0.8305084745762712,0.7944750415246088,0.8033794162826421,0.9416246364463682,0.8322998484222129,0.0,0.0,0.0,0.0,0.0,0.0028555504977703094,0.0027399996761232615,0.0026226285845041275,0.0028650315944105387,0.013502832502126694
58,0.009757729755661011,0.9489404559135437,53,0.8983050847457628,0.8674603174603175,0.8934971838197644,0.9288056783812303,0.9008474576271187,0.0,0.0,0.0,0.0,0.0,0.0026650670915842056,0.002588410396128893,0.0026821461506187916,0.002800584305077791,0.012611083686351776
59,0.009744922996914747,1.1145118474960327,49,0.8305084745762712,0.7712842712842712,0.7767537122375833,0.9249441842820451,0.8292244478685157,0.0,0.0,0.0,0.0,0.0,0.0026861028745770454,0.002548955148085952,0.002862235764041543,0.002789407502859831,0.012272370979189873
60,0.00973179534641814,0.9966550469398499,47,0.7966101694915254,0.6829586184424894,0.681515616999488,0.9499177016154944,0.7868515665125835,0.0,0.0,0.0,0.0,0.0,0.002629776019603014,0.00246490933932364,0.0028971023857593536,0.0027240565977990627,0.01141495443880558
61,0.009718347701428667,0.9617120623588562,52,0.8813559322033898,0.8540250566440091,0.8776241679467486,0.9417262137975211,0.8840006370333223,0.0,0.0,0.0,0.0,0.0,0.002626031404361129,0.002418974181637168,0.0028782133013010025,0.00270166271366179,0.010694930329918861
62,0.009704580981074998,0.8607164621353149,53,0.8983050847457628,0.8674603174603175,0.8934971838197644,0.960804617001561,0.9008474576271187,0.0,0.0,0.0,0.0,0.0,0.0026637325063347816,0.002443344332277775,0.003083862829953432,0.002714861650019884,0.010629946365952492
63,0.009690496126294182,0.8627313375473022,52,0.8813559322033898,0.8347645068956545,0.8458781362007168,0.9541212418971332,0.8832082986014634,0.0,0.0,0.0,0.0,0.0,0.0026629010681062937,0.0024269253481179476,0.0031217823270708323,0.00272726034745574,0.010107536800205708
64,0.009676094099767331,0.782817542552948,49,0.8305084745762712,0.7129834934712984,0.6979006656426011,0.9506909332885565,0.8188457539429015,0.0,0.0,0.0,0.0,0.0,0.002579969586804509,0.0023769645486027002,0.0030508567579090595,0.0026707614306360483,0.00935869850218296
65,0.009661375885853831,0.819141149520874,47,0.7966101694915254,0.6866190979563073,0.6763952892985151,0.9535682672354998,0.7845948149209876,0.0,0.0,0.0,0.0,0.0,0.002473181579262018,0.00240219640545547,0.0031156037002801895,0.0026178942061960697,0.008822258561849594
66,0.00964634249052405,0.7988599538803101,48,0.8135593220338984,0.7301005005923038,0.7291346646185355,0.9453482755689886,0.8090087184280015,0.0,0.0,0.0,0.0,0.0,0.0025043983478099108,0.0023795939050614834,0.0031569902785122395,0.002631786512210965,0.00869910977780819
67,0.009630994941290591,0.7811903953552246,49,0.8305084745762712,0.7434935656991172,0.7398873527905786,0.9480499221585809,0.8265364907067706,0.0,0.0,0.0,0.0,0.0,0.0024857360403984785,0.0023549911566078663,0.003130550030618906,0.0026875785551965237,0.008169906213879585
68,0.009615334287138054,0.7596405744552612,51,0.864406779661017,0.821188630490956,0.8351254480286738,0.9683964874966572,0.8655630009197214,0.0,0.0,0.0,0.0,0.0,0.0023871716111898422,0.0023237268906086683,0.0032072258181869984,0.0026767414528876543,0.007733453996479511
69,0.00959936159845135,0.8414865136146545,49,0.8305084745762712,0.7434935656991172,0.7398873527905786,0.961935960662616,0.8265364907067706,0.0,0.0,0.0,0.0,0.0,0.0024916292168200016,0.002467787591740489,0.0033311103470623493,0.002753034932538867,0.0078080627135932446
70,0.009583077966942534,0.7583496570587158,50,0.847457627118644,0.7624584717607973,0.7506400409626216,0.9291694911389309,0.8407849541077763,0.0,0.0,0.0,0.0,0.0,0.002630767645314336,0.002558948937803507,0.0034863019827753305,0.0028923519421368837,0.008309761993587017
71,0.009566484505576189,0.6975952386856079,50,0.847457627118644,0.7624584717607973,0.7506400409626216,0.9179602231384915,0.8407849541077763,0.0,0.0,0.0,0.0,0.0,0.002664166036993265,0.0025060323532670736,0.003439549123868346,0.002775615779682994,0.008385732769966125
72,0.009549582348493355,0.66119384765625,51,0.864406779661017,0.8055283051532114,0.7982590885816693,0.9328532248735985,0.8617385767563142,0.0,0.0,0.0,0.0,0.0,0.0026562379207462072,0.002422835910692811,0.0036120950244367123,0.0028396041598170996,0.00845181755721569
73,0.009532372650934018,0.6602541208267212,51,0.864406779661017,0.7982590885816693,0.7982590885816693,0.944718599642199,0.864406779661017,0.0,0.0,0.0,0.0,0.0,0.0025818594731390476,0.0022814858239144087,0.0034184681717306376,0.0027353279292583466,0.008327593095600605
