epoch,lr,train_loss,acc,macro_f1,bacc,probability_macro_auc,weighted_f1,selection_macro_auc_adjusted
1,0.01,3.2806241512298584,0.35,0.1728395061728395,0.3333333333333333,0.659045488054922,0.18148148148148147,0.7160128262722601
2,0.01,3.227015495300293,0.35,0.1728395061728395,0.3333333333333333,0.5900307218113822,0.18148148148148147,0.7295523691455296
3,0.01,5.283015727996826,0.36666666666666664,0.2084474885844749,0.2346230158730159,0.552286953525161,0.3243493150684931,0.7197423034687186
4,0.01,4.374929428100586,0.45,0.225,0.28125,0.6551530067155067,0.36000000000000004,0.7606070281483017
5,0.01,4.018229961395264,0.5833333333333334,0.48971193415637854,0.625,0.738219246031746,0.45946502057613164,0.7662482193732193
6,0.01,2.966810703277588,0.6,0.5102821616451458,0.6354166666666666,0.8770826973951974,0.4733142037302726,0.7650240384615384
7,0.01,4.455534934997559,0.6333333333333333,0.5571428571428572,0.65625,0.8829078907203907,0.5025396825396825,0.7681019790394791
8,0.01,3.6547627449035645,0.6333333333333333,0.5571428571428572,0.65625,0.8784086284086284,0.5025396825396825,0.7646138583638583
9,0.01,3.090894937515259,0.6333333333333333,0.5571428571428572,0.65625,0.8792099104599105,0.5025396825396825,0.7721242877492878
10,0.01,3.658823013305664,0.6333333333333333,0.5571428571428572,0.65625,0.886882504070004,0.5025396825396825,0.772028897028897
11,0.01,2.6953883171081543,0.6333333333333333,0.5571428571428572,0.65625,0.8944056522181523,0.5025396825396825,0.8144046347171346
12,0.01,2.676504611968994,0.6333333333333333,0.5571428571428572,0.65625,0.8793339183964184,0.5025396825396825,0.7661846255596255
13,0.01,2.7997007369995117,0.5833333333333334,0.48971193415637854,0.625,0.859877391127391,0.45946502057613164,0.7680634027921763
14,0.01,2.235124111175537,0.6333333333333333,0.5571428571428572,0.65625,0.9179335634229502,0.5025396825396825,0.8204601456370324
15,0.01,2.2447290420532227,0.6,0.5102821616451458,0.6354166666666666,0.9039715416484283,0.4733142037302726,0.8898696134840002
16,0.01,2.215378522872925,0.55,0.41792717086834735,0.4925595238095238,0.8667275247463927,0.43058823529411766,0.8728420699234377
17,0.01,2.224259376525879,0.5833333333333334,0.48971193415637854,0.625,0.8922017066179803,0.45946502057613164,0.8757422477941345
18,0.01,2.0791022777557373,0.6333333333333333,0.5571428571428572,0.65625,0.8799857549857549,0.5025396825396825,0.8607200091575091
19,0.01,2.28336501121521,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8342118878675482,0.48901960784313725,0.8349527557959161
20,0.01,2.212564706802368,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8026012029549765,0.4876255020080321,0.7998221533009269
21,0.009999830837037664,2.105330228805542,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.779220937387211,0.4459649122807018,0.776651747318021
22,0.009999323359712722,2.0659000873565674,0.55,0.4898420293157135,0.6096230158730159,0.7886536997680865,0.4614519252677148,0.7676454834473702
23,0.009998477602710573,1.9782042503356934,0.5333333333333333,0.583188203877859,0.6483134920634921,0.8003962974481843,0.5256937187971671,0.7929907978551846
24,0.009997293623837585,1.9476323127746582,0.6333333333333333,0.6865079365079364,0.7544642857142857,0.8307178277697145,0.6159722222222221,0.8147557805576673
25,0.00999577150401714,1.8789992332458496,0.6666666666666666,0.6411111111111111,0.6934523809523809,0.8488247863247862,0.5928888888888889,0.8199468355718356
26,0.009993911347284109,1.7989702224731445,0.7166666666666667,0.751777983920841,0.8174603174603176,0.8673115079365079,0.7049281076066791,0.8532000407000409
27,0.009991713280777732,1.7660306692123413,0.7166666666666667,0.7528825995807127,0.8120039682539683,0.8855166169435037,0.708582285115304,0.8701841484860352
28,0.009989177454732934,1.6474997997283936,0.7833333333333333,0.8078380029676181,0.8209325396825397,0.9107329438992174,0.7782133193680719,0.9112448740986476
29,0.00998630404247006,1.653564691543579,0.6833333333333333,0.7395777288660635,0.7966269841269842,0.9034896085308821,0.6679986956876172,0.9151749717787454
30,0.009983093240383016,1.5468149185180664,0.75,0.7936945653926785,0.8328373015873015,0.9172322316485052,0.7470480567650379,0.9145231351894089
31,0.009979545267925863,1.4651799201965332,0.75,0.7500552364118427,0.7782738095238096,0.9109845594220594,0.7290534320223891,0.8893722018722018
32,0.009975660367597807,1.5713850259780884,0.6666666666666666,0.7277777777777779,0.7807539682539683,0.9296966191128927,0.6533333333333334,0.8883224839887576
33,0.009971438804926623,1.3851596117019653,0.65,0.6767715043577113,0.7013888888888888,0.9285437712619317,0.6358848048503222,0.8629117759424364
34,0.00996688086845051,1.3236119747161865,0.8,0.7957671957671959,0.8531746031746031,0.9219036172161171,0.8007407407407408,0.9132643976393977
35,0.009961986869698373,1.3902394771575928,0.7333333333333333,0.7287707997852926,0.8169642857142857,0.9101959961334961,0.7308883521202361,0.9072770400895401
36,0.009956757143168527,1.3257534503936768,0.6666666666666666,0.6882716049382717,0.7807539682539683,0.9202406389906391,0.6481481481481481,0.8944946835571835
37,0.009951192046305833,1.4678823947906494,0.75,0.7936945653926785,0.8328373015873015,0.9345047313797314,0.7470480567650379,0.9074455636955637
38,0.009945291959477269,1.0738036632537842,0.8166666666666667,0.8260914481704167,0.7991071428571428,0.9154216077859946,0.8077191677513998,0.8894498943142809
39,0.009939057285945933,1.625901699066162,0.8166666666666667,0.8260914481704167,0.7991071428571428,0.9375013798657666,0.8077191677513998,0.9185504234148101
40,0.009932488451843476,1.3904345035552979,0.85,0.8853227551388388,0.8953373015873015,0.9507593101343103,0.8516227912008655,0.9308989621489622
41,0.009925585906140986,1.0097088813781738,0.7,0.7268368479467259,0.8015873015873015,0.9495033323158323,0.6883551609322974,0.8737090455840456
42,0.009918350120618293,1.1482614278793335,0.75,0.7567563713116273,0.8328373015873015,0.9442250457875457,0.7445592492762304,0.8914054040822909
43,0.009910781589831726,1.0931134223937988,0.8333333333333334,0.8227513227513228,0.8794642857142857,0.9412011599511599,0.8351851851851853,0.9331788003663003
44,0.009902880831080306,1.0004585981369019,0.8166666666666667,0.8598389229474698,0.8690476190476191,0.9295984686609686,0.8186500781343912,0.8919350325600326
45,0.009894648384370404,0.8943973183631897,0.75,0.8043558508674788,0.8055555555555555,0.8814865689865691,0.7509228497600591,0.8383477055352055
46,0.009886084812378817,0.958049476146698,0.75,0.788933288933289,0.7738095238095237,0.8959859584859585,0.7526778776778776,0.8684530168905168
47,0.009877190700414313,0.876457691192627,0.8666666666666667,0.8963831867057674,0.9002976190476191,0.9338083791208791,0.8675464320625611,0.9200752950752951
48,0.00986796665637763,0.749215841293335,0.8833333333333333,0.9086993970714902,0.9107142857142857,0.947840354090354,0.8837639965546942,0.9404920889295889
49,0.009858413310719925,0.694092869758606,0.8666666666666667,0.8677035330261137,0.9002976190476191,0.9368437238425446,0.8665994623655915,0.9213236536349744
50,0.009848531316399685,0.6720465421676636,0.85,0.8679913893028647,0.8898809523809524,0.9384793447293447,0.8498973339956948,0.9220917589136929
