fold,epoch,loss,correct,acc,macro_auc,macro_f1,bacc,weighted_f1,base_lr,retrieval_lr
2,1,3.315274477005005,21,0.35,0.6745514596340069,0.1728395061728395,0.3333333333333333,0.18148148148148147,0.01,0.01
2,2,2.931464672088623,21,0.35,0.5937173631749103,0.1728395061728395,0.3333333333333333,0.18148148148148147,0.01,0.01
2,3,5.751728057861328,24,0.4,0.503822048191152,0.2219883040935672,0.25545634920634924,0.34553216374269,0.01,0.01
2,4,3.4563183784484863,32,0.5333333333333333,0.6532050562121317,0.23443223443223446,0.3333333333333333,0.37509157509157515,0.01,0.01
2,5,3.9780807495117188,36,0.6,0.7284553758610363,0.48484848484848486,0.5238095238095238,0.4727272727272727,0.01,0.01
2,6,2.9136407375335693,33,0.55,0.8699965467359335,0.45274261603375526,0.6041666666666666,0.43272151898734174,0.01,0.01
2,7,3.1320555210113525,34,0.5666666666666667,0.8627104955229955,0.47061403508771926,0.6145833333333334,0.4459649122807018,0.01,0.01
2,8,2.795053005218506,37,0.6166666666666667,0.881044591982092,0.5326305220883535,0.6458333333333334,0.4876255020080321,0.01,0.01
2,9,4.458278179168701,38,0.6333333333333333,0.9047841625966626,0.5571428571428572,0.65625,0.5025396825396825,0.01,0.01
2,10,3.680830240249634,38,0.6333333333333333,0.9088191900691901,0.5571428571428572,0.65625,0.5025396825396825,0.01,0.01
2,11,2.7479705810546875,38,0.6333333333333333,0.9098430504680505,0.5571428571428572,0.65625,0.5025396825396825,0.01,0.01
2,12,3.070164918899536,38,0.6333333333333333,0.913878077940578,0.5571428571428572,0.65625,0.5025396825396825,0.01,0.01
2,13,2.668376922607422,38,0.6333333333333333,0.9099479802604803,0.5571428571428572,0.65625,0.5025396825396825,0.01,0.01
2,14,2.3137896060943604,38,0.6333333333333333,0.9072039072039072,0.5571428571428572,0.65625,0.5025396825396825,0.01,0.01
2,15,2.271237850189209,37,0.6166666666666667,0.8830668752543754,0.5326305220883535,0.6458333333333334,0.4876255020080321,0.01,0.01
2,16,2.098243474960327,37,0.6166666666666667,0.8628122456247457,0.5326305220883535,0.6458333333333334,0.4876255020080321,0.01,0.01
2,17,1.996885895729065,38,0.6333333333333333,0.8828202392471259,0.5557543231961837,0.6190476190476191,0.5045915324985092,0.01,0.01
2,18,2.1872057914733887,37,0.6166666666666667,0.8917692686855423,0.5326305220883535,0.6458333333333334,0.4876255020080321,0.01,0.01
2,19,2.177781343460083,34,0.5666666666666667,0.8581549586856191,0.47061403508771926,0.6145833333333334,0.4459649122807018,0.01,0.01
2,20,1.9294843673706055,37,0.6166666666666667,0.8845132145544882,0.5288515406162465,0.6086309523809524,0.48901960784313725,0.01,0.01
2,21,1.996546983718872,36,0.6,0.84707553649181,0.4967203339296362,0.5610119047619048,0.4742397137745975,0.009999830837037664,0.009999830837037664
2,22,1.887932538986206,39,0.65,0.7974278462191199,0.6550849212924607,0.704861111111111,0.624790285832643,0.009999323359712722,0.009999323359712722
2,23,1.7914811372756958,40,0.6666666666666666,0.8402060247579115,0.7138888888888889,0.7752976190476191,0.6554166666666668,0.009998477602710573,0.009998477602710573
2,24,1.8181326389312744,40,0.6666666666666666,0.8612047020065888,0.7099575212393803,0.7862103174603176,0.6449119190404798,0.009997293623837585,0.009997293623837585
2,25,1.6921507120132446,44,0.7333333333333333,0.867843896145783,0.7547182349813929,0.7842261904761904,0.7271763689526848,0.00999577150401714,0.00999577150401714
