epoch,base_lr,graph_lr,loss,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,0.01,3.315274477005005,0.35,0.1728395061728395,0.3333333333333333,0.6772605560931032,0.18148148148148147
2,0.01,0.01,2.932440757751465,0.35,0.1728395061728395,0.3333333333333333,0.5751847460279064,0.18148148148148147
3,0.01,0.01,5.754114151000977,0.4,0.2219883040935672,0.25545634920634924,0.5022639997581035,0.34553216374269
4,0.01,0.01,3.4575302600860596,0.5333333333333333,0.23443223443223446,0.3333333333333333,0.6570079662650418,0.37509157509157515
5,0.01,0.01,3.975013494491577,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.7228273233579837,0.3710144927536232
6,0.01,0.01,2.916898488998413,0.55,0.45274261603375526,0.6041666666666666,0.8699965467359335,0.43272151898734174
7,0.01,0.01,3.1215567588806152,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.8630475427350427,0.4459649122807018
8,0.01,0.01,2.7225046157836914,0.6333333333333333,0.5571428571428572,0.65625,0.8814166157916158,0.5025396825396825
9,0.01,0.01,4.968382835388184,0.6333333333333333,0.5571428571428572,0.65625,0.9048191391941393,0.5025396825396825
10,0.01,0.01,4.23406982421875,0.6333333333333333,0.5571428571428572,0.65625,0.9079352360602361,0.5025396825396825
11,0.01,0.01,2.620922327041626,0.6333333333333333,0.5571428571428572,0.65625,0.9121101699226699,0.5025396825396825
12,0.01,0.01,2.98494815826416,0.6333333333333333,0.5571428571428572,0.65625,0.9152962199837201,0.5025396825396825
13,0.01,0.01,2.7202720642089844,0.6333333333333333,0.5571428571428572,0.65625,0.9138431013431013,0.5025396825396825
14,0.01,0.01,2.244497776031494,0.6333333333333333,0.5571428571428572,0.65625,0.9181102462352463,0.5025396825396825
15,0.01,0.01,2.1996893882751465,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.906065577940578,0.4876255020080321
16,0.01,0.01,2.0864269733428955,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8915661884411885,0.4876255020080321
17,0.01,0.01,1.9740203619003296,0.6,0.5102821616451458,0.6354166666666666,0.8741383038258039,0.4733142037302726
18,0.01,0.01,2.1315531730651855,0.6,0.5102821616451458,0.6354166666666666,0.8646006116524984,0.4733142037302726
19,0.01,0.01,2.148850440979004,0.6,0.5102821616451458,0.6354166666666666,0.8685307093325961,0.4733142037302726
20,0.01,0.01,1.8608967065811157,0.6333333333333333,0.5571428571428572,0.65625,0.887607053585827,0.5025396825396825
21,0.009999830837037664,0.009999830837037664,1.8785533905029297,0.6666666666666666,0.6420940170940171,0.6989087301587302,0.8751426661214398,0.6063568376068376
22,0.009999323359712722,0.009999323359712722,1.7714797258377075,0.75,0.7668368479467258,0.8328373015873015,0.8841811468580336,0.7444683684794673
23,0.009998477602710573,0.009998477602710573,1.7864956855773926,0.7166666666666667,0.7572649572649572,0.7738095238095237,0.8766879957917694,0.7127350427350427
24,0.009997293623837585,0.009997293623837585,1.6754026412963867,0.7333333333333333,0.7809731299927378,0.8169642857142857,0.8957216242003977,0.7312563543936094
25,0.00999577150401714,0.00999577150401714,1.5446443557739258,0.75,0.7561823361823362,0.8328373015873015,0.9206571784696784,0.7464843304843304
26,0.009993911347284109,0.009993911347284109,1.5129084587097168,0.8,0.8174603174603173,0.8640873015873015,0.9306573056573056,0.7982142857142857
27,0.009991713280777732,0.009991713280777732,1.46848464012146,0.8333333333333334,0.8525237127371273,0.8685515873015873,0.9344552361946229,0.832059620596206
28,0.009989177454732934,0.009989177454732934,1.3766932487487793,0.6833333333333333,0.7237140470223178,0.7594246031746031,0.9307000215019082,0.6721446473326173
29,0.00998630404247006,0.00998630404247006,1.4054911136627197,0.8333333333333334,0.8421717171717172,0.8794642857142857,0.9383076414326413,0.8328914141414142
30,0.009983093240383016,0.009983093240383016,1.6127606630325317,0.7666666666666667,0.7652899610136452,0.8159722222222222,0.9354490995115995,0.7653021442495126
31,0.009979545267925863,0.009979545267925863,1.3488341569900513,0.7166666666666667,0.7298474945533768,0.8120039682539683,0.9433760683760685,0.7070806100217866
32,0.009975660367597807,0.009975660367597807,1.4595813751220703,0.75,0.7790263904303859,0.8328373015873015,0.9411294069312938,0.7452575841657418
33,0.009971438804926623,0.009971438804926623,1.4510486125946045,0.8666666666666667,0.8794963698189505,0.8685515873015873,0.9396045352708088,0.8677639922801212
34,0.00996688086845051,0.00996688086845051,1.2680867910385132,0.85,0.8523504273504274,0.878968253968254,0.9476909086284087,0.84875
35,0.009961986869698373,0.009961986869698373,1.2780447006225586,0.85,0.8523504273504274,0.878968253968254,0.939493666056166,0.84875
36,0.009956757143168527,0.009956757143168527,1.1627377271652222,0.85,0.8556340238543628,0.8953373015873015,0.9536782661782661,0.8496162900188324
37,0.009951192046305833,0.009951192046305833,1.086033821105957,0.8333333333333334,0.8380114509146767,0.8422619047619048,0.9668721826740695,0.8336754643206257
38,0.009945291959477269,0.009945291959477269,0.9592854380607605,0.8166666666666667,0.8207315072986715,0.8154761904761904,0.9497336499105368,0.8150019135093761
39,0.009939057285945933,0.009939057285945933,1.0412572622299194,0.8,0.8132505175983438,0.8214285714285715,0.9299559738828607,0.8005797101449275
40,0.009932488451843476,0.009932488451843476,1.050898790359497,0.8,0.8139709906951286,0.8268849206349206,0.9512916983435852,0.8000718390804598
41,0.009925585906140986,0.009925585906140986,0.9922425150871277,0.8833333333333333,0.8931216931216931,0.9107142857142857,0.9542942862518334,0.882962962962963
42,0.009918350120618293,0.009918350120618293,0.8702549934387207,0.8666666666666667,0.8630952380952381,0.8630952380952381,0.9659087363981231,0.8666666666666667
43,0.009910781589831726,0.009910781589831726,0.7980756759643555,0.9166666666666666,0.9026701119724375,0.9052579365079364,0.9815192178104915,0.9165866863541282
44,0.009902880831080306,0.009902880831080306,0.75797438621521,0.8833333333333333,0.8758331099794514,0.8735119047619048,0.9567372486004562,0.8832145090681676
45,0.009894648384370404,0.009894648384370404,0.7824116945266724,0.8833333333333333,0.8931216931216931,0.9107142857142857,0.9464718272206479,0.882962962962963
46,0.009886084812378817,0.009886084812378817,0.7566133141517639,0.8833333333333333,0.8947514943093425,0.9216269841269842,0.9665156373587976,0.8832932121509866
47,0.009877190700414313,0.009877190700414313,0.7854084968566895,0.9166666666666666,0.9026701119724375,0.9052579365079364,0.9844826895239631,0.9165866863541282
48,0.00986796665637763,0.00986796665637763,0.7227703332901001,0.9333333333333333,0.931934731934732,0.9419642857142857,0.9680669064513404,0.932975912975913
