epoch,lr,loss,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,3.294834613800049,0.35,0.1728395061728395,0.3333333333333333,0.7634679098417306,0.18148148148148147
2,0.01,2.91518497467041,0.35,0.1728395061728395,0.3333333333333333,0.6536564523003202,0.18148148148148147
3,0.01,6.551983833312988,0.38333333333333336,0.20175438596491227,0.23958333333333334,0.5586077586372397,0.32280701754385965
4,0.01,5.2007036209106445,0.43333333333333335,0.21940928270042193,0.2708333333333333,0.6120933355603168,0.35105485232067507
5,0.01,4.711735725402832,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.657438784355058,0.3710144927536232
6,0.01,5.327808380126953,0.6,0.5102821616451458,0.6354166666666666,0.6906697316485052,0.4733142037302726
7,0.01,3.7760674953460693,0.6,0.5102821616451458,0.6354166666666666,0.840137451428725,0.4733142037302726
8,0.01,5.4209675788879395,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8117410138341743,0.4876255020080321
9,0.01,3.0826215744018555,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8104645780058517,0.4876255020080321
10,0.01,2.7603535652160645,0.6333333333333333,0.5571428571428572,0.65625,0.8080398538830144,0.5025396825396825
11,0.01,2.619256019592285,0.6333333333333333,0.5571428571428572,0.65625,0.8053307574239178,0.5025396825396825
12,0.01,3.043599843978882,0.5166666666666667,0.5375350140056022,0.6979166666666666,0.8076251142288878,0.4036834733893558
13,0.01,2.6815176010131836,0.5166666666666667,0.5682539682539682,0.6979166666666666,0.8349227587140323,0.41031746031746036
14,0.01,2.865682601928711,0.5,0.5475098959771701,0.6875,0.8381088087750824,0.37867624044923137
15,0.01,3.1537866592407227,0.5,0.5475098959771701,0.6875,0.8419689532602268,0.37867624044923137
16,0.01,2.603423833847046,0.48333333333333334,0.4947118241235888,0.6770833333333334,0.8343235970004838,0.33840166369578134
17,0.01,2.847899913787842,0.5166666666666667,0.5375350140056022,0.6979166666666666,0.8239846227758963,0.4036834733893558
18,0.01,3.088477373123169,0.6,0.5102821616451458,0.6354166666666666,0.825887457668118,0.4733142037302726
19,0.01,2.7228002548217773,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8303167667849273,0.48901960784313725
20,0.01,2.5123636722564697,0.6333333333333333,0.5571428571428572,0.65625,0.8510646684290553,0.5025396825396825
21,0.009999830837037664,3.0069470405578613,0.5833333333333334,0.48971193415637854,0.625,0.8236125989663726,0.45946502057613164
22,0.009999323359712722,2.6604483127593994,0.5833333333333334,0.48971193415637854,0.625,0.8352134904316507,0.45946502057613164
23,0.009998477602710573,2.288856029510498,0.5833333333333334,0.4597701149425288,0.5133928571428571,0.8244247999554603,0.4578544061302682
24,0.009997293623837585,2.4208216667175293,0.6,0.5102821616451458,0.6354166666666666,0.838471293512567,0.4733142037302726
25,0.00999577150401714,2.3120322227478027,0.5833333333333334,0.48971193415637854,0.625,0.8347578347578347,0.45946502057613164
26,0.009993911347284109,2.263460636138916,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8431454388117124,0.4876255020080321
27,0.009991713280777732,2.293198823928833,0.6333333333333333,0.5571428571428572,0.65625,0.8595494630282365,0.5025396825396825
28,0.009989177454732934,2.230825424194336,0.5833333333333334,0.48971193415637854,0.625,0.8456283572734044,0.45946502057613164
29,0.00998630404247006,2.2032663822174072,0.5833333333333334,0.48971193415637854,0.625,0.8422238684620761,0.45946502057613164
30,0.009983093240383016,2.1750903129577637,0.65,0.6777777777777777,0.7440476190476191,0.8540509379247587,0.6227777777777778
31,0.009979545267925863,2.14481782913208,0.6,0.602673350041771,0.6200396825396824,0.8624802979166187,0.5582456140350877
32,0.009975660367597807,2.1326332092285156,0.6333333333333333,0.6781874039938556,0.7336309523809524,0.8717032007126346,0.603763440860215
33,0.009971438804926623,2.0934698581695557,0.7166666666666667,0.7040975795692778,0.7058531746031745,0.8979646859953463,0.7104135696588527
