metric,mean,sample_std,minimum,maximum,pooled_oof
acc,0.91632768361581929,0.025274304560612283,0.86440677966101698,0.94999999999999996,0.91638795986622068
macro_f1,0.90521033401166373,0.039984083258352822,0.83000512032770102,0.96022514071294562,0.90589597125646737
bacc,0.9017847542242704,0.049172317502582913,0.80952380952380942,0.95783730158730152,0.90131865447322868
macro_auc,0.97634326818538786,0.012419705536090999,0.95972924453399833,0.99725592694342691,0.97641915816864755
weighted_f1,0.91584524097905395,0.025590510227000679,0.86440677966101698,0.94979697305278699,0.91630728462814826
