epoch,lr,original_loss,utility_loss_unweighted,utility_loss_weighted,total_loss,adapter_gradient_norm,router_gradient_norm,global_gradient_norm,utility_valid_count,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,3.2943496704101562,0.0,0.0,3.2943496704101562,0.13033735752105713,0.0,2.9162395000457764,0,0.35,0.1728395061728395,0.3333333333333333,0.7967793093087905,0.18148148148148147
2,0.01,2.9267919063568115,0.0,0.0,2.9267919063568115,0.07848010957241058,0.0,0.5765298008918762,0,0.35,0.1728395061728395,0.3333333333333333,0.6063517740994157,0.18148148148148147
3,0.01,6.172969818115234,0.0,0.0,6.172969818115234,0.6680587530136108,0.0,0.25698670744895935,0,0.35,0.18918918918918917,0.21875,0.4929309476774099,0.30270270270270266
4,0.01,6.092264175415039,0.0,0.0,6.092264175415039,0.44676172733306885,0.0,0.16262449324131012,0,0.43333333333333335,0.21940928270042193,0.2708333333333333,0.5746413788866619,0.35105485232067507
5,0.01,5.49727725982666,0.0,0.0,5.49727725982666,0.13090592622756958,0.0,0.14206112921237946,0,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.6252165789312016,0.4459649122807018
6,0.01,3.3059542179107666,0.0,0.0,3.3059542179107666,0.523007869720459,0.0,0.12801668047904968,0,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.7890399421944233,0.4459649122807018
7,0.01,8.728943824768066,0.0,0.0,8.728943824768066,0.8660988211631775,0.0,0.09455951303243637,0,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.7933301848396188,0.4459649122807018
8,0.01,4.325806140899658,0.0,0.0,4.325806140899658,0.4104306697845459,0.0,0.08125147968530655,0,0.6,0.5102821616451458,0.6354166666666666,0.8084305358774699,0.4733142037302726
9,0.01,2.6937501430511475,0.0,0.0,2.6937501430511475,0.021139681339263916,0.0,0.12027914077043533,0,0.6,0.5102821616451458,0.6354166666666666,0.8146150342494684,0.4733142037302726
10,0.01,2.585439920425415,0.0,0.0,2.585439920425415,0.10014484822750092,0.0,0.08322404325008392,0,0.6,0.5102821616451458,0.6354166666666666,0.810384665779713,0.4733142037302726
11,0.01,2.9452340602874756,0.0,0.0,2.9452340602874756,0.6402736306190491,0.0,0.06683246791362762,0,0.6,0.5102821616451458,0.6354166666666666,0.799008152486926,0.4733142037302726
12,0.01,2.55853009223938,0.0,0.0,2.55853009223938,0.13137856125831604,0.0,0.24012582004070282,0,0.55,0.5767211061328709,0.71875,0.8083914196826933,0.4629498482439659
13,0.01,2.436319351196289,0.0,0.0,2.436319351196289,0.09731608629226685,0.0,0.12970653176307678,0,0.6,0.6183990442054959,0.75,0.8106217627149231,0.5411708482676225
14,0.01,2.3375778198242188,0.0,0.0,2.3375778198242188,0.08193433284759521,0.0,0.12594851851463318,0,0.5833333333333334,0.48971193415637854,0.625,0.8021001916933521,0.45946502057613164
15,0.01,2.3204755783081055,0.0,0.0,2.3204755783081055,0.1334427148103714,0.0,0.07509126514196396,0,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8207799145299145,0.4876255020080321
16,0.01,2.223745822906494,0.0,0.0,2.223745822906494,0.019468924030661583,0.0,0.2520979940891266,0,0.55,0.45274261603375526,0.6041666666666666,0.8104441199960067,0.43272151898734174
17,0.01,2.284048318862915,0.0,0.0,2.284048318862915,0.03528856113553047,0.0,0.18611057102680206,0,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.8230502136752137,0.4459649122807018
