metric,mean,sample_std,minimum,maximum,pooled_oof
acc,0.91466101694915258,0.030203084879964866,0.86440677966101698,0.96666666666666667,0.9147157190635451
macro_f1,0.90103498108724089,0.045230543282995556,0.8294314381270903,0.97409579667644186,0.90154797594132396
bacc,0.89811411930363538,0.054217530358188507,0.79910714285714279,0.97916666666666663,0.89777576808541448
macro_auc,0.97630966603485037,0.012402801121952241,0.96011326911157135,0.99725592694342691,0.9767163390369511
weighted_f1,0.91438692694905721,0.030684432981183746,0.86440677966101698,0.9668866080156403,0.91462648370106747
