epoch,lr,train_loss,acc,macro_f1,bacc,probability_macro_auc,weighted_f1,selection_macro_auc_adjusted
1,0.01,3.2858409881591797,0.35,0.1728395061728395,0.3333333333333333,0.756947144181814,0.18148148148148147,0.716902539720936
2,0.01,3.193025588989258,0.35,0.1728395061728395,0.3333333333333333,0.5317404522888013,0.18148148148148147,0.7332978647837138
3,0.01,5.287119388580322,0.3,0.16901408450704225,0.1875,0.5216131374739865,0.2704225352112676,0.7431117700870059
4,0.01,4.401413440704346,0.4166666666666667,0.2109704641350211,0.2604166666666667,0.5952415149054301,0.3375527426160338,0.7731515678154829
5,0.01,4.037729263305664,0.5333333333333333,0.4271929824561404,0.5565476190476191,0.6608202954016633,0.4203508771929825,0.7847392005705686
6,0.01,3.1412129402160645,0.5333333333333333,0.4271929824561404,0.5565476190476191,0.7972799006112684,0.4203508771929825,0.7813401112339792
7,0.01,4.466980457305908,0.5666666666666667,0.46293639406982307,0.5773809523809524,0.8265644318120734,0.44658058345289336,0.7774272918730466
8,0.01,3.546111583709717,0.55,0.4444444444444444,0.5669642857142857,0.8177894454427475,0.43333333333333335,0.7651019708802728
9,0.01,2.534886121749878,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.8218049748120503,0.40755274261603375,0.7796790528217414
10,0.01,2.3715295791625977,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.8332167046789688,0.40755274261603375,0.7807335702382873
11,0.01,2.3998544216156006,0.5666666666666667,0.46293639406982307,0.5773809523809524,0.8543505487786148,0.44658058345289336,0.8100546978789903
12,0.01,2.4498963356018066,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.8624873772279432,0.46019076305220885,0.8400342014728807
13,0.01,2.269334316253662,0.5,0.3956043956043956,0.5357142857142857,0.8558030674775958,0.3948717948717949,0.8483643911120327
14,0.01,2.3470797538757324,0.48333333333333334,0.38095238095238093,0.5252976190476191,0.8378505339000623,0.38225108225108223,0.8187787492032775
15,0.01,2.152702808380127,0.5,0.3956043956043956,0.5357142857142857,0.8017999209036946,0.3948717948717949,0.7038372507122507
16,0.01,2.2758660316467285,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.7306819992551125,0.40755274261603375,0.7010295838420838
17,0.01,2.167198657989502,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.7772503690840954,0.46019076305220885,0.7007438316400579
18,0.01,2.0079405307769775,0.5833333333333334,0.47338935574229696,0.5505952380952381,0.8403668091168092,0.4598039215686275,0.7468203093203094
19,0.01,2.111999273300171,0.6,0.5047619047619047,0.5982142857142857,0.8581580183879711,0.4742857142857143,0.784856609149062
20,0.01,1.9769322872161865,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.8742374741785119,0.46019076305220885,0.8238876122130839
21,0.009999830837037664,1.9933536052703857,0.5833333333333334,0.48293172690763053,0.5877976190476191,0.8921351730903618,0.46019076305220885,0.8604442759808325
22,0.009999323359712722,1.9568350315093994,0.8166666666666667,0.8181597746815138,0.8100198412698413,0.9098243322889549,0.8131740436088263,0.8658334317237619
23,0.009998477602710573,1.8508009910583496,0.8333333333333334,0.8327099890914758,0.810515873015873,0.9154182481128236,0.8336644849618203,0.8756877130992696
24,0.009997293623837585,1.7710386514663696,0.75,0.740628491833892,0.779265873015873,0.9020457289914837,0.751205400192864,0.8805859965942514
