epoch,lr,loss_original,loss_nca,loss_refine,loss_total,acc,macro_f1,bacc,probability_macro_auc,weighted_f1,test_gate_active_ratio,train_neighbor_agreement_weighted,train_neighbor_agreement_unweighted
1,0.01,3.298175096511841,0.8463416695594788,1.196425199508667,4.6638689041137695,0.35,0.1728395061728395,0.3333333333333333,0.745482859427435,0.18148148148148147,0.0,0.6704543828964233,0.669377326965332
2,0.01,2.892235279083252,0.7197938561439514,1.375728726387024,4.411922931671143,0.35,0.1728395061728395,0.3333333333333333,0.6047666083043443,0.18148148148148147,0.13333334028720856,0.7037835717201233,0.703066885471344
3,0.01,6.485213279724121,0.8660395741462708,0.9506382942199707,7.6090593338012695,0.45,0.3853151397011046,0.37847222222222227,0.7426750725689405,0.4492202729044834,0.6000000238418579,0.7106545567512512,0.7100371718406677
4,0.01,5.0845465660095215,0.9762884974479675,0.9175550937652588,6.197359085083008,0.45,0.4038888888888889,0.4672619047619048,0.6698775543115166,0.38580555555555557,0.2666666805744171,0.7175688743591309,0.7174721360206604
5,0.01,4.934272766113281,1.1543633937835693,0.9549140930175781,6.120059490203857,0.4666666666666667,0.37585585585585585,0.5520833333333334,0.6611165465823485,0.3680360360360361,0.20000001788139343,0.7055404186248779,0.7053903341293335
6,0.01,5.733743190765381,1.220786213874817,0.9502179622650146,6.928118705749512,0.4666666666666667,0.37585585585585585,0.5520833333333334,0.7587071929642684,0.3680360360360361,0.18333333730697632,0.7005736827850342,0.7005111575126648
7,0.01,3.9968912601470947,1.2457787990570068,0.9479100108146667,5.1939568519592285,0.4666666666666667,0.37585585585585585,0.5520833333333334,0.7925287228058454,0.3680360360360361,0.25,0.6912732720375061,0.6912174820899963
8,0.01,4.424503326416016,1.563711404800415,0.9279802441596985,5.665225982666016,0.5,0.40465293668954994,0.5729166666666666,0.7923179033143656,0.3938215102974828,0.25,0.6959001421928406,0.6958643198013306
9,0.01,2.76531982421875,1.5795001983642578,0.9063153862953186,3.987535238265991,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.7836290685642101,0.40755274261603375,0.03333333507180214,0.6910126805305481,0.6909851431846619
10,0.01,2.6846725940704346,1.4066036939620972,0.8616397380828857,3.8276331424713135,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.8290850866027754,0.40755274261603375,0.550000011920929,0.670583963394165,0.6705390214920044
