epoch,lr,loss,ema_updated,ema_used_for_selection,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,3.165128707885742,False,False,0.35,0.1728395061728395,0.3333333333333333,0.7401235807780618,0.18148148148148147
2,0.01,4.627129554748535,False,False,0.35,0.1728395061728395,0.3333333333333333,0.7436303596386145,0.18148148148148147
3,0.01,5.23433780670166,False,False,0.35,0.1728395061728395,0.3333333333333333,0.7507868834519779,0.18148148148148147
4,0.01,6.299505233764648,False,False,0.4166666666666667,0.2136752136752137,0.2604166666666667,0.6028618535988819,0.3418803418803419
5,0.01,4.787900924682617,False,False,0.5833333333333334,0.47338935574229696,0.5505952380952381,0.728692592784574,0.4598039215686275
6,0.01,3.168478488922119,False,False,0.6,0.5102821616451458,0.6354166666666666,0.7851438612051821,0.4733142037302726
7,0.01,2.931842803955078,False,False,0.6,0.5102821616451458,0.6354166666666666,0.8113844685189026,0.4733142037302726
8,0.01,3.3186850547790527,False,False,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.7963990063046666,0.4876255020080321
9,0.01,3.0454342365264893,False,False,0.6,0.5102821616451458,0.6354166666666666,0.7891701895239631,0.4733142037302726
10,0.01,2.584911346435547,False,False,0.6,0.5102821616451458,0.6354166666666666,0.7960814571958439,0.4733142037302726
11,0.01,2.7098398208618164,False,False,0.5666666666666667,0.6091786073403721,0.658234126984127,0.7969876690395559,0.5563348416289593
12,0.01,2.7115321159362793,False,False,0.48333333333333334,0.5090517854602362,0.6770833333333334,0.7813167735042734,0.34144881917769243
13,0.01,2.4494967460632324,False,False,0.5166666666666667,0.5682539682539682,0.6979166666666666,0.7930943477818477,0.41031746031746036
14,0.01,2.3515353202819824,False,False,0.5833333333333334,0.6267094017094017,0.7395833333333334,0.8214889855514856,0.519690170940171
15,0.01,2.3781845569610596,False,False,0.6166666666666667,0.5326305220883535,0.6458333333333334,0.8401360715629583,0.4876255020080321
16,0.01,2.229330539703369,False,False,0.6333333333333333,0.5571428571428572,0.65625,0.8460184993203862,0.5025396825396825
17,0.01,2.2691688537597656,False,False,0.6333333333333333,0.5571428571428572,0.65625,0.8522506930525798,0.5025396825396825
18,0.01,2.3865180015563965,False,False,0.6333333333333333,0.5571428571428572,0.65625,0.8634445841108578,0.5025396825396825
19,0.01,2.2321066856384277,False,False,0.6333333333333333,0.5571428571428572,0.65625,0.8717262984656853,0.5025396825396825
