epoch,lr,loss,ema_updated,ema_used_for_selection,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,3.1870765686035156,False,False,0.35,0.1728395061728395,0.3333333333333333,0.6810430081361685,0.18148148148148147
2,0.01,4.574839115142822,False,False,0.35,0.1728395061728395,0.3333333333333333,0.6719840693897298,0.18148148148148147
3,0.01,4.807600498199463,False,False,0.35,0.1728395061728395,0.3333333333333333,0.6705519487064299,0.18148148148148147
4,0.01,7.816422939300537,False,False,0.45,0.225,0.28125,0.5987195565615376,0.36000000000000004
5,0.01,4.40327262878418,False,False,0.55,0.4444444444444444,0.5669642857142857,0.7227207137289685,0.43333333333333335
6,0.01,2.827083110809326,False,False,0.5666666666666667,0.47061403508771926,0.6145833333333334,0.7991180617949486,0.4459649122807018
7,0.01,2.5660953521728516,False,False,0.6333333333333333,0.5571428571428572,0.65625,0.831794363044363,0.5025396825396825
8,0.01,2.743901491165161,False,False,0.6333333333333333,0.5571428571428572,0.65625,0.896669591982092,0.5025396825396825
9,0.01,2.6102824211120605,False,False,0.6333333333333333,0.5571428571428572,0.65625,0.9056808353683353,0.5025396825396825
10,0.01,2.419118881225586,False,False,0.55,0.6070835541423777,0.71875,0.8783354955229955,0.46920950362126834
11,0.01,2.3864095211029053,False,False,0.5,0.5166240409207161,0.6875,0.8642985410379279,0.3718670076726343
12,0.01,2.215198516845703,False,False,0.5166666666666667,0.5517080745341615,0.6979166666666666,0.8727706168743904,0.40655538302277433
13,0.01,2.2458412647247314,False,False,0.6166666666666667,0.6402867195141534,0.7549603174603176,0.854520992197879,0.576090891837837
14,0.01,2.1727898120880127,False,False,0.6,0.5102821616451458,0.6354166666666666,0.8755769038787906,0.4733142037302726
15,0.01,2.115227699279785,False,False,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8771077149614884,0.48901960784313725
16,0.01,2.1965975761413574,False,False,0.6333333333333333,0.5571428571428572,0.65625,0.8797818348231085,0.5025396825396825
17,0.01,2.0737414360046387,False,False,0.6,0.5102821616451458,0.6354166666666666,0.8571678747091482,0.4733142037302726
18,0.01,2.033953905105591,False,False,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8548530598943335,0.48901960784313725
19,0.01,1.9480361938476562,False,False,0.6833333333333333,0.7073140367258013,0.7529761904761904,0.8509356809769546,0.6785652038593215
20,0.01,2.139646530151367,True,False,0.65,0.6850974432326122,0.7703373015873015,0.860571523602184,0.628613892365457
21,0.009999830837037664,2.052952289581299,True,True,0.55,0.5888211382113822,0.6760912698412698,0.7833241182297787,0.4941971544715448
