epoch,lr,loss_total,loss_pc_bbf_v1,loss_non_destructive,loss_non_destructive_nonzero_fraction,lambda_safe,acc,macro_f1,bacc,macro_auc,weighted_f1
1,0.01,3.298175096511841,3.298175096511841,0.0,0.0,0.05,0.35,0.1728395061728395,0.3333333333333333,0.7466688840509595,0.18148148148148147
2,0.01,2.8935816287994385,2.893575429916382,0.00012527982471510768,0.589219331741333,0.05,0.35,0.1728395061728395,0.3333333333333333,0.5910685008562367,0.18148148148148147
3,0.01,6.503522872924805,6.5034990310668945,0.0004763647448271513,0.5966542959213257,0.05,0.31666666666666665,0.18693244739756365,0.2033730158730159,0.48262539020204115,0.2905647840531561
4,0.01,5.025191307067871,5.025157928466797,0.000663943646941334,0.553903341293335,0.05,0.35,0.18918918918918917,0.21875,0.520746401790034,0.30270270270270266
5,0.01,4.867416858673096,4.867377281188965,0.0007868712418712676,0.6022304892539978,0.05,0.48333333333333334,0.38999999999999996,0.5625,0.5787574584744396,0.3809444444444445
6,0.01,5.588952541351318,5.588905334472656,0.0009440220310352743,0.6561338305473328,0.05,0.4666666666666667,0.37585585585585585,0.5520833333333334,0.7774608886047565,0.3680360360360361
7,0.01,4.017314434051514,4.017256736755371,0.00115194171667099,0.6691449880599976,0.05,0.48333333333333334,0.38999999999999996,0.5625,0.8079282647384062,0.3809444444444445
8,0.01,4.3907880783081055,4.39071798324585,0.0014004094991832972,0.6691449880599976,0.05,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.8016960710062125,0.40755274261603375
9,0.01,2.940875768661499,2.9408202171325684,0.0011092089116573334,0.6449813842773438,0.05,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.7929092057924606,0.40755274261603375
10,0.01,2.762364387512207,2.7623040676116943,0.001204636413604021,0.631970226764679,0.05,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.801523947750363,0.40755274261603375
11,0.01,2.66606068611145,2.6660165786743164,0.0008802980883046985,0.5297397971153259,0.05,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.8180456205220357,0.40755274261603375
12,0.01,2.8693699836730957,2.869302988052368,0.0013391498941928148,0.5315985083580017,0.05,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.834329236451878,0.40755274261603375
13,0.01,2.518855094909668,2.5187783241271973,0.001536074560135603,0.5260223150253296,0.05,0.65,0.654772600864245,0.7222222222222222,0.8387158297240843,0.6426474992512728
14,0.01,3.5147764682769775,3.5147054195404053,0.0014190340880304575,0.5260223150253296,0.05,0.5166666666666667,0.519487401840343,0.6607142857142857,0.8608768938957617,0.42039552921905865
15,0.01,4.458789825439453,4.458734035491943,0.001113865408115089,0.5334572196006775,0.05,0.5166666666666667,0.5310272959526691,0.6607142857142857,0.8764309807941882,0.4222183003899422
16,0.01,3.473479747772217,3.4734280109405518,0.0010324888862669468,0.5055761933326721,0.05,0.5333333333333333,0.5498405103668261,0.6711309523809524,0.8746058383440459,0.4505781499202552
17,0.01,2.3233935832977295,2.3233275413513184,0.0013225896982476115,0.5055761933326721,0.05,0.5166666666666667,0.41991341991341996,0.5833333333333334,0.855953352857834,0.4067099567099567
18,0.01,3.207153081893921,3.2069315910339355,0.004431202542036772,0.4739776849746704,0.05,0.5,0.40465293668954994,0.5729166666666666,0.8377251460977876,0.3938215102974828
19,0.01,3.1494171619415283,3.149122714996338,0.0058872150257229805,0.47026023268699646,0.05,0.5,0.40465293668954994,0.5729166666666666,0.8093610453575076,0.3938215102974828
20,0.01,2.91347336769104,2.913114070892334,0.007187952753156424,0.4944237768650055,0.05,0.5166666666666667,0.41991341991341996,0.5833333333333334,0.8371364833628984,0.4067099567099567
21,0.009999830837037664,2.4966835975646973,2.4962716102600098,0.008238554932177067,0.4944237768650055,0.05,0.5666666666666667,0.46293639406982307,0.5773809523809524,0.8661960964437379,0.44658058345289336
22,0.009999323359712722,2.306365489959717,2.306149482727051,0.004318423569202423,0.449814110994339,0.05,0.5666666666666667,0.38518518518518513,0.42857142857142855,0.8544729968668648,0.4311111111111111
